,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,,-additional
292,Clément Lenglet,fr FRA,DF,Barcelona,25,1995,27.5,41,25,28,11,2,14,26,53.8,12,338,123,36.4,176,139,23,39,13,0,26,35,76,87,0,Matches,4f28a6ff
293,Pedro León,es ESP,MFFW,Eibar,33,1986,10.4,10,7,3,4,3,6,24,25.0,18,141,50,35.5,30,69,42,18,1,0,17,5,15,8,0,Matches,d66b9872
294,Sergio León,es ESP,FW,Levante,31,1989,8.3,7,3,0,4,3,1,7,14.3,6,133,33,24.8,14,58,61,5,0,0,5,4,11,4,0,Matches,0a0cc13c
295,Diego Llorente,es ESP,DF,Real Sociedad,26,1993,1.0,1,0,1,0,0,0,1,0.0,1,7,2,28.6,5,1,1,1,1,1,0,0,1,11,0,Matches,bba30585
296,Marcos Llorente,es ESP,MFDF,Atlético Madrid,25,1995,32.8,73,44,24,34,15,26,54,48.1,28,649,192,29.6,130,334,185,63,5,0,58,31,104,31,0,Matches,02c15616
297,Renan Lodi,br BRA,DF,Atlético Madrid,22,1998,12.5,32,16,16,11,5,13,25,52.0,12,190,66,34.7,59,91,40,27,0,0,27,23,55,25,0,Matches,ed9f7cfe
298,Adrián López,es ESP,FWMF,Osasuna,32,1988,5.3,6,4,0,3,3,2,6,33.3,4,58,9,15.5,6,34,18,4,0,0,4,1,7,3,0,Matches,88a359d4
299,Javi López,es ESP,DFMF,Alavés,18,2002,2.8,6,5,4,2,0,1,1,100.0,0,51,15,29.4,23,17,11,4,0,0,4,6,12,7,0,Matches,e9ada8cf
300,Pedro López Muñoz,es ESP,DF,Huesca,36,1983,11.9,30,22,18,7,5,17,26,65.4,9,139,45,32.4,67,53,19,26,4,0,22,10,40,28,1,Matches,a60823a4
301,Roberto López,es ESP,MFFW,Real Sociedad,20,2000,5.6,4,2,2,1,1,1,9,11.1,8,85,19,22.4,20,49,16,5,0,0,5,3,7,4,0,Matches,2a8c9f98
302,Unai López,es ESP,MF,Athletic Club,24,1995,15.8,31,22,13,16,2,9,28,32.1,19,252,75,29.8,72,145,35,26,5,0,21,11,42,18,1,Matches,88050721
303,Anthony Lozano,hn HON,FWMF,Cádiz,27,1993,16.9,11,10,1,7,3,1,7,14.3,6,201,42,20.9,20,104,77,11,1,0,10,3,14,9,0,Matches,38699c72
304,Jeison Lucumí,co COL,FWMF,Elche,25,1995,0.5,1,1,0,1,0,1,1,100.0,0,7,2,28.6,1,4,2,1,0,0,1,0,1,1,0,Matches,8abefbcf
305,José Luis Gayà,es ESP,DF,Valencia,25,1995,31.6,59,35,38,17,4,33,69,47.8,36,364,111,30.5,195,129,40,37,4,0,33,35,94,75,1,Matches,b05e2dbd
306,José Luis Morales,es ESP,FWMF,Levante,33,1987,27.1,20,13,7,11,2,9,45,20.0,36,436,114,26.1,67,175,194,30,0,0,30,11,31,15,0,Matches,4a478107
307,Luisinho,pt POR,DF,Huesca,35,1985,2.0,4,0,3,1,0,1,4,25.0,3,20,7,35.0,13,6,1,4,0,0,4,1,5,10,0,Matches,a7f00c8c
308,Luismi,es ESP,MFDF,Elche,28,1992,1.9,5,4,3,2,0,0,0,,0,25,6,24.0,10,13,2,1,0,0,1,3,8,4,0,Matches,c2cfbfc9
309,Darwin Machís,ve VEN,FWMF,Granada,27,1993,22.5,29,19,11,12,6,10,34,29.4,24,254,75,29.5,64,110,80,26,3,0,23,39,68,20,0,Matches,ed6ea4d9
310,Pablo Maffeo,es ESP,DF,Huesca,23,1997,21.8,30,22,22,6,2,8,21,38.1,13,258,88,34.1,114,103,41,36,7,1,29,32,62,45,0,Matches,5db04597
311,Abdallahi Mahmoud,mr MTN,MF,Alavés,20,2000,0.7,3,2,1,2,0,1,2,50.0,1,14,4,28.6,5,6,3,0,0,0,0,1,4,0,0,Matches,ab99e4a0
312,Nemanja Maksimović,rs SRB,MF,Getafe,25,1995,30.3,56,35,25,23,8,11,50,22.0,39,623,171,27.4,151,360,112,58,11,0,47,50,106,81,1,Matches,00b28772
313,Filip Malbašić,rs SRB,FWMF,Cádiz,27,1992,9.6,14,8,5,6,3,5,18,27.8,13,197,42,21.3,31,94,72,15,0,0,15,4,18,4,0,Matches,04981123
314,Hugo Mallo,es ESP,DF,Celta Vigo,29,1991,28.9,72,37,40,31,1,27,50,54.0,23,411,119,29.0,170,176,65,72,9,0,63,29,101,98,1,Matches,cb574619
315,Mickael Malsa,mq MTQ,MF,Levante,24,1995,26.0,63,36,30,30,3,21,55,38.2,34,458,134,29.3,166,258,34,42,9,1,33,51,114,47,1,Matches,bbc19252
316,Aïssa Mandi,dz ALG,DF,Betis,28,1991,26.6,30,20,21,9,0,8,14,57.1,6,163,60,36.8,102,52,9,34,16,2,18,33,63,118,0,Matches,fbd6378b
317,Eliaquim Mangala,fr FRA,DF,Valencia,29,1991,3.6,1,1,1,0,0,0,0,,0,37,8,21.6,30,5,2,8,6,0,2,4,5,26,0,Matches,f520049f
318,Maranhão,br BRA,FW,Valladolid,23,1996,13.1,7,4,3,2,2,1,12,8.3,11,228,56,24.6,25,98,105,18,2,0,16,1,8,12,0,Matches,ae86d473
319,Marcelo,br BRA,DF,Real Madrid,32,1988,11.7,25,17,10,5,10,10,25,40.0,15,145,48,33.1,49,48,48,22,2,0,20,9,34,24,0,Matches,603116a7
320,Iván Marcone,ar ARG,MF,Elche,30,1990,29.4,64,48,38,21,5,28,78,35.9,50,376,123,32.7,198,158,20,46,9,0,37,36,100,46,0,Matches,b14f755d
321,Óscar de Marcos,es ESP,DFMF,Athletic Club,31,1989,16.9,22,17,12,7,3,11,32,34.4,21,203,53,26.1,69,88,46,34,1,1,33,19,41,40,0,Matches,9f323c71
322,José Mari,es ESP,MF,Cádiz,32,1987,16.1,30,22,11,16,3,11,30,36.7,19,265,90,34.0,94,148,23,25,9,0,16,15,45,53,1,Matches,6f4c734d
323,José María Giménez,uy URU,DF,Atlético Madrid,25,1995,19.6,23,15,19,4,0,10,19,52.6,9,117,32,27.4,70,39,8,27,11,0,16,21,44,91,0,Matches,f0da930c
324,Mariano,do DOM,FW,Real Madrid,26,1993,5.7,2,2,0,1,1,0,6,0.0,6,107,24,22.4,12,47,48,5,1,0,4,0,2,2,0,Matches,5c4dc0ff
325,Adrián Marín,es ESP,DFMF,Alavés,23,1997,1.0,1,1,0,1,0,0,0,,0,24,6,25.0,4,12,8,5,1,0,4,1,2,3,0,Matches,b7f2edff
326,Adrián Marín,es ESP,DFFW,Granada,23,1997,3.0,4,2,1,1,2,1,2,50.0,1,32,7,21.9,14,10,8,10,2,0,8,7,11,13,0,Matches,b7f2edff
327,Roger Martí,es ESP,FW,Levante,29,1991,24.4,20,13,4,10,6,5,22,22.7,17,440,81,18.4,40,199,201,19,4,0,15,5,25,6,0,Matches,0ae4e09a
328,Aarón Martín,es ESP,DF,Celta Vigo,23,1997,17.1,35,12,18,15,2,13,36,36.1,23,199,50,25.1,84,93,22,26,4,0,22,17,52,50,0,Matches,2f3e911a
329,Álex Martín,es ESP,DF,Cádiz,22,1998,1.1,1,0,0,1,0,1,3,33.3,2,13,2,15.4,8,5,0,1,1,0,0,2,3,6,0,Matches,80153344
330,Iñigo Martínez,es ESP,DF,Athletic Club,29,1991,28.0,29,14,20,9,0,12,31,38.7,19,200,67,33.5,122,76,2,28,8,1,20,37,66,151,0,Matches,3fc45c73
331,Javi Martínez,es ESP,MFFW,Osasuna,20,1999,5.1,12,9,4,7,1,5,15,33.3,10,123,31,25.2,23,62,38,13,1,0,12,4,16,4,0,Matches,3672b352
332,Marvin,es ESP,DFFW,Real Madrid,20,2000,1.5,4,1,1,2,1,0,0,,0,24,11,45.8,7,13,4,2,0,0,2,1,5,6,0,Matches,efaefda0
333,Jordi Masip,es ESP,GK,Valladolid,31,1989,25.0,0,0,0,0,0,0,3,0.0,3,6,0,0.0,6,0,0,2,0,0,2,0,0,2,1,Matches,8fae77ea
334,Jaime Mata,es ESP,FW,Getafe,31,1988,22.6,14,10,1,7,6,2,9,22.2,7,311,71,22.8,20,129,162,16,3,0,13,11,25,13,0,Matches,02319ad7
335,Borja Mayoral,es ESP,FW,Real Madrid,23,1997,0.3,0,0,0,0,0,0,1,0.0,1,9,1,11.1,1,4,4,0,0,0,0,0,0,0,0,Matches,64e8ed6d
336,Gonzalo Melero,es ESP,MFFW,Levante,26,1994,20.6,22,19,10,8,4,7,37,18.9,30,326,83,25.5,99,148,79,25,5,0,20,21,43,36,1,Matches,3902e91b
337,Brais Méndez,es ESP,MFFW,Celta Vigo,23,1997,29.7,63,45,24,30,9,19,75,25.3,56,649,178,27.4,165,328,156,40,3,0,37,37,100,30,0,Matches,c9e39d91
338,Édgar Méndez,es ESP,MFFW,Alavés,30,1990,23.2,45,21,23,13,9,14,47,29.8,33,432,99,22.9,117,185,130,28,4,0,24,16,61,20,0,Matches,aed746df
339,Eñaut Mendía,es ESP,FW,Eibar,21,1999,0.7,2,1,1,1,0,2,2,100.0,0,10,2,20.0,3,5,2,1,1,0,0,0,2,0,0,Matches,aa7da569
340,Ferland Mendy,fr FRA,DF,Real Madrid,25,1995,24.5,31,17,20,6,5,13,24,54.2,11,192,68,35.4,85,62,45,41,5,0,36,25,56,31,0,Matches,3cefcaef
341,Mikel Merino,es ESP,MF,Real Sociedad,24,1996,23.9,58,36,16,31,11,14,52,26.9,38,454,151,33.3,108,243,103,48,9,0,39,32,90,30,0,Matches,d080ed5e
342,Martín Merquelanz,es ESP,FWMF,Real Sociedad,25,1995,6.1,5,2,2,1,2,2,7,28.6,5,54,11,20.4,17,20,17,8,1,0,7,8,13,8,0,Matches,ddd5348b
343,Roque Mesa,es ESP,MF,Valladolid,31,1989,19.6,44,34,21,16,7,13,41,31.7,28,387,111,28.7,136,198,53,24,3,0,21,13,57,28,0,Matches,7c4243d4
344,Lionel Messi,ar ARG,FWMF,Barcelona,33,1987,33.6,22,16,3,14,5,7,20,35.0,13,291,98,33.7,10,123,158,12,1,0,11,7,29,0,0,Matches,d70ce98e
345,Omenuke Mfulu,cd COD,MF,Elche,26,1994,8.8,23,15,12,11,0,7,19,36.8,12,170,51,30.0,84,76,10,7,1,0,6,10,33,19,0,Matches,bdc14559
346,Míchel,es ESP,MF,Valladolid,32,1988,10.5,20,13,12,6,2,5,21,23.8,16,213,52,24.4,81,99,33,17,1,0,16,13,33,8,1,Matches,418f8f61
347,Éder Militão,br BRA,DF,Real Madrid,22,1998,12.6,22,13,16,6,0,8,19,42.1,11,113,41,36.3,63,40,10,21,6,0,15,21,43,72,0,Matches,2784f898
348,Luis Milla,es ESP,MF,Granada,25,1994,13.9,20,16,13,5,2,3,26,11.5,23,279,91,32.6,82,155,42,19,1,0,18,21,41,13,0,Matches,19c36442
349,Pere Milla,es ESP,FWMF,Elche,27,1992,22.0,28,21,9,17,2,11,42,26.2,31,464,120,25.9,91,269,104,23,4,0,19,18,46,15,0,Matches,335039a2
350,Álex Millán,es ESP,FW,Villarreal,20,1999,0.0,0,0,0,0,0,0,1,0.0,1,3,1,33.3,0,0,3,0,0,0,0,0,0,0,0,Matches,29ad0dd4
351,Santi Mina,es ESP,FW,Celta Vigo,24,1995,26.8,34,19,8,15,11,9,29,31.0,20,519,112,21.6,55,279,185,18,4,0,14,10,44,21,0,Matches,0b90bb97
352,Óscar Mingueza,es ESP,DF,Barcelona,21,1999,21.1,60,42,30,23,7,28,51,54.9,23,318,114,35.8,137,141,40,37,8,0,29,25,85,43,5,Matches,056269d7
353,Rafa Mir,es ESP,FW,Huesca,23,1997,32.0,15,9,4,3,8,4,14,28.6,10,432,99,22.9,37,182,213,25,4,0,21,11,26,23,0,Matches,bbf5c11b
354,Jorge Miramón,es ESP,DF,Levante,31,1989,19.2,41,24,31,10,0,20,38,52.6,18,208,75,36.1,109,69,30,48,4,0,44,34,75,66,1,Matches,7f4c7c9f
355,Juan Miranda,es ESP,DF,Betis,20,2000,18.4,31,15,15,15,1,12,32,37.5,20,249,72,28.9,115,93,41,46,3,0,43,27,58,68,0,Matches,ead61f73
356,Luka Modrić,hr CRO,MF,Real Madrid,34,1985,30.4,40,26,21,17,2,16,42,38.1,26,374,105,28.1,95,203,76,28,3,0,25,53,93,17,0,Matches,6025fab1
357,Johan Mojica,co COL,DF,Elche,27,1992,13.4,26,15,20,6,0,7,19,36.8,12,223,67,30.0,132,69,22,20,3,0,17,27,53,32,0,Matches,608f2092
358,Guillem Molina,es ESP,DF,Valencia,20,2000,1.7,1,0,1,0,0,0,5,0.0,5,31,10,32.3,19,10,2,5,2,0,3,2,3,7,0,Matches,0bbab654
359,Jorge Molina,es ESP,FWMF,Granada,38,1982,17.9,8,6,1,2,5,2,10,20.0,8,223,48,21.5,23,102,98,6,1,0,5,2,10,15,0,Matches,43f71e77
360,Victor Mollejo,es ESP,MFDF,Getafe,19,2001,0.8,1,1,1,0,0,1,2,50.0,1,8,2,25.0,3,2,3,1,0,0,1,0,1,1,0,Matches,23fffc06
361,Jon Moncayola,es ESP,MF,Osasuna,22,1998,29.6,53,28,24,21,8,21,65,32.3,44,638,162,25.4,202,326,110,46,8,0,38,21,74,52,1,Matches,9939e168
362,Nacho Monreal,es ESP,DF,Real Sociedad,34,1986,23.1,31,20,15,14,2,9,22,40.9,13,232,89,38.4,96,87,49,34,5,0,29,32,63,67,0,Matches,d4cb83cc
363,Ángel Montoro,es ESP,MF,Granada,32,1988,15.1,19,13,9,10,0,5,15,33.3,10,177,47,26.6,42,111,24,24,3,0,21,15,34,22,0,Matches,719384c1
364,Martín Montoya,es ESP,DF,Betis,29,1991,2.7,6,2,3,3,0,2,3,66.7,1,28,5,17.9,6,14,8,4,2,0,2,1,7,7,0,Matches,5cec2487
365,Emre Mor,tr TUR,FWMF,Celta Vigo,23,1997,5.6,8,7,0,4,4,1,6,16.7,5,99,29,29.3,11,53,35,8,0,0,8,2,10,0,0,Matches,0c3f7197
366,Jon Morcillo,es ESP,MFFW,Athletic Club,21,1998,15.1,12,7,5,3,4,1,24,4.2,23,235,47,20.0,60,85,90,22,0,0,22,22,34,8,0,Matches,b7d7f3bf
367,Alberto Moreno,es ESP,DF,Villarreal,28,1992,2.1,5,3,5,0,0,2,6,33.3,4,29,8,27.6,18,3,8,5,1,0,4,1,6,5,0,Matches,11b9265b
368,Álex Moreno,es ESP,DF,Betis,27,1993,19.8,42,25,21,15,6,14,48,29.2,34,279,82,29.4,125,113,41,35,5,0,30,26,68,55,0,Matches,16e9d0ea
369,Gerard Moreno,es ESP,FWMF,Villarreal,28,1992,29.7,19,13,4,13,2,8,38,21.1,30,327,82,25.1,39,144,144,27,5,0,22,15,34,25,0,Matches,81f0781e
370,Tete Morente,es ESP,MFFW,Elche,23,1996,22.4,36,27,21,12,3,13,43,30.2,30,331,97,29.3,92,157,82,28,1,0,27,17,53,31,0,Matches,004d185e
371,Ilaix Moriba,gn GUI,MF,Barcelona,17,2003,6.0,14,9,4,8,2,5,12,41.7,7,161,43,26.7,27,87,47,13,1,0,12,8,22,6,0,Matches,f4c69aa6
372,Loren Morón,es ESP,FWMF,Betis,26,1993,11.0,11,9,4,4,3,0,9,0.0,9,175,38,21.7,18,84,73,9,0,0,9,7,18,15,0,Matches,3aa4a3be
373,Pedro Mosquera,es ESP,MF,Huesca,32,1988,22.8,42,24,17,25,0,15,44,34.1,29,385,109,28.3,152,210,23,41,6,0,35,15,57,44,1,Matches,c5fa58ea
374,Javi Moyano,es ESP,DF,Valladolid,34,1986,1.1,0,0,0,0,0,0,3,0.0,3,8,1,12.5,4,3,1,2,0,0,2,0,0,3,0,Matches,933e8c8a
375,Iker Muniain,es ESP,MFFW,Athletic Club,27,1992,21.6,30,19,8,18,4,9,32,28.1,23,275,86,31.3,45,128,102,17,0,0,17,14,44,2,0,Matches,c05dfb74
376,Aihen Muñoz,es ESP,DF,Real Sociedad,22,1997,13.4,24,14,14,6,4,9,20,45.0,11,158,48,30.4,73,60,25,20,1,0,19,8,32,44,1,Matches,228b0d9d
377,Joaquín Muñoz,es ESP,FW,Huesca,21,1999,0.5,0,0,0,0,0,0,0,,0,15,2,13.3,5,6,4,1,0,0,1,0,0,1,0,Matches,e9fbcc21
378,Jeison Murillo,co COL,DF,Celta Vigo,28,1992,30.0,47,31,38,8,1,17,35,48.6,18,293,115,39.2,185,104,4,49,18,0,31,33,80,138,1,Matches,b233e8e4
379,Yunus Musah,us USA,MF,Valencia,17,2002,17.0,23,11,12,5,6,7,23,30.4,16,287,69,24.0,76,115,96,32,0,0,32,8,31,18,0,Matches,b51b1b9c
380,Yoshinori Mutō,jp JPN,FWMF,Eibar,28,1992,12.5,13,10,1,6,6,3,11,27.3,8,185,58,31.4,13,76,96,9,0,0,9,5,18,1,0,Matches,5343eb4e
381,Nacho,es ESP,DF,Valladolid,31,1989,20.1,39,21,29,5,5,19,59,32.2,40,306,90,29.4,171,97,38,40,1,0,39,26,65,48,0,Matches,e29d1111
382,Nacho,es ESP,DF,Real Madrid,30,1990,22.2,36,21,18,14,4,12,35,34.3,23,258,92,35.7,118,113,27,29,10,3,19,35,71,75,0,Matches,2946f9a1
383,Nano,es ESP,FW,Cádiz,25,1995,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,0,2,0,0,0,0,0,0,0,0,0,Matches,217011a0
384,Roberto Navarro,es ESP,MF,Real Sociedad,18,2002,0.4,2,2,1,1,0,1,2,50.0,1,19,7,36.8,5,7,7,1,0,0,1,0,2,0,0,Matches,c997b942
385,Ximo Navarro,es ESP,DF,Alavés,30,1990,26.4,47,35,29,17,1,15,36,41.7,21,299,104,34.8,158,111,30,48,4,0,44,57,104,88,1,Matches,8db394aa
386,Jesús Navas,es ESP,DF,Sevilla,34,1985,31.4,30,18,16,13,1,15,28,53.6,13,202,64,31.7,76,85,41,44,4,0,40,28,58,76,1,Matches,3f10bd22
387,Raúl Navas,es ESP,DF,Osasuna,32,1988,1.9,6,5,6,0,0,3,7,42.9,4,25,13,52.0,16,8,1,5,1,0,4,3,9,12,0,Matches,ad178594
388,Álvaro Negredo,es ESP,FW,Cádiz,34,1985,24.4,12,7,2,5,5,3,8,37.5,5,170,36,21.2,6,97,67,14,4,1,10,2,14,15,0,Matches,63b0ca6b
389,Neto,br BRA,GK,Barcelona,31,1989,7.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,1,1,Matches,a9dc785c
390,Carlos Neva,es ESP,DF,Granada,24,1996,20.0,14,7,7,7,0,6,15,40.0,9,143,41,28.7,75,48,20,58,5,0,53,32,46,48,0,Matches,8d47bb39
391,Mamor Niang,sn SEN,FWMF,Getafe,18,2002,0.2,1,1,0,1,0,0,0,,0,7,4,57.1,0,5,2,0,0,0,0,1,2,0,0,Matches,64a76620
392,Nieto,es ESP,FWMF,Cádiz,22,1998,0.2,1,1,0,0,1,0,0,,0,4,1,25.0,1,2,1,0,0,0,0,0,1,1,0,Matches,3afeb49f
393,Saúl Ñíguez,es ESP,MFDF,Atlético Madrid,25,1994,22.6,72,52,37,27,8,36,70,51.4,34,431,125,29.0,150,190,91,44,3,0,41,22,94,33,0,Matches,c14bc029
394,Nino,es ESP,MFFW,Elche,40,1980,3.2,0,0,0,0,0,0,4,0.0,4,26,7,26.9,5,7,14,1,0,0,1,0,0,0,0,Matches,03dc5b1f
395,Fernando Niño,es ESP,FW,Villarreal,19,2000,6.6,5,1,0,4,1,1,7,14.3,6,104,29,27.9,17,41,46,6,2,0,4,0,5,2,0,Matches,81d5c497
396,Nolito,es ESP,MFFW,Celta Vigo,33,1986,28.9,73,44,36,30,7,30,88,34.1,58,483,155,32.1,136,231,116,55,2,0,53,24,97,22,0,Matches,b2d0ec1b
397,Unai Núñez,es ESP,DF,Athletic Club,23,1997,23.4,28,21,20,8,0,9,17,52.9,8,159,71,44.7,95,56,8,40,19,0,21,25,53,163,1,Matches,be170419
398,Kelechi Nwakali,ng NGA,MFFW,Huesca,22,1998,1.6,6,6,3,2,1,0,3,0.0,3,22,8,36.4,16,5,1,1,0,0,1,0,6,1,0,Matches,877f31c2
399,Allan Nyom,cm CMR,MFDF,Getafe,32,1988,25.8,42,24,19,19,4,22,37,59.5,15,317,98,30.9,115,137,65,41,2,0,39,26,68,63,0,Matches,97572117
400,Jan Oblak,si SVN,GK,Atlético Madrid,27,1993,38.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,2,1,Matches,ee8508c0
401,Lucas Ocampos,ar ARG,FW,Sevilla,26,1994,29.2,48,29,21,17,10,18,49,36.7,31,427,139,32.6,92,190,145,43,2,0,41,26,74,32,0,Matches,a08b974a
402,Martin Ødegaard,no NOR,MFFW,Real Madrid,21,1998,2.6,1,0,0,1,0,1,2,50.0,1,32,5,15.6,4,21,7,1,0,0,1,1,2,0,0,Matches,79300479
403,Álvaro Odriozola,es ESP,DF,Real Madrid,24,1995,9.2,14,5,7,7,0,4,7,57.1,3,120,29,24.2,50,48,22,15,3,0,12,8,22,11,0,Matches,1d1691ad
404,Shinji Okazaki,jp JPN,FWMF,Huesca,34,1986,12.5,7,6,5,1,1,0,4,0.0,4,207,63,30.4,17,100,90,8,2,0,6,4,11,5,0,Matches,68796d61
405,Lucas Olaza,uy URU,DF,Valladolid,26,1994,14.0,24,8,16,5,3,8,16,50.0,8,128,48,37.5,69,43,16,30,7,0,23,19,43,47,0,Matches,4cee5954
406,Lucas Olaza,uy URU,DF,Celta Vigo,26,1994,17.9,35,22,17,17,1,10,23,43.5,13,185,62,33.5,90,79,16,39,1,1,38,17,52,42,0,Matches,4cee5954
407,Christian Oliva,uy URU,MF,Valencia,24,1996,2.2,3,2,1,1,1,0,4,0.0,4,44,7,15.9,15,29,0,3,0,0,3,5,8,0,0,Matches,d3b888e3
408,Kiko Olivas,es ESP,DFMF,Valladolid,31,1988,2.0,5,4,4,1,0,3,4,75.0,1,14,3,21.4,8,5,1,2,2,0,0,9,14,5,0,Matches,72b07a9c
409,Paulo Oliveira,pt POR,DF,Eibar,28,1992,29.3,48,26,38,10,0,16,41,39.0,25,205,74,36.1,129,59,17,51,16,1,35,40,88,221,0,Matches,a8fbae1d
410,Mathías Olivera,uy URU,DF,Getafe,22,1997,29.0,71,41,36,24,11,31,59,52.5,28,432,123,28.5,185,168,79,50,4,1,46,35,106,113,1,Matches,41c12f75
411,Javier Ontiveros,es ESP,FWMF,Huesca,22,1997,10.2,28,19,9,15,4,12,34,35.3,22,184,51,27.7,56,90,38,10,0,0,10,12,40,8,0,Matches,a83d8b0c
412,Fabián Orellana,cl CHI,MFFW,Valladolid,34,1986,23.8,35,20,15,15,5,12,54,22.2,42,374,87,23.3,117,182,75,31,0,0,31,15,50,13,0,Matches,c90977db
413,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,23,1997,26.8,28,18,12,11,5,8,39,20.5,31,388,111,28.6,66,187,135,38,6,0,32,18,46,14,1,Matches,8c3c640c
414,Fernando Pacheco,es ESP,GK,Alavés,28,1992,37.2,1,0,1,0,0,1,4,25.0,3,6,0,0.0,6,0,0,0,0,0,0,0,1,1,4,Matches,97852360
415,Jon Pacheco,es ESP,DF,Real Sociedad,19,2001,0.4,0,0,0,0,0,0,0,,0,3,0,0.0,2,1,0,0,0,0,0,1,1,0,0,Matches,44150beb
416,Helibelton Palacios,co COL,DF,Elche,27,1993,8.3,29,20,19,8,2,9,16,56.3,7,121,41,33.9,73,34,14,13,1,0,12,9,38,23,0,Matches,ac8b2421
417,Ante Palaversa,hr CRO,MF,Getafe,20,2000,0.1,1,1,0,1,0,0,0,,0,5,2,40.0,0,5,0,1,0,0,1,0,1,0,0,Matches,cd9b37a3
418,Daniel Parejo,es ESP,MF,Villarreal,31,1989,34.6,73,56,32,33,8,22,77,28.6,55,673,200,29.7,199,333,141,56,8,0,48,34,107,29,0,Matches,7460ca0d
419,Thomas Partey,gh GHA,MF,Atlético Madrid,27,1993,2.2,10,7,6,3,1,3,5,60.0,2,50,15,30.0,18,23,9,4,1,0,3,2,12,1,0,Matches,529f49ab
420,Gabriel Paulista,br BRA,DF,Valencia,29,1990,30.2,18,11,10,6,2,10,25,40.0,15,132,47,35.6,80,44,8,46,26,1,20,53,71,151,5,Matches,b7ca5c51
421,Alfonso Pedraza,es ESP,DF,Villarreal,24,1996,23.3,41,21,19,14,8,13,39,33.3,26,290,80,27.6,108,105,77,66,9,0,57,28,69,56,0,Matches,63f04c6c
422,Pedri,es ESP,MF,Barcelona,17,2002,26.8,48,34,14,22,12,23,70,32.9,47,661,189,28.6,158,301,202,59,1,0,58,35,83,4,0,Matches,0d9b2d31
423,Facundo Pellistri,uy URU,MFFW,Alavés,18,2001,6.0,7,4,2,3,2,3,12,25.0,9,126,25,19.8,37,64,25,2,0,0,2,4,11,6,0,Matches,ac7e7b1c
424,Rubén Peña,es ESP,DFMF,Villarreal,29,1991,12.4,25,16,6,17,2,10,32,31.3,22,199,52,26.1,59,91,49,26,1,0,25,15,40,15,0,Matches,1f079188
425,Pepe,es ESP,DF,Granada,20,2000,2.8,5,4,2,3,0,1,1,100.0,0,24,9,37.5,13,8,3,5,2,0,3,4,9,15,1,Matches,6583a8a9
426,Alberto Perea,es ESP,MF,Cádiz,29,1990,17.2,22,16,9,6,7,8,43,18.6,35,277,72,26.0,97,117,63,26,2,0,24,33,55,12,0,Matches,5496cc91
427,Iñigo Pérez,es ESP,MFDF,Osasuna,32,1988,15.0,20,14,6,10,4,5,13,38.5,8,185,54,29.2,54,103,28,18,0,0,18,11,31,7,0,Matches,bc61cc65
428,Juan Pérez,es ESP,GK,Osasuna,24,1996,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,8f29e08b
429,Kike Pérez,es ESP,MF,Valladolid,23,1997,12.9,31,17,9,17,5,11,32,34.4,21,315,86,27.3,86,168,61,21,3,0,18,10,41,15,0,Matches,237a3851
430,Lucas Pérez,es ESP,FW,Alavés,31,1988,19.5,13,10,7,3,3,3,11,27.3,8,277,64,23.1,29,130,118,8,2,0,6,6,19,4,0,Matches,a300ac7e
431,Luis Pérez,es ESP,DF,Valladolid,25,1995,14.4,44,23,26,16,2,21,37,56.8,16,214,68,31.8,120,79,15,40,7,1,33,13,57,55,0,Matches,b7c04927
432,Nehuén Pérez,ar ARG,DF,Granada,20,2000,8.2,7,6,6,1,0,3,6,50.0,3,70,20,28.6,38,30,2,14,4,0,10,9,16,44,0,Matches,f7c491f1
433,Pablo Piatti,ar ARG,MFFW,Elche,31,1989,4.0,9,6,4,4,1,3,8,37.5,5,89,24,27.0,19,45,25,8,0,0,8,1,10,1,0,Matches,48e89655
434,Cristiano Piccini,it ITA,DF,Valencia,27,1992,0.7,1,0,1,0,0,0,1,0.0,1,7,2,28.6,4,3,0,0,0,0,0,1,2,4,0,Matches,32c0491f
435,Tomás Pina Isla,es ESP,MF,Alavés,32,1987,28.6,53,32,24,25,4,15,41,36.6,26,477,137,28.7,165,247,65,44,8,0,36,42,95,57,0,Matches,e54bd0a2
436,Yeremi Pino,es ESP,FWMF,Villarreal,17,2002,8.9,20,13,10,8,2,5,29,17.2,24,215,64,29.8,56,100,59,25,1,0,24,8,28,5,0,Matches,540ec57b
437,Gerard Piqué,es ESP,DF,Barcelona,33,1987,16.5,21,13,13,7,1,9,14,64.3,5,114,46,40.4,51,62,1,16,3,0,13,15,36,65,0,Matches,adfc9123
438,Miralem Pjanić,ba BIH,MF,Barcelona,30,1990,7.0,9,5,5,3,1,2,9,22.2,7,88,23,26.1,31,42,15,7,1,0,6,8,17,6,0,Matches,ad6df2d5
