,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,,-additional
280,Takefusa Kubo,jp JPN,MFFW,Getafe,19,2001,8.9,353,7,32,126,219,31,335,20,44,45.5,23,2,261,1262,845,48,12,7,28,19,367,225,61.3,58,Matches,16aa3654
281,Takefusa Kubo,jp JPN,MFFW,Villarreal,19,2001,3.3,191,3,25,80,107,18,185,12,16,75.0,13,0,168,1025,605,34,7,7,8,9,197,145,73.6,27,Matches,16aa3654
282,Kuki,es ESP,MF,Valladolid,22,1998,0.3,15,0,3,7,5,0,15,0,0,,0,0,8,24,6,0,0,0,2,0,14,9,64.3,1,Matches,2b6dc4d7
283,Víctor Laguardia,es ESP,DF,Alavés,30,1989,29.2,1332,203,812,550,33,18,1263,0,0,,0,0,653,3179,1871,29,1,0,3,3,762,736,96.6,1,Matches,b7c99b9b
284,Diego Lainez,mx MEX,FW,Betis,20,2000,9.6,505,7,66,211,278,54,499,27,44,61.4,28,4,395,2520,1569,78,26,15,22,29,471,376,79.8,50,Matches,bf12926c
285,Toni Lato,es ESP,DF,Valencia,22,1997,8.1,440,27,168,191,100,6,380,6,7,85.7,6,0,228,972,446,18,6,1,5,4,281,243,86.5,17,Matches,8e088e04
286,Lauti,uy URU,MFFW,Celta Vigo,19,2001,0.2,6,1,1,4,2,1,6,0,0,,0,0,5,4,0,0,0,0,0,2,8,5,62.5,0,Matches,f934c5c9
287,Robin Le Normand,fr FRA,DF,Real Sociedad,23,1996,30.5,1955,262,1051,989,70,31,1907,2,3,66.7,2,0,1211,7768,4325,86,16,0,5,7,1305,1275,97.7,7,Matches,9a64e67e
288,Jeremías Ledesma,ar ARG,GK,Cádiz,27,1993,32.0,1101,932,1099,3,0,0,648,2,2,100.0,2,0,384,3242,2080,0,0,0,0,1,278,275,98.9,0,Matches,6c4776b1
289,Florian Lejeune,fr FRA,DF,Alavés,29,1991,33.5,1802,309,1084,729,72,32,1721,10,12,83.3,10,1,925,4234,1946,29,2,0,5,6,1024,994,97.1,6,Matches,6eaed4eb
290,Iñigo Lekue,es ESP,DF,Athletic Club,27,1993,7.2,512,38,136,265,152,6,423,16,28,57.1,16,0,304,1652,928,44,15,3,13,6,314,288,91.7,14,Matches,59b7d823
291,Thomas Lemar,fr FRA,MFFW,Atlético Madrid,24,1995,15.2,985,19,138,510,413,32,925,41,47,87.2,41,1,735,3927,1941,106,40,5,21,30,864,718,83.1,91,Matches,4dbd0916
292,Clément Lenglet,fr FRA,DF,Barcelona,25,1995,27.5,2506,272,1002,1455,231,17,2456,11,16,68.8,11,0,1894,9951,5859,197,53,1,9,5,2010,1981,98.6,8,Matches,4f28a6ff
293,Pedro León,es ESP,MFFW,Eibar,33,1986,10.4,482,3,44,198,267,18,416,14,21,66.7,16,0,277,1535,663,37,12,3,30,5,403,292,72.5,56,Matches,d66b9872
294,Sergio León,es ESP,FW,Levante,31,1989,8.3,239,4,26,114,113,36,231,8,16,50.0,9,0,141,495,253,12,6,3,30,13,339,157,46.3,45,Matches,0a0cc13c
295,Diego Llorente,es ESP,DF,Real Sociedad,26,1993,1.0,65,11,42,28,0,0,63,0,0,,0,0,40,246,189,5,0,0,0,0,45,44,97.8,0,Matches,bba30585
296,Marcos Llorente,es ESP,MFDF,Atlético Madrid,25,1995,32.8,1733,47,289,875,673,111,1689,38,63,60.3,43,1,1291,6594,3291,157,54,22,39,56,1497,1218,81.4,210,Matches,02c15616
297,Renan Lodi,br BRA,DF,Atlético Madrid,22,1998,12.5,921,34,219,412,337,40,788,24,30,80.0,25,0,599,2889,1602,76,25,7,22,15,626,568,90.7,75,Matches,ed9f7cfe
298,Adrián López,es ESP,FWMF,Osasuna,32,1988,5.3,259,3,20,125,125,29,257,11,20,55.0,11,1,182,779,396,25,5,4,20,17,340,203,59.7,50,Matches,88a359d4
299,Javi López,es ESP,DFMF,Alavés,18,2002,2.8,183,5,53,90,48,3,151,4,7,57.1,4,0,114,620,313,20,5,2,4,7,97,93,95.9,5,Matches,e9ada8cf
300,Pedro López Muñoz,es ESP,DF,Huesca,36,1983,11.9,785,43,280,337,216,6,651,8,16,50.0,10,1,432,1999,1038,44,20,0,6,6,500,451,90.2,18,Matches,a60823a4
301,Roberto López,es ESP,MFFW,Real Sociedad,20,2000,5.6,301,5,31,152,136,11,275,3,5,60.0,3,0,196,756,351,19,4,1,7,7,254,208,81.9,32,Matches,2a8c9f98
302,Unai López,es ESP,MF,Athletic Club,24,1995,15.8,1151,23,206,731,275,13,1093,17,22,77.3,18,2,744,3779,1626,67,28,4,12,15,900,829,92.1,28,Matches,88050721
303,Anthony Lozano,hn HON,FWMF,Cádiz,27,1993,16.9,495,10,33,256,242,69,483,23,35,65.7,25,1,303,1473,943,50,18,6,49,43,778,362,46.5,89,Matches,38699c72
304,Jeison Lucumí,co COL,FWMF,Elche,25,1995,0.5,15,1,1,12,3,0,15,1,2,50.0,1,0,12,61,31,1,0,0,0,1,15,9,60.0,1,Matches,8abefbcf
305,José Luis Gayà,es ESP,DF,Valencia,25,1995,31.6,1808,113,568,784,581,51,1556,32,47,68.1,33,2,1056,5752,3492,157,50,5,29,16,1232,1063,86.3,122,Matches,b05e2dbd
306,José Luis Morales,es ESP,FWMF,Levante,33,1987,27.1,1024,16,124,422,555,137,962,36,76,47.4,42,6,754,3883,2357,112,39,34,40,54,1091,743,68.1,202,Matches,4a478107
307,Luisinho,pt POR,DF,Huesca,35,1985,2.0,142,9,52,74,23,1,127,1,1,100.0,1,0,85,368,232,8,2,0,0,1,97,92,94.8,3,Matches,a7f00c8c
308,Luismi,es ESP,MFDF,Elche,28,1992,1.9,125,8,51,74,7,1,122,1,1,100.0,1,0,86,312,116,3,2,0,0,1,95,90,94.7,1,Matches,c2cfbfc9
309,Darwin Machís,ve VEN,FWMF,Granada,27,1993,22.5,859,19,138,362,448,64,803,52,88,59.1,55,10,598,3794,2159,122,35,26,41,45,808,529,65.5,100,Matches,ed6ea4d9
310,Pablo Maffeo,es ESP,DF,Huesca,23,1997,21.8,1298,59,388,622,372,27,1079,26,49,53.1,31,0,745,4151,2477,116,36,12,20,17,803,697,86.8,62,Matches,5db04597
311,Abdallahi Mahmoud,mr MTN,MF,Alavés,20,2000,0.7,24,0,6,14,4,0,24,0,0,,0,0,12,30,14,2,0,0,0,1,18,11,61.1,0,Matches,ab99e4a0
312,Nemanja Maksimović,rs SRB,MF,Getafe,25,1995,30.3,1043,52,217,600,281,39,1001,13,22,59.1,15,0,487,2731,1196,71,21,2,19,14,570,458,80.4,30,Matches,00b28772
313,Filip Malbašić,rs SRB,FWMF,Cádiz,27,1992,9.6,283,4,43,115,140,27,275,5,12,41.7,6,0,171,972,656,35,9,9,24,14,354,188,53.1,37,Matches,04981123
314,Hugo Mallo,es ESP,DF,Celta Vigo,29,1991,28.9,2096,103,652,1027,513,35,1759,18,34,52.9,19,2,1094,4587,2445,107,34,4,31,18,1340,1183,88.3,47,Matches,cb574619
315,Mickael Malsa,mq MTQ,MF,Levante,24,1995,26.0,1634,93,465,1061,191,15,1620,20,28,71.4,20,0,1163,5172,2644,104,21,2,15,30,1217,1143,93.9,32,Matches,bbc19252
316,Aïssa Mandi,dz ALG,DF,Betis,28,1991,26.6,1719,215,906,854,40,23,1665,2,3,66.7,2,0,1142,5002,2365,52,4,0,7,1,1236,1217,98.5,3,Matches,fbd6378b
317,Eliaquim Mangala,fr FRA,DF,Valencia,29,1991,3.6,152,32,91,60,6,3,149,1,1,100.0,1,0,55,311,165,4,1,0,1,2,71,61,85.9,2,Matches,f520049f
318,Maranhão,br BRA,FW,Valladolid,23,1996,13.1,388,14,48,180,192,45,381,15,33,45.5,16,2,220,1176,658,32,9,7,38,21,567,279,49.2,73,Matches,ae86d473
319,Marcelo,br BRA,DF,Real Madrid,32,1988,11.7,988,25,194,465,377,32,891,16,24,66.7,20,0,669,2637,1584,84,27,5,9,9,779,729,93.6,62,Matches,603116a7
320,Iván Marcone,ar ARG,MF,Elche,30,1990,29.4,1745,128,628,1103,133,9,1688,15,19,78.9,17,0,1196,5874,2880,81,13,0,14,14,1243,1188,95.6,13,Matches,b14f755d
321,Óscar de Marcos,es ESP,DFMF,Athletic Club,31,1989,16.9,904,43,231,424,313,26,782,7,13,53.8,8,0,488,2975,1818,83,36,8,17,6,667,522,78.3,68,Matches,9f323c71
322,José Mari,es ESP,MF,Cádiz,32,1987,16.1,638,49,199,380,87,5,607,21,32,65.6,22,3,326,1314,628,20,6,1,5,8,328,292,89.0,10,Matches,6f4c734d
323,José María Giménez,uy URU,DF,Atlético Madrid,25,1995,19.6,1270,157,678,617,56,25,1221,1,2,50.0,2,0,815,4235,2565,55,4,0,4,2,934,906,97.0,3,Matches,f0da930c
324,Mariano,do DOM,FW,Real Madrid,26,1993,5.7,167,8,18,71,94,29,156,12,18,66.7,12,0,112,483,254,10,6,3,14,12,240,127,52.9,38,Matches,5c4dc0ff
325,Adrián Marín,es ESP,DFMF,Alavés,23,1997,1.0,68,3,9,44,15,0,58,0,1,0.0,0,0,38,143,75,7,0,0,0,1,36,34,94.4,1,Matches,b7f2edff
326,Adrián Marín,es ESP,DFFW,Granada,23,1997,3.0,157,9,44,89,28,0,129,3,3,100.0,3,0,62,285,204,7,2,0,1,1,81,69,85.2,2,Matches,b7f2edff
327,Roger Martí,es ESP,FW,Levante,29,1991,24.4,731,8,50,352,362,110,684,15,23,65.2,16,1,450,1642,584,34,11,8,54,28,1058,538,50.9,192,Matches,0ae4e09a
328,Aarón Martín,es ESP,DF,Celta Vigo,23,1997,17.1,1029,52,310,507,263,17,869,15,24,62.5,15,0,631,2635,1401,81,27,4,6,11,686,616,89.8,41,Matches,2f3e911a
329,Álex Martín,es ESP,DF,Cádiz,22,1998,1.1,50,5,13,31,8,0,44,0,0,,0,0,28,79,55,1,0,0,0,0,30,28,93.3,0,Matches,80153344
330,Iñigo Martínez,es ESP,DF,Athletic Club,29,1991,28.0,1700,189,869,924,64,19,1626,6,8,75.0,7,0,1014,7378,4286,113,15,1,5,5,1105,1079,97.6,7,Matches,3fc45c73
331,Javi Martínez,es ESP,MFFW,Osasuna,20,1999,5.1,212,7,45,118,66,9,210,5,8,62.5,6,0,126,675,326,9,4,0,7,5,167,124,74.3,16,Matches,3672b352
332,Marvin,es ESP,DFFW,Real Madrid,20,2000,1.5,109,3,20,61,33,3,98,0,2,0.0,0,0,67,335,166,9,3,1,5,3,80,65,81.3,10,Matches,efaefda0
333,Jordi Masip,es ESP,GK,Valladolid,31,1989,25.0,852,768,846,5,1,1,549,0,0,,0,0,345,1728,1100,0,0,0,0,0,311,310,99.7,0,Matches,8fae77ea
334,Jaime Mata,es ESP,FW,Getafe,31,1988,22.6,819,12,38,364,442,109,791,10,21,47.6,13,0,460,1693,686,38,10,10,63,30,1133,609,53.8,145,Matches,02319ad7
335,Borja Mayoral,es ESP,FW,Real Madrid,23,1997,0.3,9,0,1,3,7,3,9,0,1,0.0,0,0,7,14,5,0,0,0,0,2,16,7,43.8,4,Matches,64e8ed6d
336,Gonzalo Melero,es ESP,MFFW,Levante,26,1994,20.6,1239,35,244,764,297,42,1210,16,26,61.5,17,2,868,4103,2012,106,29,2,18,13,1071,924,86.3,76,Matches,3902e91b
337,Brais Méndez,es ESP,MFFW,Celta Vigo,23,1997,29.7,1595,36,283,845,549,80,1554,17,54,31.5,22,4,1079,3961,1987,100,39,10,52,56,1538,1142,74.3,147,Matches,c9e39d91
338,Édgar Méndez,es ESP,MFFW,Alavés,30,1990,23.2,789,24,149,366,319,66,760,26,48,54.2,33,0,488,2600,1382,66,17,16,54,34,777,485,62.4,98,Matches,aed746df
339,Eñaut Mendía,es ESP,FW,Eibar,21,1999,0.7,18,0,5,7,8,1,18,0,0,,0,0,11,44,33,0,0,0,2,1,14,10,71.4,3,Matches,aa7da569
340,Ferland Mendy,fr FRA,DF,Real Madrid,25,1995,24.5,1719,75,498,775,593,53,1550,36,62,58.1,40,2,1267,7214,4411,196,58,22,21,31,1351,1236,91.5,68,Matches,3cefcaef
341,Mikel Merino,es ESP,MF,Real Sociedad,24,1996,23.9,1516,50,240,917,428,59,1497,30,38,78.9,32,0,1005,3870,1846,95,28,3,32,31,1259,1071,85.1,101,Matches,d080ed5e
342,Martín Merquelanz,es ESP,FWMF,Real Sociedad,25,1995,6.1,341,15,53,131,181,22,299,3,8,37.5,3,0,226,1186,647,34,13,5,12,11,278,217,78.1,25,Matches,ddd5348b
343,Roque Mesa,es ESP,MF,Valladolid,31,1989,19.6,1171,49,237,739,304,20,1097,27,36,75.0,27,1,831,5158,2770,121,43,8,23,43,854,763,89.3,39,Matches,7c4243d4
344,Lionel Messi,ar ARG,FWMF,Barcelona,33,1987,33.6,2918,0,71,1387,1745,240,2689,149,229,65.1,158,7,2436,13405,8268,517,192,49,40,97,2929,2509,85.7,279,Matches,d70ce98e
345,Omenuke Mfulu,cd COD,MF,Elche,26,1994,8.8,418,25,150,259,28,1,411,1,4,25.0,1,0,241,907,436,16,3,0,9,6,295,281,95.3,5,Matches,bdc14559
346,Míchel,es ESP,MF,Valladolid,32,1988,10.5,748,20,178,461,161,5,688,6,7,85.7,6,0,473,2413,1155,46,13,1,6,14,531,498,93.8,16,Matches,418f8f61
347,Éder Militão,br BRA,DF,Real Madrid,22,1998,12.6,921,130,523,402,44,15,901,2,4,50.0,2,0,608,3351,1399,28,4,0,5,3,666,654,98.2,4,Matches,2784f898
348,Luis Milla,es ESP,MF,Granada,25,1994,13.9,649,24,152,405,134,9,591,10,12,83.3,10,1,395,2121,1110,35,8,1,10,17,413,368,89.1,25,Matches,19c36442
349,Pere Milla,es ESP,FWMF,Elche,27,1992,22.0,843,27,139,551,211,46,822,17,30,56.7,19,5,557,2496,1286,57,26,3,63,39,955,605,63.4,103,Matches,335039a2
350,Álex Millán,es ESP,FW,Villarreal,20,1999,0.0,1,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,5,1,20.0,0,Matches,29ad0dd4
351,Santi Mina,es ESP,FW,Celta Vigo,24,1995,26.8,891,19,83,524,326,78,869,9,21,42.9,11,1,497,1796,894,40,21,6,64,31,1263,657,52.0,175,Matches,0b90bb97
352,Óscar Mingueza,es ESP,DF,Barcelona,21,1999,21.1,1867,147,640,1056,284,20,1765,7,10,70.0,7,1,1391,6030,3214,108,33,3,7,7,1471,1429,97.1,15,Matches,056269d7
353,Rafa Mir,es ESP,FW,Huesca,23,1997,32.0,816,30,96,376,387,156,780,17,27,63.0,17,3,383,2243,1324,61,21,17,90,35,1315,577,43.9,154,Matches,bbf5c11b
354,Jorge Miramón,es ESP,DF,Levante,31,1989,19.2,1253,91,447,529,351,23,1054,14,16,87.5,14,0,690,3678,1960,90,36,3,10,13,751,692,92.1,33,Matches,7f4c7c9f
355,Juan Miranda,es ESP,DF,Betis,20,2000,18.4,1150,51,311,582,293,22,959,5,11,45.5,6,1,570,1969,1129,64,21,0,9,12,722,640,88.6,28,Matches,ead61f73
356,Luka Modrić,hr CRO,MF,Real Madrid,34,1985,30.4,2576,52,484,1472,823,65,2460,56,77,72.7,58,6,1985,10064,4606,228,67,11,39,30,2212,2067,93.4,127,Matches,6025fab1
357,Johan Mojica,co COL,DF,Elche,27,1992,13.4,842,49,312,383,211,6,730,13,30,43.3,14,2,546,2780,1408,63,20,2,11,8,540,490,90.7,15,Matches,608f2092
358,Guillem Molina,es ESP,DF,Valencia,20,2000,1.7,87,8,36,49,4,0,72,3,4,75.0,3,0,41,145,83,1,0,0,0,0,43,39,90.7,0,Matches,0bbab654
359,Jorge Molina,es ESP,FWMF,Granada,38,1982,17.9,621,19,50,316,272,67,586,6,16,37.5,6,0,303,993,510,32,7,3,36,24,855,469,54.9,112,Matches,43f71e77
360,Victor Mollejo,es ESP,MFDF,Getafe,19,2001,0.8,44,0,2,25,22,3,41,2,4,50.0,2,0,35,195,130,7,3,1,0,3,41,35,85.4,5,Matches,23fffc06
361,Jon Moncayola,es ESP,MF,Osasuna,22,1998,29.6,1401,68,352,875,255,25,1379,11,16,68.8,12,1,773,3708,1989,62,27,2,19,15,940,836,88.9,45,Matches,9939e168
362,Nacho Monreal,es ESP,DF,Real Sociedad,34,1986,23.1,1412,52,393,685,386,36,1191,8,14,57.1,8,1,804,3054,1415,62,22,2,13,8,915,815,89.1,57,Matches,d4cb83cc
363,Ángel Montoro,es ESP,MF,Granada,32,1988,15.1,866,31,166,519,219,7,752,2,4,50.0,3,1,470,2113,755,33,6,0,8,12,608,528,86.8,29,Matches,719384c1
364,Martín Montoya,es ESP,DF,Betis,29,1991,2.7,192,10,36,108,55,3,162,2,4,50.0,2,0,105,380,198,9,3,0,1,3,122,115,94.3,8,Matches,5cec2487
365,Emre Mor,tr TUR,FWMF,Celta Vigo,23,1997,5.6,207,1,19,106,97,17,195,17,28,60.7,17,0,148,779,329,17,6,2,17,13,216,144,66.7,34,Matches,0c3f7197
366,Jon Morcillo,es ESP,MFFW,Athletic Club,21,1998,15.1,674,10,85,243,402,41,610,12,27,44.4,12,1,456,3209,2090,91,33,10,22,24,658,464,70.5,84,Matches,b7d7f3bf
367,Alberto Moreno,es ESP,DF,Villarreal,28,1992,2.1,124,4,34,60,44,5,110,3,4,75.0,3,1,82,616,400,18,9,1,0,1,84,79,94.0,5,Matches,11b9265b
368,Álex Moreno,es ESP,DF,Betis,27,1993,19.8,1393,81,424,695,355,41,1219,21,36,58.3,22,0,833,4185,2306,109,32,15,21,26,857,789,92.1,41,Matches,16e9d0ea
369,Gerard Moreno,es ESP,FWMF,Villarreal,28,1992,29.7,1554,34,129,871,657,170,1524,78,121,64.5,82,6,1187,5153,2495,146,51,23,77,69,1732,1289,74.4,244,Matches,81f0781e
370,Tete Morente,es ESP,MFFW,Elche,23,1996,22.4,1025,32,215,494,393,42,990,49,76,64.5,49,3,704,3471,1772,82,25,4,44,46,946,717,75.8,86,Matches,004d185e
371,Ilaix Moriba,gn GUI,MF,Barcelona,17,2003,6.0,457,7,51,278,166,24,453,13,15,86.7,13,0,349,1619,870,41,18,4,11,9,434,368,84.8,29,Matches,f4c69aa6
372,Loren Morón,es ESP,FWMF,Betis,26,1993,11.0,348,14,40,168,160,36,336,10,23,43.5,12,4,219,759,352,18,9,1,31,31,506,244,48.2,50,Matches,3aa4a3be
373,Pedro Mosquera,es ESP,MF,Huesca,32,1988,22.8,1390,65,431,938,117,6,1311,9,13,69.2,9,0,886,4414,2326,75,13,2,6,16,944,905,95.9,11,Matches,c5fa58ea
374,Javi Moyano,es ESP,DF,Valladolid,34,1986,1.1,45,1,11,23,12,0,32,0,0,,0,0,15,74,14,1,1,0,0,0,22,18,81.8,1,Matches,933e8c8a
375,Iker Muniain,es ESP,MFFW,Athletic Club,27,1992,21.6,1272,5,80,691,585,50,1165,45,60,75.0,46,3,945,4680,2362,130,49,11,38,37,1187,954,80.4,148,Matches,c05dfb74
376,Aihen Muñoz,es ESP,DF,Real Sociedad,22,1997,13.4,863,34,241,420,239,14,683,12,18,66.7,12,1,461,1809,1037,48,16,3,5,8,492,450,91.5,29,Matches,228b0d9d
377,Joaquín Muñoz,es ESP,FW,Huesca,21,1999,0.5,31,0,5,13,15,3,28,3,5,60.0,3,0,23,114,66,5,1,1,3,1,24,21,87.5,6,Matches,e9fbcc21
378,Jeison Murillo,co COL,DF,Celta Vigo,28,1992,30.0,1867,253,1102,841,34,16,1827,5,7,71.4,5,0,1195,5677,2945,51,7,0,6,6,1298,1275,98.2,6,Matches,b233e8e4
379,Yunus Musah,us USA,MF,Valencia,17,2002,17.0,661,24,143,307,277,37,652,27,56,48.2,33,0,460,2590,1561,77,29,6,41,32,641,456,71.1,77,Matches,b51b1b9c
380,Yoshinori Mutō,jp JPN,FWMF,Eibar,28,1992,12.5,377,5,25,147,229,54,364,17,24,70.8,17,0,226,1020,542,29,14,5,28,35,522,248,47.5,79,Matches,5343eb4e
381,Nacho,es ESP,DF,Valladolid,31,1989,20.1,1261,56,388,600,343,20,1046,9,19,47.4,9,0,665,3328,1818,74,26,4,16,12,747,672,90.0,32,Matches,e29d1111
382,Nacho,es ESP,DF,Real Madrid,30,1990,22.2,1427,142,622,732,175,28,1365,7,11,63.6,7,0,934,4978,2815,81,34,5,6,5,1064,1012,95.1,24,Matches,2946f9a1
383,Nano,es ESP,FW,Cádiz,25,1995,0.1,4,0,1,2,1,0,4,1,2,50.0,1,0,4,4,0,0,0,0,0,0,7,2,28.6,1,Matches,217011a0
384,Roberto Navarro,es ESP,MF,Real Sociedad,18,2002,0.4,28,0,2,16,14,1,25,0,2,0.0,0,0,15,98,54,3,3,0,1,0,20,16,80.0,2,Matches,c997b942
385,Ximo Navarro,es ESP,DF,Alavés,30,1990,26.4,1347,88,501,700,242,8,1080,16,25,64.0,16,1,674,4172,2034,77,34,1,11,23,666,603,90.5,23,Matches,8db394aa
386,Jesús Navas,es ESP,DF,Sevilla,34,1985,31.4,2353,99,646,964,883,51,2040,19,29,65.5,20,0,1487,7378,4632,251,73,14,21,13,1712,1571,91.8,107,Matches,3f10bd22
387,Raúl Navas,es ESP,DF,Osasuna,32,1988,1.9,80,15,54,26,2,1,77,0,0,,0,0,35,199,85,1,0,0,0,0,36,35,97.2,0,Matches,ad178594
388,Álvaro Negredo,es ESP,FW,Cádiz,34,1985,24.4,805,24,50,470,310,77,747,27,42,64.3,29,5,379,1148,459,22,8,7,70,24,1146,607,53.0,99,Matches,63b0ca6b
389,Neto,br BRA,GK,Barcelona,31,1989,7.0,262,240,259,3,0,0,205,0,0,,0,0,148,508,305,0,0,0,0,3,143,143,100.0,0,Matches,a9dc785c
390,Carlos Neva,es ESP,DF,Granada,24,1996,20.0,812,53,290,365,191,11,606,7,12,58.3,9,0,325,1675,863,40,10,1,6,12,391,320,81.8,17,Matches,8d47bb39
391,Mamor Niang,sn SEN,FWMF,Getafe,18,2002,0.2,14,0,0,7,7,1,12,2,3,66.7,2,0,9,8,2,0,0,0,4,1,18,7,38.9,1,Matches,64a76620
392,Nieto,es ESP,FWMF,Cádiz,22,1998,0.2,8,0,2,2,5,1,8,0,0,,0,0,4,24,4,0,0,0,0,0,9,4,44.4,0,Matches,3afeb49f
393,Saúl Ñíguez,es ESP,MFDF,Atlético Madrid,25,1994,22.6,1451,45,292,808,409,58,1409,12,18,66.7,13,1,819,3481,1413,64,19,4,25,19,1195,1006,84.2,92,Matches,c14bc029
394,Nino,es ESP,MFFW,Elche,40,1980,3.2,143,1,11,103,40,8,138,1,1,100.0,1,0,102,471,162,7,4,0,4,5,154,123,79.9,25,Matches,03dc5b1f
395,Fernando Niño,es ESP,FW,Villarreal,19,2000,6.6,203,2,18,96,103,35,189,9,10,90.0,9,0,135,586,235,15,3,7,17,15,297,153,51.5,60,Matches,81d5c497
396,Nolito,es ESP,MFFW,Celta Vigo,33,1986,28.9,1338,28,218,689,501,90,1269,24,51,47.1,26,1,872,3494,1994,110,36,17,42,34,1194,890,74.5,138,Matches,b2d0ec1b
397,Unai Núñez,es ESP,DF,Athletic Club,23,1997,23.4,1424,227,773,709,40,17,1388,7,9,77.8,7,0,851,5208,3126,61,7,0,4,8,932,908,97.4,1,Matches,be170419
398,Kelechi Nwakali,ng NGA,MFFW,Huesca,22,1998,1.6,96,5,37,61,6,0,93,3,4,75.0,3,0,74,373,157,2,0,0,4,2,79,71,89.9,2,Matches,877f31c2
399,Allan Nyom,cm CMR,MFDF,Getafe,32,1988,25.8,1138,48,253,551,390,34,972,13,24,54.2,14,1,572,2822,1273,75,30,4,19,28,712,595,83.6,60,Matches,97572117
400,Jan Oblak,si SVN,GK,Atlético Madrid,27,1993,38.0,1077,950,1069,11,0,0,690,1,1,100.0,1,0,419,2155,1239,0,0,0,0,0,380,378,99.5,0,Matches,ee8508c0
401,Lucas Ocampos,ar ARG,FW,Sevilla,26,1994,29.2,1433,41,172,627,722,149,1377,72,116,62.1,74,4,1038,5639,3449,204,50,34,57,58,1472,1056,71.7,211,Matches,a08b974a
402,Martin Ødegaard,no NOR,MFFW,Real Madrid,21,1998,2.6,189,0,27,103,76,6,180,1,1,100.0,1,0,134,768,366,20,8,1,2,4,177,159,89.8,20,Matches,79300479
403,Álvaro Odriozola,es ESP,DF,Real Madrid,24,1995,9.2,545,17,145,242,205,32,467,7,12,58.3,7,1,373,2325,1118,49,17,8,12,10,412,366,88.8,39,Matches,1d1691ad
404,Shinji Okazaki,jp JPN,FWMF,Huesca,34,1986,12.5,284,4,20,145,133,37,271,5,13,38.5,5,0,170,572,227,16,7,2,26,21,456,211,46.3,69,Matches,68796d61
405,Lucas Olaza,uy URU,DF,Valladolid,26,1994,14.0,822,50,261,365,236,12,672,6,13,46.2,6,0,435,1791,1047,52,23,5,3,3,453,429,94.7,9,Matches,4cee5954
406,Lucas Olaza,uy URU,DF,Celta Vigo,26,1994,17.9,1161,48,367,598,265,14,1000,9,14,64.3,9,2,681,3160,1794,68,31,1,5,5,752,691,91.9,28,Matches,4cee5954
407,Christian Oliva,uy URU,MF,Valencia,24,1996,2.2,121,3,30,83,17,0,120,2,2,100.0,2,0,78,401,216,6,2,0,0,1,93,88,94.6,0,Matches,d3b888e3
408,Kiko Olivas,es ESP,DFMF,Valladolid,31,1988,2.0,122,16,63,67,3,1,118,0,0,,0,0,76,562,319,10,2,0,0,0,79,74,93.7,0,Matches,72b07a9c
409,Paulo Oliveira,pt POR,DF,Eibar,28,1992,29.3,1488,163,675,828,43,24,1447,3,4,75.0,3,0,665,3963,1742,39,2,0,4,1,712,691,97.1,2,Matches,a8fbae1d
410,Mathías Olivera,uy URU,DF,Getafe,22,1997,29.0,1478,79,374,689,494,63,1203,22,33,66.7,23,2,683,3797,2288,105,43,9,28,25,677,590,87.1,40,Matches,41c12f75
411,Javier Ontiveros,es ESP,FWMF,Huesca,22,1997,10.2,629,15,108,343,257,32,604,42,64,65.6,46,5,524,3548,2110,123,36,16,14,18,554,458,82.7,40,Matches,a83d8b0c
412,Fabián Orellana,cl CHI,MFFW,Valladolid,34,1986,23.8,1125,18,157,529,533,67,1033,30,68,44.1,32,3,775,4228,2606,130,45,14,49,60,988,757,76.6,133,Matches,c90977db
413,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,23,1997,26.8,1291,23,142,539,691,119,1149,30,60,50.0,34,2,839,4232,2291,114,43,16,47,43,1208,863,71.4,174,Matches,8c3c640c
414,Fernando Pacheco,es ESP,GK,Alavés,28,1992,37.2,1175,1045,1172,5,0,0,735,0,0,,0,0,443,2353,1517,0,0,0,0,0,402,400,99.5,0,Matches,97852360
415,Jon Pacheco,es ESP,DF,Real Sociedad,19,2001,0.4,52,5,12,38,3,1,52,1,1,100.0,1,0,47,268,140,8,1,0,0,0,47,47,100.0,0,Matches,44150beb
416,Helibelton Palacios,co COL,DF,Elche,27,1993,8.3,411,24,149,196,82,2,337,6,9,66.7,6,0,228,1108,566,19,3,1,3,6,222,207,93.2,5,Matches,ac8b2421
417,Ante Palaversa,hr CRO,MF,Getafe,20,2000,0.1,12,0,0,6,6,0,8,0,0,,0,0,6,30,8,0,0,0,0,0,4,4,100.0,0,Matches,cd9b37a3
418,Daniel Parejo,es ESP,MF,Villarreal,31,1989,34.6,3029,84,630,1871,683,30,2817,32,43,74.4,33,4,2035,8424,4047,173,44,5,20,27,2372,2277,96.0,51,Matches,7460ca0d
419,Thomas Partey,gh GHA,MF,Atlético Madrid,27,1993,2.2,243,2,33,189,45,0,240,7,8,87.5,7,1,194,939,467,16,10,0,1,0,198,196,99.0,1,Matches,529f49ab
