,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,,-additional
279,Toni Kroos,de GER,MF,Real Madrid,30,1990,23.5,3,34,12,35.3,1.45,0.51,0.09,0.25,21.8,1,0,0,2.2,2.2,0.07,+0.8,+0.8,Matches,6ce1f46f
280,Takefusa Kubo,jp JPN,MFFW,Getafe,19,2001,8.9,1,15,7,46.7,1.68,0.78,0.07,0.14,18.3,4,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches,16aa3654
281,Takefusa Kubo,jp JPN,MFFW,Villarreal,19,2001,3.3,0,8,5,62.5,2.41,1.51,0.00,0.00,14.5,0,0,0,1.4,1.4,0.17,-1.4,-1.4,Matches,16aa3654
282,Kuki,es ESP,MF,Valladolid,22,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2b6dc4d7
283,Víctor Laguardia,es ESP,DF,Alavés,30,1989,29.2,0,8,3,37.5,0.27,0.10,0.00,0.00,7.5,0,0,0,1.1,1.1,0.14,-1.1,-1.1,Matches,b7c99b9b
284,Diego Lainez,mx MEX,FW,Betis,20,2000,9.6,0,14,4,28.6,1.46,0.42,0.00,0.00,18.0,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches,bf12926c
285,Toni Lato,es ESP,DF,Valencia,22,1997,8.1,1,2,2,100.0,0.25,0.25,0.50,0.50,11.6,0,0,0,1.0,1.0,0.48,0.0,0.0,Matches,8e088e04
286,Lauti,uy URU,MFFW,Celta Vigo,19,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f934c5c9
287,Robin Le Normand,fr FRA,DF,Real Sociedad,23,1996,30.5,0,17,1,5.9,0.56,0.03,0.00,0.00,10.7,0,0,0,2.0,2.0,0.12,-2.0,-2.0,Matches,9a64e67e
288,Jeremías Ledesma,ar ARG,GK,Cádiz,27,1993,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6c4776b1
289,Florian Lejeune,fr FRA,DF,Alavés,29,1991,33.5,1,23,6,26.1,0.69,0.18,0.04,0.17,18.2,5,0,0,2.2,2.2,0.11,-1.2,-1.2,Matches,6eaed4eb
290,Iñigo Lekue,es ESP,DF,Athletic Club,27,1993,7.2,0,2,1,50.0,0.28,0.14,0.00,0.00,25.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,59b7d823
291,Thomas Lemar,fr FRA,MFFW,Atlético Madrid,24,1995,15.2,1,23,10,43.5,1.52,0.66,0.04,0.10,20.7,2,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches,4dbd0916
292,Clément Lenglet,fr FRA,DF,Barcelona,25,1995,27.5,1,11,5,45.5,0.40,0.18,0.09,0.20,13.0,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches,4f28a6ff
293,Pedro León,es ESP,MFFW,Eibar,33,1986,10.4,1,20,6,30.0,1.93,0.58,0.05,0.17,24.6,5,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches,d66b9872
294,Sergio León,es ESP,FW,Levante,31,1989,8.3,2,19,5,26.3,2.29,0.60,0.11,0.40,13.8,0,0,0,2.3,2.3,0.13,-0.3,-0.3,Matches,0a0cc13c
295,Diego Llorente,es ESP,DF,Real Sociedad,26,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bba30585
296,Marcos Llorente,es ESP,MFDF,Atlético Madrid,25,1995,32.8,12,49,22,44.9,1.49,0.67,0.24,0.55,17.8,0,0,0,4.3,4.3,0.09,+7.7,+7.7,Matches,02c15616
297,Renan Lodi,br BRA,DF,Atlético Madrid,22,1998,12.5,1,12,4,33.3,0.96,0.32,0.08,0.25,18.7,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches,ed9f7cfe
298,Adrián López,es ESP,FWMF,Osasuna,32,1988,5.3,1,10,2,20.0,1.87,0.37,0.10,0.50,14.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches,88a359d4
299,Javi López,es ESP,DFMF,Alavés,18,2002,2.8,0,1,1,100.0,0.36,0.36,0.00,0.00,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,e9ada8cf
300,Pedro López Muñoz,es ESP,DF,Huesca,36,1983,11.9,0,3,0,0.0,0.25,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,a60823a4
301,Roberto López,es ESP,MFFW,Real Sociedad,20,2000,5.6,3,14,4,28.6,2.50,0.71,0.21,0.75,23.7,2,0,0,1.0,1.0,0.07,+2.0,+2.0,Matches,2a8c9f98
302,Unai López,es ESP,MF,Athletic Club,24,1995,15.8,3,25,11,44.0,1.58,0.70,0.12,0.27,25.4,5,0,0,1.2,1.2,0.05,+1.8,+1.8,Matches,88050721
303,Anthony Lozano,hn HON,FWMF,Cádiz,27,1993,16.9,3,36,15,41.7,2.13,0.89,0.08,0.20,13.0,0,0,0,5.4,5.4,0.15,-2.4,-2.4,Matches,38699c72
304,Jeison Lucumí,co COL,FWMF,Elche,25,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8abefbcf
305,José Luis Gayà,es ESP,DF,Valencia,25,1995,31.6,1,22,5,22.7,0.70,0.16,0.05,0.20,17.9,2,0,0,1.9,1.9,0.09,-0.9,-0.9,Matches,b05e2dbd
306,José Luis Morales,es ESP,FWMF,Levante,33,1987,27.1,13,57,26,45.6,2.10,0.96,0.23,0.50,16.2,1,0,1,8.3,7.5,0.13,+4.7,+5.5,Matches,4a478107
307,Luisinho,pt POR,DF,Huesca,35,1985,2.0,0,1,0,0.0,0.50,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,a7f00c8c
308,Luismi,es ESP,MFDF,Elche,28,1992,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c2cfbfc9
309,Darwin Machís,ve VEN,FWMF,Granada,27,1993,22.5,4,47,20,42.6,2.09,0.89,0.09,0.20,21.2,5,0,1,4.9,4.1,0.09,-0.9,-0.1,Matches,ed6ea4d9
310,Pablo Maffeo,es ESP,DF,Huesca,23,1997,21.8,1,11,5,45.5,0.50,0.23,0.09,0.20,18.4,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches,5db04597
311,Abdallahi Mahmoud,mr MTN,MF,Alavés,20,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ab99e4a0
312,Nemanja Maksimović,rs SRB,MF,Getafe,25,1995,30.3,1,16,4,25.0,0.53,0.13,0.06,0.25,15.8,0,0,0,1.8,1.8,0.11,-0.8,-0.8,Matches,00b28772
313,Filip Malbašić,rs SRB,FWMF,Cádiz,27,1992,9.6,0,9,1,11.1,0.94,0.10,0.00,0.00,16.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,04981123
314,Hugo Mallo,es ESP,DF,Celta Vigo,29,1991,28.9,3,20,11,55.0,0.69,0.38,0.15,0.27,14.3,0,0,0,1.5,1.5,0.08,+1.5,+1.5,Matches,cb574619
315,Mickael Malsa,mq MTQ,MF,Levante,24,1995,26.0,1,25,7,28.0,0.96,0.27,0.04,0.14,21.8,0,0,0,1.6,1.6,0.06,-0.6,-0.6,Matches,bbc19252
316,Aïssa Mandi,dz ALG,DF,Betis,28,1991,26.6,3,9,7,77.8,0.34,0.26,0.33,0.43,7.7,0,0,0,2.3,2.3,0.25,+0.7,+0.7,Matches,fbd6378b
317,Eliaquim Mangala,fr FRA,DF,Valencia,29,1991,3.6,0,2,0,0.0,0.56,0.00,0.00,,7.0,0,0,0,0.5,0.5,0.26,-0.5,-0.5,Matches,f520049f
318,Maranhão,br BRA,FW,Valladolid,23,1996,13.1,4,31,12,38.7,2.37,0.92,0.13,0.33,13.6,0,0,0,3.8,3.8,0.12,+0.2,+0.2,Matches,ae86d473
319,Marcelo,br BRA,DF,Real Madrid,32,1988,11.7,0,12,0,0.0,1.03,0.00,0.00,,20.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,603116a7
320,Iván Marcone,ar ARG,MF,Elche,30,1990,29.4,0,2,0,0.0,0.07,0.00,0.00,,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,b14f755d
321,Óscar de Marcos,es ESP,DFMF,Athletic Club,31,1989,16.9,1,6,5,83.3,0.36,0.30,0.17,0.20,11.3,0,0,0,1.3,1.3,0.21,-0.3,-0.3,Matches,9f323c71
322,José Mari,es ESP,MF,Cádiz,32,1987,16.1,1,16,3,18.8,0.99,0.19,0.00,0.00,26.7,0,1,1,1.2,0.4,0.02,-0.2,-0.4,Matches,6f4c734d
323,José María Giménez,uy URU,DF,Atlético Madrid,25,1995,19.6,0,15,5,33.3,0.76,0.25,0.00,0.00,11.3,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,f0da930c
324,Mariano,do DOM,FW,Real Madrid,26,1993,5.7,1,15,3,20.0,2.63,0.53,0.07,0.33,16.3,0,0,0,1.5,1.5,0.10,-0.5,-0.5,Matches,5c4dc0ff
325,Adrián Marín,es ESP,DFMF,Alavés,23,1997,1.0,0,1,0,0.0,0.97,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,b7f2edff
326,Adrián Marín,es ESP,DFFW,Granada,23,1997,3.0,0,1,0,0.0,0.33,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,b7f2edff
327,Roger Martí,es ESP,FW,Levante,29,1991,24.4,12,43,19,44.2,1.76,0.78,0.23,0.53,14.5,0,2,4,9.3,6.3,0.15,+2.7,+3.7,Matches,0ae4e09a
328,Aarón Martín,es ESP,DF,Celta Vigo,23,1997,17.1,0,6,1,16.7,0.35,0.06,0.00,0.00,22.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,2f3e911a
329,Álex Martín,es ESP,DF,Cádiz,22,1998,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,80153344
330,Iñigo Martínez,es ESP,DF,Athletic Club,29,1991,28.0,1,17,7,41.2,0.61,0.25,0.06,0.14,20.3,1,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches,3fc45c73
331,Javi Martínez,es ESP,MFFW,Osasuna,20,1999,5.1,1,3,1,33.3,0.59,0.20,0.33,1.00,14.8,0,0,0,0.6,0.6,0.19,+0.4,+0.4,Matches,3672b352
332,Marvin,es ESP,DFFW,Real Madrid,20,2000,1.5,0,1,0,0.0,0.68,0.00,0.00,,15.0,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches,efaefda0
333,Jordi Masip,es ESP,GK,Valladolid,31,1989,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8fae77ea
334,Jaime Mata,es ESP,FW,Getafe,31,1988,22.6,5,38,16,42.1,1.68,0.71,0.11,0.25,11.4,0,1,2,6.6,5.1,0.13,-1.6,-1.1,Matches,02319ad7
335,Borja Mayoral,es ESP,FW,Real Madrid,23,1997,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,64e8ed6d
336,Gonzalo Melero,es ESP,MFFW,Levante,26,1994,20.6,7,28,9,32.1,1.36,0.44,0.25,0.78,14.1,0,0,0,3.1,3.1,0.11,+3.9,+3.9,Matches,3902e91b
337,Brais Méndez,es ESP,MFFW,Celta Vigo,23,1997,29.7,9,49,21,42.9,1.65,0.71,0.16,0.38,15.8,1,1,1,7.5,6.7,0.14,+1.5,+1.3,Matches,c9e39d91
338,Édgar Méndez,es ESP,MFFW,Alavés,30,1990,23.2,5,34,10,29.4,1.46,0.43,0.15,0.50,16.6,0,0,0,5.4,5.4,0.16,-0.4,-0.4,Matches,aed746df
339,Eñaut Mendía,es ESP,FW,Eibar,21,1999,0.7,0,1,0,0.0,1.48,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,aa7da569
340,Ferland Mendy,fr FRA,DF,Real Madrid,25,1995,24.5,1,12,2,16.7,0.49,0.08,0.08,0.50,19.0,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches,3cefcaef
341,Mikel Merino,es ESP,MF,Real Sociedad,24,1996,23.9,2,33,8,24.2,1.38,0.33,0.06,0.25,13.6,0,0,0,3.7,3.7,0.11,-1.7,-1.7,Matches,d080ed5e
342,Martín Merquelanz,es ESP,FWMF,Real Sociedad,25,1995,6.1,0,11,4,36.4,1.80,0.66,0.00,0.00,17.9,1,0,0,1.1,1.1,0.10,-1.1,-1.1,Matches,ddd5348b
343,Roque Mesa,es ESP,MF,Valladolid,31,1989,19.6,1,25,4,16.0,1.28,0.20,0.00,0.00,24.6,2,1,1,1.7,0.9,0.04,-0.7,-0.9,Matches,7c4243d4
344,Lionel Messi,ar ARG,FWMF,Barcelona,33,1987,33.6,30,190,85,44.7,5.66,2.53,0.14,0.32,18.8,40,3,5,23.6,19.5,0.10,+6.4,+7.5,Matches,d70ce98e
345,Omenuke Mfulu,cd COD,MF,Elche,26,1994,8.8,0,3,0,0.0,0.34,0.00,0.00,,19.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,bdc14559
346,Míchel,es ESP,MF,Valladolid,32,1988,10.5,2,10,5,50.0,0.95,0.48,0.20,0.40,23.6,2,0,0,0.6,0.6,0.06,+1.4,+1.4,Matches,418f8f61
347,Éder Militão,br BRA,DF,Real Madrid,22,1998,12.6,1,12,3,25.0,0.95,0.24,0.08,0.33,10.6,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches,2784f898
348,Luis Milla,es ESP,MF,Granada,25,1994,13.9,1,10,3,30.0,0.72,0.22,0.10,0.33,23.6,2,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches,19c36442
349,Pere Milla,es ESP,FWMF,Elche,27,1992,22.0,4,30,11,36.7,1.36,0.50,0.13,0.36,10.9,0,0,0,5.6,5.6,0.19,-1.6,-1.6,Matches,335039a2
350,Álex Millán,es ESP,FW,Villarreal,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,29ad0dd4
351,Santi Mina,es ESP,FW,Celta Vigo,24,1995,26.8,12,45,22,48.9,1.68,0.82,0.24,0.50,14.0,1,1,1,8.8,8.0,0.18,+3.2,+3.0,Matches,0b90bb97
352,Óscar Mingueza,es ESP,DF,Barcelona,21,1999,21.1,2,12,6,50.0,0.57,0.28,0.17,0.33,17.7,0,0,0,1.0,1.0,0.08,+1.0,+1.0,Matches,056269d7
353,Rafa Mir,es ESP,FW,Huesca,23,1997,32.0,13,114,44,38.6,3.57,1.38,0.10,0.25,15.5,2,2,3,13.6,11.4,0.10,-0.6,-0.4,Matches,bbf5c11b
354,Jorge Miramón,es ESP,DF,Levante,31,1989,19.2,0,10,0,0.0,0.52,0.00,0.00,,16.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,7f4c7c9f
355,Juan Miranda,es ESP,DF,Betis,20,2000,18.4,1,9,3,33.3,0.49,0.16,0.11,0.33,25.3,1,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches,ead61f73
356,Luka Modrić,hr CRO,MF,Real Madrid,34,1985,30.4,5,45,15,33.3,1.48,0.49,0.11,0.33,21.3,1,0,0,2.7,2.7,0.06,+2.3,+2.3,Matches,6025fab1
357,Johan Mojica,co COL,DF,Elche,27,1992,13.4,0,7,2,28.6,0.52,0.15,0.00,0.00,26.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,608f2092
358,Guillem Molina,es ESP,DF,Valencia,20,2000,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0bbab654
359,Jorge Molina,es ESP,FWMF,Granada,38,1982,17.9,8,24,12,50.0,1.34,0.67,0.33,0.67,11.7,0,0,1,5.0,4.3,0.18,+3.0,+3.7,Matches,43f71e77
360,Victor Mollejo,es ESP,MFDF,Getafe,19,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,23fffc06
361,Jon Moncayola,es ESP,MF,Osasuna,22,1998,29.6,2,38,11,28.9,1.29,0.37,0.05,0.18,25.9,0,0,0,1.5,1.5,0.04,+0.5,+0.5,Matches,9939e168
362,Nacho Monreal,es ESP,DF,Real Sociedad,34,1986,23.1,1,11,1,9.1,0.48,0.04,0.09,1.00,13.7,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches,d4cb83cc
363,Ángel Montoro,es ESP,MF,Granada,32,1988,15.1,1,15,2,13.3,0.99,0.13,0.00,0.00,34.0,3,1,1,1.4,0.7,0.04,-0.4,-0.7,Matches,719384c1
364,Martín Montoya,es ESP,DF,Betis,29,1991,2.7,0,2,0,0.0,0.75,0.00,0.00,,14.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,5cec2487
365,Emre Mor,tr TUR,FWMF,Celta Vigo,23,1997,5.6,0,8,2,25.0,1.44,0.36,0.00,0.00,18.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,0c3f7197
366,Jon Morcillo,es ESP,MFFW,Athletic Club,21,1998,15.1,2,24,8,33.3,1.58,0.53,0.08,0.25,23.4,3,0,0,1.5,1.5,0.06,+0.5,+0.5,Matches,b7d7f3bf
367,Alberto Moreno,es ESP,DF,Villarreal,28,1992,2.1,0,4,0,0.0,1.87,0.00,0.00,,18.4,1,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,11b9265b
368,Álex Moreno,es ESP,DF,Betis,27,1993,19.8,0,11,3,27.3,0.55,0.15,0.00,0.00,18.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches,16e9d0ea
369,Gerard Moreno,es ESP,FWMF,Villarreal,28,1992,29.7,23,86,35,40.7,2.90,1.18,0.15,0.37,15.7,0,10,10,19.1,11.6,0.14,+3.9,+1.4,Matches,81f0781e
370,Tete Morente,es ESP,MFFW,Elche,23,1996,22.4,2,19,3,15.8,0.85,0.13,0.11,0.67,16.1,0,0,0,2.4,2.4,0.13,-0.4,-0.4,Matches,004d185e
371,Ilaix Moriba,gn GUI,MF,Barcelona,17,2003,6.0,1,13,3,23.1,2.16,0.50,0.08,0.33,13.6,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches,f4c69aa6
372,Loren Morón,es ESP,FWMF,Betis,26,1993,11.0,1,23,3,13.0,2.09,0.27,0.04,0.33,17.9,0,0,0,2.4,2.4,0.10,-1.4,-1.4,Matches,3aa4a3be
373,Pedro Mosquera,es ESP,MF,Huesca,32,1988,22.8,0,8,1,12.5,0.35,0.04,0.00,0.00,30.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,c5fa58ea
374,Javi Moyano,es ESP,DF,Valladolid,34,1986,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,933e8c8a
375,Iker Muniain,es ESP,MFFW,Athletic Club,27,1992,21.6,5,23,9,39.1,1.07,0.42,0.22,0.56,14.8,1,0,0,3.9,3.9,0.18,+1.1,+1.1,Matches,c05dfb74
376,Aihen Muñoz,es ESP,DF,Real Sociedad,22,1997,13.4,0,4,1,25.0,0.30,0.07,0.00,0.00,21.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,228b0d9d
377,Joaquín Muñoz,es ESP,FW,Huesca,21,1999,0.5,0,1,1,100.0,2.20,2.20,0.00,0.00,14.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,e9fbcc21
378,Jeison Murillo,co COL,DF,Celta Vigo,28,1992,30.0,2,7,3,42.9,0.23,0.10,0.29,0.67,8.7,0,0,0,0.5,0.5,0.07,+1.5,+1.5,Matches,b233e8e4
379,Yunus Musah,us USA,MF,Valencia,17,2002,17.0,1,6,2,33.3,0.35,0.12,0.17,0.50,19.6,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches,b51b1b9c
380,Yoshinori Mutō,jp JPN,FWMF,Eibar,28,1992,12.5,1,21,6,28.6,1.68,0.48,0.05,0.17,15.3,0,0,0,2.0,2.0,0.10,-1.0,-1.0,Matches,5343eb4e
381,Nacho,es ESP,DF,Valladolid,31,1989,20.1,0,8,1,12.5,0.40,0.05,0.00,0.00,21.3,3,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,e29d1111
382,Nacho,es ESP,DF,Real Madrid,30,1990,22.2,1,11,3,27.3,0.50,0.14,0.09,0.33,16.3,1,0,0,1.5,1.5,0.14,-0.5,-0.5,Matches,2946f9a1
383,Nano,es ESP,FW,Cádiz,25,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,217011a0
384,Roberto Navarro,es ESP,MF,Real Sociedad,18,2002,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c997b942
385,Ximo Navarro,es ESP,DF,Alavés,30,1990,26.4,1,13,3,23.1,0.49,0.11,0.08,0.33,24.9,0,0,0,0.3,0.3,0.02,+0.7,+0.7,Matches,8db394aa
386,Jesús Navas,es ESP,DF,Sevilla,34,1985,31.4,0,15,2,13.3,0.48,0.06,0.00,0.00,18.3,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,3f10bd22
387,Raúl Navas,es ESP,DF,Osasuna,32,1988,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ad178594
388,Álvaro Negredo,es ESP,FW,Cádiz,34,1985,24.4,8,47,20,42.6,1.92,0.82,0.17,0.40,14.4,1,0,0,6.3,6.3,0.13,+1.7,+1.7,Matches,63b0ca6b
389,Neto,br BRA,GK,Barcelona,31,1989,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a9dc785c
390,Carlos Neva,es ESP,DF,Granada,24,1996,20.0,0,8,1,12.5,0.40,0.05,0.00,0.00,22.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,8d47bb39
391,Mamor Niang,sn SEN,FWMF,Getafe,18,2002,0.2,0,1,0,0.0,4.09,0.00,0.00,,8.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,64a76620
392,Nieto,es ESP,FWMF,Cádiz,22,1998,0.2,0,1,0,0.0,6.43,0.00,0.00,,3.0,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches,3afeb49f
393,Saúl Ñíguez,es ESP,MFDF,Atlético Madrid,25,1994,22.6,2,33,10,30.3,1.46,0.44,0.06,0.20,17.1,0,0,1,2.7,1.8,0.05,-0.7,+0.2,Matches,c14bc029
394,Nino,es ESP,MFFW,Elche,40,1980,3.2,0,3,1,33.3,0.95,0.32,0.00,0.00,13.0,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,03dc5b1f
395,Fernando Niño,es ESP,FW,Villarreal,19,2000,6.6,3,14,8,57.1,2.12,1.21,0.21,0.38,9.3,0,0,0,4.3,4.3,0.31,-1.3,-1.3,Matches,81d5c497
396,Nolito,es ESP,MFFW,Celta Vigo,33,1986,28.9,7,55,25,45.5,1.91,0.87,0.13,0.28,17.4,3,0,0,6.5,6.5,0.12,+0.5,+0.5,Matches,b2d0ec1b
397,Unai Núñez,es ESP,DF,Athletic Club,23,1997,23.4,1,13,5,38.5,0.55,0.21,0.08,0.20,10.2,0,0,0,1.8,1.8,0.14,-0.8,-0.8,Matches,be170419
398,Kelechi Nwakali,ng NGA,MFFW,Huesca,22,1998,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,877f31c2
399,Allan Nyom,cm CMR,MFDF,Getafe,32,1988,25.8,0,10,2,20.0,0.39,0.08,0.00,0.00,13.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,97572117
400,Jan Oblak,si SVN,GK,Atlético Madrid,27,1993,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ee8508c0
401,Lucas Ocampos,ar ARG,FW,Sevilla,26,1994,29.2,5,64,15,23.4,2.19,0.51,0.02,0.07,16.4,0,4,5,10.6,6.8,0.11,-5.6,-5.8,Matches,a08b974a
402,Martin Ødegaard,no NOR,MFFW,Real Madrid,21,1998,2.6,0,3,0,0.0,1.15,0.00,0.00,,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,79300479
403,Álvaro Odriozola,es ESP,DF,Real Madrid,24,1995,9.2,2,3,2,66.7,0.33,0.22,0.67,1.00,9.4,0,0,0,0.7,0.7,0.24,+1.3,+1.3,Matches,1d1691ad
404,Shinji Okazaki,jp JPN,FWMF,Huesca,34,1986,12.5,1,19,4,21.1,1.52,0.32,0.05,0.25,13.8,0,0,0,2.0,2.0,0.10,-1.0,-1.0,Matches,68796d61
405,Lucas Olaza,uy URU,DF,Valladolid,26,1994,14.0,1,11,3,27.3,0.79,0.21,0.09,0.33,20.8,1,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches,4cee5954
406,Lucas Olaza,uy URU,DF,Celta Vigo,26,1994,17.9,0,11,2,18.2,0.61,0.11,0.00,0.00,26.9,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,4cee5954
407,Christian Oliva,uy URU,MF,Valencia,24,1996,2.2,0,2,1,50.0,0.91,0.45,0.00,0.00,31.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,d3b888e3
408,Kiko Olivas,es ESP,DFMF,Valladolid,31,1988,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,72b07a9c
409,Paulo Oliveira,pt POR,DF,Eibar,28,1992,29.3,0,13,3,23.1,0.44,0.10,0.00,0.00,11.1,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,a8fbae1d
410,Mathías Olivera,uy URU,DF,Getafe,22,1997,29.0,0,18,5,27.8,0.62,0.17,0.00,0.00,12.8,0,0,0,2.4,2.4,0.13,-2.4,-2.4,Matches,41c12f75
411,Javier Ontiveros,es ESP,FWMF,Huesca,22,1997,10.2,2,35,9,25.7,3.43,0.88,0.03,0.11,24.8,4,1,1,1.9,1.1,0.03,+0.1,-0.1,Matches,a83d8b0c
412,Fabián Orellana,cl CHI,MFFW,Valladolid,34,1986,23.8,6,24,12,50.0,1.01,0.51,0.08,0.17,18.6,1,4,4,5.9,2.9,0.12,+0.1,-0.9,Matches,c90977db
413,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,23,1997,26.8,11,58,22,37.9,2.17,0.82,0.09,0.23,19.4,5,6,7,10.8,5.5,0.10,+0.2,-0.5,Matches,8c3c640c
414,Fernando Pacheco,es ESP,GK,Alavés,28,1992,37.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,97852360
415,Jon Pacheco,es ESP,DF,Real Sociedad,19,2001,0.4,0,1,0,0.0,2.81,0.00,0.00,,10.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,44150beb
416,Helibelton Palacios,co COL,DF,Elche,27,1993,8.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ac8b2421
417,Ante Palaversa,hr CRO,MF,Getafe,20,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cd9b37a3
418,Daniel Parejo,es ESP,MF,Villarreal,31,1989,34.6,3,26,9,34.6,0.75,0.26,0.12,0.33,23.0,6,0,0,1.4,1.4,0.05,+1.6,+1.6,Matches,7460ca0d
