,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,-additional
269,Leonardo Koutris,gr GRE,DF,Mallorca,24,1995,1.0,41,56,73.2,682,385,17,20,85.0,20,25,80.0,3,6,50.0,0,0.2,-0.2,1,1,2,1,3,Matches,114b510e
270,İsmail Köybaşı,tr TUR,DFFW,Granada,30,1989,2.6,57,84,67.9,1056,541,22,28,78.6,28,36,77.8,5,13,38.5,0,0.2,-0.2,1,8,2,2,9,Matches,58640e66
271,Toni Kroos,de GER,MF,Real Madrid,29,1990,29.5,2233,2512,88.9,44642,11751,996,1040,95.8,774,830,93.3,423,586,72.2,5,4.0,+1.0,63,254,37,7,185,Matches,6ce1f46f
272,Takefusa Kubo,jp JPN,MFFW,Mallorca,18,2001,25.7,539,764,70.5,8493,2565,284,349,81.4,207,272,76.1,34,84,40.5,4,2.9,+1.1,34,40,33,8,77,Matches,16aa3654
273,Víctor Laguardia,es ESP,DF,Alavés,29,1989,29.5,774,1026,75.4,20218,8928,159,183,86.9,375,430,87.2,231,398,58.0,2,0.9,+1.1,7,71,7,1,56,Matches,b7c99b9b
274,Diego Lainez,mx MEX,MFFW,Betis,19,2000,3.9,89,119,74.8,1178,310,61,72,84.7,21,30,70.0,3,6,50.0,0,0.0,0.0,2,1,5,2,8,Matches,bf12926c
275,Larra,es ESP,FWMF,Athletic Club,21,1997,2.8,45,77,58.4,657,126,25,33,75.8,15,26,57.7,3,13,23.1,0,0.1,-0.1,1,1,1,1,0,Matches,0d690336
276,Toni Lato,es ESP,DFMF,Osasuna,21,1997,5.2,168,256,65.6,2874,1175,77,92,83.7,73,104,70.2,14,44,31.8,0,0.3,-0.3,4,10,3,2,12,Matches,8e088e04
277,Robin Le Normand,fr FRA,DF,Real Sociedad,22,1996,26.6,1516,1695,89.4,31913,8060,411,448,91.7,875,930,94.1,219,287,76.3,0,0.3,-0.3,5,69,3,0,83,Matches,9a64e67e
278,Wu Lei,cn CHN,FWMF,Espanyol,27,1991,19.1,208,317,65.6,3156,694,114,151,75.5,74,114,64.9,12,24,50.0,0,1.7,-1.7,13,13,6,3,14,Matches,e3fabb0a
279,Iñigo Lekue,es ESP,FWDF,Athletic Club,26,1993,6.9,195,283,68.9,3283,1060,100,118,84.7,73,97,75.3,18,55,32.7,1,0.8,+0.2,9,10,6,4,11,Matches,59b7d823
280,Thomas Lemar,fr FRA,MF,Atlético Madrid,23,1995,10.3,319,405,78.8,5903,1759,147,170,86.5,122,143,85.3,42,70,60.0,0,0.4,-0.4,6,29,10,2,47,Matches,4dbd0916
281,Clément Lenglet,fr FRA,DF,Barcelona,24,1995,26.9,1989,2147,92.6,41979,13188,603,631,95.6,1033,1082,95.5,332,398,83.4,1,0.5,+0.5,5,165,2,0,104,Matches,4f28a6ff
282,Pedro León,es ESP,MFFW,Eibar,32,1986,21.1,416,717,58.0,7521,2779,209,271,77.1,129,203,63.5,64,195,32.8,2,4.2,-2.2,43,25,23,15,39,Matches,d66b9872
283,Sergio León,es ESP,FW,Levante,30,1989,7.5,63,108,58.3,1098,150,32,45,71.1,19,35,54.3,8,14,57.1,0,0.1,-0.1,2,4,2,0,6,Matches,0a0cc13c
284,Lillo,es ESP,DF,Osasuna,30,1989,2.2,100,124,80.6,2164,871,34,40,85.0,52,57,91.2,14,25,56.0,0,0.1,-0.1,1,10,3,1,13,Matches,476ca810
285,Diego Llorente,es ESP,DF,Real Sociedad,25,1993,25.9,1410,1598,88.2,31683,7678,311,332,93.7,838,895,93.6,253,349,72.5,1,0.2,+0.8,4,74,2,0,57,Matches,bba30585
286,Marcos Llorente,es ESP,MFFW,Atlético Madrid,24,1995,15.2,395,507,77.9,6233,1632,203,241,84.2,143,171,83.6,31,50,62.0,3,3.0,0.0,15,27,10,2,34,Matches,02c15616
287,Stanislav Lobotka,sk SVK,MF,Celta Vigo,24,1994,15.4,683,777,87.9,12356,2941,307,341,90.0,273,304,89.8,87,105,82.9,0,0.5,-0.5,10,52,5,0,61,Matches,e1cbb531
288,Renan Lodi,br BRA,DF,Atlético Madrid,21,1998,26.6,926,1246,74.3,15853,5561,421,469,89.8,399,535,74.6,83,175,47.4,2,1.6,+0.4,20,42,34,12,70,Matches,ed9f7cfe
289,Rony Lopes,pt POR,FWMF,Sevilla,23,1995,1.5,43,52,82.7,688,142,21,23,91.3,14,18,77.8,3,4,75.0,0,0.0,0.0,0,5,0,0,3,Matches,7c2965bb
290,Adrián López,es ESP,FWMF,Osasuna,31,1988,16.0,358,507,70.6,5000,1125,214,276,77.5,111,155,71.6,15,34,44.1,0,2.0,-2.0,22,32,8,2,33,Matches,88a359d4
291,David López,es ESP,DFMF,Espanyol,29,1989,27.3,1109,1376,80.6,22277,7736,406,454,89.4,530,601,88.2,159,291,54.6,2,1.1,+0.9,15,94,9,2,115,Matches,f03f284b
292,Diego López,es ESP,GK,Espanyol,37,1981,35.9,665,1142,58.2,23058,15965,94,94,100.0,270,273,98.9,300,774,38.8,0,0.0,0.0,2,22,0,0,0,Matches,73683fa9
293,Javi López,es ESP,DF,Espanyol,33,1986,15.4,534,718,74.4,10151,3921,203,238,85.3,261,318,82.1,65,139,46.8,0,1.0,-1.0,10,34,16,6,47,Matches,ffad706e
294,Javi López,es ESP,DF,Alavés,17,2002,1.0,18,30,60.0,326,135,10,16,62.5,6,8,75.0,2,5,40.0,0,0.0,0.0,0,2,0,0,1,Matches,e9ada8cf
295,Lluis López,es ESP,DF,Espanyol,22,1997,3.3,219,245,89.4,4819,1219,46,53,86.8,141,149,94.6,32,39,82.1,0,0.0,0.0,0,10,0,0,9,Matches,a685f013
296,Roberto López,es ESP,MFFW,Real Sociedad,19,2000,0.6,36,46,78.3,625,154,18,22,81.8,15,17,88.2,3,4,75.0,1,0.1,+0.9,1,5,2,0,4,Matches,2a8c9f98
297,Unai López,es ESP,MF,Athletic Club,23,1995,19.9,1004,1210,83.0,20815,4227,360,393,91.6,416,458,90.8,203,317,64.0,4,3.1,+0.9,36,77,19,5,68,Matches,88050721
298,Losada,es ESP,MFFW,Celta Vigo,17,2001,0.1,7,9,77.8,127,36,4,5,80.0,2,2,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches,41521385
299,Pol Lozano,es ESP,MFFW,Espanyol,19,1999,1.9,82,92,89.1,1671,300,31,32,96.9,36,40,90.0,15,18,83.3,0,0.0,0.0,0,12,1,0,3,Matches,ea610f00
300,José Luis Gayà,es ESP,DF,Valencia,24,1995,22.1,815,1039,78.4,15321,4595,348,388,89.7,353,427,82.7,105,190,55.3,1,1.7,-0.7,13,37,27,12,61,Matches,b05e2dbd
301,José Luis Morales,es ESP,FWMF,Levante,32,1987,28.0,472,700,67.4,7747,2245,270,338,79.9,136,191,71.2,54,107,50.5,2,4.1,-2.1,33,31,32,10,62,Matches,4a478107
302,José Luis Rodríguez,pa PAN,FW,Alavés,21,1998,0.2,3,5,60.0,38,2,2,3,66.7,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,b333b014
303,Darwin Machís,ve VEN,FWMF,Granada,26,1993,23.7,361,582,62.0,6674,2348,177,230,77.0,125,188,66.5,52,136,38.2,5,3.6,+1.4,39,33,23,10,48,Matches,ed6ea4d9
304,Lisandro Magallán,ar ARG,DF,Alavés,25,1993,13.3,341,426,80.0,8177,3138,84,92,91.3,174,198,87.9,81,130,62.3,1,0.7,+0.3,4,26,2,0,33,Matches,01a49bd2
305,Abdallahi Mahmoud,mr MTN,MF,Alavés,19,2000,1.7,33,38,86.8,462,94,18,21,85.7,11,12,91.7,1,1,100.0,0,0.0,0.0,0,2,0,0,1,Matches,ab99e4a0
306,Nemanja Maksimović,rs SRB,MF,Getafe,24,1995,32.2,534,730,73.2,8988,2044,235,309,76.1,185,251,73.7,69,102,67.6,0,0.9,-0.9,13,39,11,2,47,Matches,00b28772
307,Hugo Mallo,es ESP,DF,Celta Vigo,28,1991,21.8,998,1301,76.7,18004,7115,482,513,94.0,398,503,79.1,107,235,45.5,1,1.9,-0.9,13,60,20,9,77,Matches,cb574619
308,Aïssa Mandi,dz ALG,DF,Betis,27,1991,28.6,1626,1778,91.5,35309,11742,512,536,95.5,767,806,95.2,329,405,81.2,0,0.8,-0.8,7,93,5,1,64,Matches,fbd6378b
309,Eliaquim Mangala,fr FRA,DF,Valencia,28,1991,7.5,254,289,87.9,5597,1507,59,67,88.1,152,162,93.8,41,58,70.7,0,0.0,0.0,0,14,0,0,8,Matches,f520049f
310,Marcelo,br BRA,DF,Real Madrid,31,1988,14.4,882,1071,82.4,15096,5670,482,521,92.5,285,341,83.6,98,157,62.4,2,2.1,-0.1,26,81,41,13,107,Matches,603116a7
311,Óscar de Marcos,es ESP,DFFW,Athletic Club,30,1989,6.0,168,228,73.7,2740,1031,92,108,85.2,62,82,75.6,11,24,45.8,1,1.0,0.0,9,15,6,4,19,Matches,9f323c71
312,Miguel Marí,es ESP,MF,Eibar,22,1997,0.1,1,2,50.0,16,0,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,d70a3661
313,José María Giménez,uy URU,DF,Atlético Madrid,24,1995,19.5,753,853,88.3,17119,5684,212,230,92.2,373,404,92.3,163,210,77.6,0,0.0,0.0,0,39,1,0,43,Matches,f0da930c
314,Mariano,do DOM,FW,Real Madrid,25,1993,0.5,11,15,73.3,142,26,7,9,77.8,4,4,100.0,0,1,0.0,0,0.0,0.0,1,0,0,0,0,Matches,5c4dc0ff
315,Adrián Marín,es ESP,DF,Alavés,22,1997,9.5,253,355,71.3,4647,2486,103,118,87.3,122,160,76.3,26,66,39.4,0,0.3,-0.3,5,24,7,2,39,Matches,b7f2edff
316,Guillermo Maripán,cl CHI,DF,Alavés,25,1994,1.0,7,11,63.6,121,48,3,4,75.0,4,5,80.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches,d9764034
317,Roger Martí,es ESP,FW,Levante,28,1991,25.2,284,448,63.4,4552,1224,161,208,77.4,84,143,58.7,27,60,45.0,1,2.7,-1.7,22,23,15,2,37,Matches,0ae4e09a
318,Daniel Martín,es ESP,GK,Betis,21,1998,5.9,146,194,75.3,4260,2381,36,36,100.0,55,59,93.2,54,96,56.3,0,0.1,-0.1,1,1,0,0,0,Matches,4df0dff8
319,Álex Martínez,es ESP,DF,Granada,28,1990,0.2,5,10,50.0,155,62,1,1,100.0,3,4,75.0,1,5,20.0,0,0.0,0.0,0,0,1,0,1,Matches,e1c805cf
320,Iñigo Martínez,es ESP,DF,Athletic Club,28,1991,33.0,1190,1500,79.3,29319,10181,312,341,91.5,568,653,87.0,306,480,63.8,1,0.9,+0.1,7,115,11,3,95,Matches,3fc45c73
321,Javi Martínez,es ESP,MF,Osasuna,19,1999,0.1,4,5,80.0,44,11,4,4,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,3672b352
322,Pablo Martínez,es ESP,MFFW,Levante,21,1998,0.4,14,18,77.8,211,95,7,7,100.0,6,7,85.7,1,4,25.0,0,0.1,-0.1,1,0,0,0,0,Matches,ecc77652
323,Jordi Masip,es ESP,GK,Valladolid,30,1989,35.0,540,1054,51.2,21572,15861,51,51,100.0,176,178,98.9,312,823,37.9,0,0.0,0.0,1,14,0,0,0,Matches,8fae77ea
324,Jaime Mata,es ESP,FW,Getafe,30,1988,30.5,508,790,64.3,7527,1796,305,415,73.5,124,203,61.1,48,85,56.5,3,2.5,+0.5,30,37,21,13,52,Matches,02319ad7
325,Borja Mayoral,es ESP,FW,Levante,22,1997,23.8,447,561,79.7,6958,1321,266,303,87.8,122,154,79.2,42,65,64.6,2,2.6,-0.6,23,36,14,2,44,Matches,64e8ed6d
326,Óscar Melendo,es ESP,MFFW,Espanyol,21,1997,12.4,298,361,82.5,4756,958,162,176,92.0,104,121,86.0,23,44,52.3,0,0.4,-0.4,13,28,14,2,30,Matches,379652be
327,Gonzalo Melero,es ESP,MF,Levante,25,1994,13.7,458,548,83.6,7379,2133,232,259,89.6,180,213,84.5,35,52,67.3,1,0.8,+0.2,9,39,9,0,55,Matches,3902e91b
328,Arthur Melo,br BRA,MF,Barcelona,22,1996,13.1,961,1060,90.7,16637,3249,451,475,94.9,385,415,92.8,101,124,81.5,3,1.2,+1.8,10,100,11,0,53,Matches,48b3dd60
329,Brais Méndez,es ESP,MFFW,Celta Vigo,22,1997,16.4,519,686,75.7,8588,2679,278,321,86.6,172,216,79.6,51,102,50.0,2,1.1,+0.9,16,52,17,3,65,Matches,c9e39d91
330,Édgar Méndez,es ESP,MFFW,Alavés,29,1990,9.6,134,197,68.0,2086,475,81,102,79.4,40,59,67.8,10,22,45.5,0,0.6,-0.6,6,11,8,4,16,Matches,aed746df
331,Ferland Mendy,fr FRA,DF,Real Madrid,24,1995,20.1,1075,1262,85.2,17932,5061,598,647,92.4,367,423,86.8,99,150,66.0,3,2.1,+0.9,20,39,23,8,68,Matches,3cefcaef
332,Fran Mérida,es ESP,MF,Osasuna,29,1990,12.9,581,770,75.5,13527,4091,184,218,84.4,231,299,77.3,158,232,68.1,1,0.3,+0.7,8,83,10,2,80,Matches,0e50f929
333,Mikel Merino,es ESP,MF,Real Sociedad,23,1996,34.9,1519,1974,77.0,27552,8993,660,801,82.4,637,787,80.9,185,309,59.9,1,2.1,-1.1,33,203,35,7,225,Matches,d080ed5e
334,Sabin Merino,es ESP,FW,Leganés,27,1992,0.9,17,21,81.0,222,10,11,12,91.7,6,8,75.0,0,1,0.0,0,0.0,0.0,1,0,0,0,0,Matches,1d5f96d9
335,Roque Mesa,es ESP,MF,Leganés,30,1989,22.4,724,905,80.0,12589,3599,374,418,89.5,234,270,86.7,92,176,52.3,3,2.5,+0.5,28,95,24,7,87,Matches,7c4243d4
336,Lionel Messi,ar ARG,FWMF,Barcelona,32,1987,32.0,1700,2142,79.4,28039,9544,936,1068,87.6,567,688,82.4,159,287,55.4,21,15.3,+5.7,86,208,126,6,319,Matches,d70ce98e
337,Míchel,es ESP,MF,Valladolid,31,1988,24.2,1096,1404,78.1,23318,6101,402,450,89.3,435,506,86.0,233,398,58.5,2,2.2,-0.2,31,94,19,7,91,Matches,418f8f61
338,Miguel,es ESP,FW,Valladolid,19,1999,2.6,22,43,51.2,260,46,17,27,63.0,4,9,44.4,0,1,0.0,0,0.6,-0.6,2,0,0,0,1,Matches,6763373d
339,Éder Militão,br BRA,DF,Real Madrid,21,1998,11.4,599,683,87.7,13131,3401,162,176,92.0,321,348,92.2,111,146,76.0,0,0.0,0.0,1,20,3,1,19,Matches,2784f898
340,Santi Mina,es ESP,FWMF,Celta Vigo,23,1995,21.6,500,706,70.8,7391,1929,289,369,78.3,148,223,66.4,34,51,66.7,3,2.4,+0.6,19,38,18,1,54,Matches,0b90bb97
341,Jorge Miramón,es ESP,DF,Levante,30,1989,27.0,994,1263,78.7,17914,7766,466,502,92.8,403,488,82.6,108,224,48.2,3,2.2,+0.8,24,57,20,13,83,Matches,7f4c7c9f
342,Luka Modrić,hr CRO,MF,Real Madrid,33,1985,22.2,1278,1478,86.5,23875,6222,607,664,91.4,433,470,92.1,206,273,75.5,7,3.3,+3.7,42,123,31,6,122,Matches,6025fab1
343,Jorge Molina,es ESP,FW,Getafe,37,1982,21.0,401,600,66.8,5876,1622,239,333,71.8,122,169,72.2,25,42,59.5,3,3.3,-0.3,23,27,19,4,54,Matches,43f71e77
344,Jon Moncayola,es ESP,MFDF,Osasuna,21,1998,16.6,504,656,76.8,10702,2567,175,204,85.8,217,269,80.7,100,155,64.5,0,0.3,-0.3,7,37,6,1,40,Matches,9939e168
345,Nacho Monreal,es ESP,DF,Real Sociedad,33,1986,26.6,1136,1381,82.3,19058,7419,522,573,91.1,531,616,86.2,67,140,47.9,0,1.1,-1.1,12,50,25,12,85,Matches,d4cb83cc
346,Joan Monterde,es ESP,MF,Levante,21,1997,0.1,6,6,100.0,62,0,5,5,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,0ff67313
347,Ángel Montoro,es ESP,MF,Granada,31,1988,10.8,441,580,76.0,10564,3151,139,159,87.4,171,198,86.4,126,209,60.3,5,1.2,+3.8,19,62,11,1,55,Matches,719384c1
348,Álvaro Morata,es ESP,FW,Atlético Madrid,26,1992,23.3,335,501,66.9,4502,920,194,280,69.3,98,140,70.0,13,27,48.1,2,3.6,-1.6,23,18,16,1,29,Matches,129af0db
349,Alberto Moreno,es ESP,DF,Villarreal,27,1992,16.3,841,981,85.7,15013,5033,353,382,92.4,394,436,90.4,76,126,60.3,0,0.6,-0.6,12,36,16,7,54,Matches,11b9265b
350,Álex Moreno,es ESP,DF,Betis,26,1993,25.2,1009,1285,78.5,16429,5158,527,590,89.3,374,453,82.6,75,159,47.2,4,2.0,+2.0,24,39,28,13,70,Matches,16e9d0ea
351,Gerard Moreno,es ESP,FWMF,Villarreal,27,1992,30.5,743,1027,72.3,14412,3332,337,417,80.8,262,346,75.7,126,201,62.7,5,6.7,-1.7,50,67,41,13,89,Matches,81f0781e
352,Manu Morlanes,es ESP,MFFW,Villarreal,20,1999,2.8,177,192,92.2,3360,991,66,68,97.1,90,96,93.8,18,24,75.0,1,0.5,+0.5,6,21,5,0,19,Matches,a0255c67
353,Loren Morón,es ESP,FW,Betis,25,1993,22.6,217,309,70.2,3206,890,131,167,78.4,45,67,67.2,23,37,62.2,3,2.6,+0.4,16,21,8,1,29,Matches,3aa4a3be
354,Toni Moya,es ESP,MF,Atlético Madrid,21,1998,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,9e098912
355,Javi Moyano,es ESP,DF,Valladolid,33,1986,24.7,777,1057,73.5,13386,5674,386,438,88.1,305,403,75.7,74,171,43.3,0,0.8,-0.8,13,41,9,4,67,Matches,933e8c8a
356,Iker Muniain,es ESP,FWMF,Athletic Club,26,1992,26.5,903,1093,82.6,15258,3544,458,505,90.7,315,371,84.9,102,166,61.4,2,2.2,-0.2,36,78,25,5,75,Matches,c05dfb74
357,Aihen Muñoz,es ESP,DF,Real Sociedad,21,1997,10.9,508,656,77.4,8855,2981,216,243,88.9,249,299,83.3,35,94,37.2,0,0.0,0.0,0,22,10,8,26,Matches,228b0d9d
358,Javier Muñoz,es ESP,MF,Alavés,24,1995,0.6,14,18,77.8,235,15,5,7,71.4,8,9,88.9,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches,ec7c84c2
359,Jeison Murillo,co COL,DF,Celta Vigo,27,1992,17.0,618,700,88.3,13926,3906,139,148,93.9,357,373,95.7,119,170,70.0,0,0.0,0.0,0,21,1,0,28,Matches,b233e8e4
360,Nacho,es ESP,DF,Valladolid,30,1989,21.0,822,1134,72.5,16428,7559,329,370,88.9,356,449,79.3,129,271,47.6,2,2.6,-0.6,28,80,27,8,87,Matches,e29d1111
361,Nacho,es ESP,DF,Real Madrid,29,1990,4.9,253,293,86.3,4173,1636,124,135,91.9,103,111,92.8,20,35,57.1,0,0.3,-0.3,3,11,3,3,14,Matches,2946f9a1
362,Naldo,br BRA,DF,Espanyol,30,1988,14.8,551,658,83.7,12676,4027,105,119,88.2,323,355,91.0,114,169,67.5,1,0.0,+1.0,2,32,3,0,39,Matches,a2609621
363,Marc Navarro,es ESP,DF,Leganés,24,1995,2.4,55,79,69.6,799,322,35,39,89.7,16,23,69.6,3,12,25.0,0,0.0,0.0,0,3,0,0,7,Matches,c2846353
364,Ximo Navarro,es ESP,DF,Alavés,29,1990,21.1,643,848,75.8,12140,4758,263,304,86.5,293,363,80.7,72,148,48.6,0,0.1,-0.1,3,45,3,1,50,Matches,8db394aa
365,Jesús Navas,es ESP,DF,Sevilla,33,1985,37.4,2077,2653,78.3,38919,12451,909,1021,89.0,891,1094,81.4,252,429,58.7,7,6.3,+0.7,63,141,105,40,248,Matches,3f10bd22
366,Raúl Navas,es ESP,DF,Osasuna,31,1988,7.9,218,271,80.4,5168,1903,53,57,93.0,113,126,89.7,51,84,60.7,0,0.1,-0.1,3,10,1,0,13,Matches,ad178594
367,Neto,br BRA,GK,Barcelona,30,1989,2.0,55,62,88.7,1175,662,18,18,100.0,30,30,100.0,7,13,53.8,0,0.0,0.0,0,0,0,0,0,Matches,a9dc785c
368,Carlos Neva,es ESP,DF,Granada,23,1996,24.5,624,901,69.3,11353,4810,269,304,88.5,280,371,75.5,64,163,39.3,1,1.1,-0.1,11,45,12,10,57,Matches,8d47bb39
369,Saúl Ñíguez,es ESP,MFDF,Atlético Madrid,24,1994,34.1,1376,1732,79.4,24196,8563,660,777,84.9,539,660,81.7,144,217,66.4,0,1.5,-1.5,18,135,23,3,163,Matches,c14bc029
370,Fernando Niño,es ESP,FW,Villarreal,18,2000,0.9,13,21,61.9,133,9,9,12,75.0,2,7,28.6,0,0,,0,0.0,0.0,0,1,0,0,0,Matches,81d5c497
371,Nolito,es ESP,FWMF,Celta Vigo,32,1986,3.6,115,164,70.1,2321,781,47,60,78.3,47,63,74.6,19,34,55.9,1,0.4,+0.6,5,14,10,0,21,Matches,b2d0ec1b
372,Nolito,es ESP,FW,Sevilla,32,1986,10.0,263,345,76.2,4820,1624,127,155,81.9,103,130,79.2,30,46,65.2,0,0.7,-0.7,13,22,22,4,47,Matches,b2d0ec1b
373,Unai Núñez,es ESP,DF,Athletic Club,22,1997,17.5,587,682,86.1,15000,4488,108,127,85.0,300,314,95.5,177,234,75.6,0,0.1,-0.1,3,31,1,0,38,Matches,be170419
374,Allan Nyom,cm CMR,DFMF,Getafe,31,1988,26.9,587,922,63.7,10643,4747,277,336,82.4,233,340,68.5,71,207,34.3,0,0.9,-0.9,10,61,19,14,54,Matches,97572117
375,Jan Oblak,si SVN,GK,Atlético Madrid,26,1993,37.7,558,960,58.1,22101,16430,64,65,98.5,167,171,97.7,324,720,45.0,0,0.0,0.0,0,13,1,0,1,Matches,ee8508c0
376,Rafael Obrador,es ESP,DF,Mallorca,15,2004,0.0,1,2,50.0,16,14,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,1,Matches,949c3655
377,Lucas Ocampos,ar ARG,FW,Sevilla,25,1994,30.5,728,972,74.9,11573,2829,412,478,86.2,214,282,75.9,70,121,57.9,3,2.5,+0.5,23,32,30,9,75,Matches,a08b974a
378,Martin Ødegaard,no NOR,MF,Real Sociedad,20,1998,28.1,1308,1617,80.9,22525,6916,650,723,89.9,484,565,85.7,147,265,55.5,6,5.2,+0.8,60,142,75,2,203,Matches,79300479
379,Álvaro Odriozola,es ESP,DF,Real Madrid,23,1995,3.8,153,176,86.9,2603,864,78,85,91.8,55,64,85.9,17,19,89.5,1,0.8,+0.2,5,2,4,1,7,Matches,1d1691ad
380,Lucas Olaza,uy URU,DF,Celta Vigo,25,1994,34.9,1496,2012,74.4,27547,13476,649,711,91.3,662,804,82.3,167,418,40.0,3,3.6,-0.6,36,93,36,18,138,Matches,4cee5954
381,Oier Olazábal,es ESP,GK,Espanyol,29,1989,2.0,50,62,80.6,1440,760,5,5,100.0,28,28,100.0,17,29,58.6,0,0.0,0.0,0,0,0,0,0,Matches,b5bdf144
382,Kiko Olivas,es ESP,DF,Valladolid,30,1988,32.7,1107,1271,87.1,22859,7049,385,409,94.1,525,565,92.9,188,272,69.1,0,0.2,-0.2,2,55,1,0,59,Matches,72b07a9c
383,Paulo Oliveira,pt POR,DF,Eibar,27,1992,23.2,545,788,69.2,14768,5027,91,114,79.8,259,319,81.2,193,339,56.9,0,0.2,-0.2,1,65,4,0,65,Matches,a8fbae1d
384,Mathías Olivera,uy URU,DF,Getafe,21,1997,20.8,544,894,60.9,9303,5147,275,354,77.7,212,329,64.4,45,149,30.2,1,0.8,+0.2,10,49,13,9,75,Matches,41c12f75
385,Kenneth Omeruo,ng NGA,DF,Leganés,25,1993,20.8,445,601,74.0,11005,3878,107,133,80.5,197,242,81.4,136,216,63.0,0,0.4,-0.4,5,34,1,1,26,Matches,0f0aa5b4
386,Javier Ontiveros,es ESP,FWMF,Villarreal,21,1997,9.9,368,479,76.8,6132,1576,201,227,88.5,131,157,83.4,31,66,47.0,1,1.4,-0.4,10,25,12,5,35,Matches,a83d8b0c
387,Fabián Orellana,cl CHI,MFFW,Eibar,33,1986,26.6,771,1062,72.6,13989,3303,386,456,84.6,268,353,75.9,103,191,53.9,7,4.8,+2.2,46,42,33,10,78,Matches,c90977db
388,Aimar Oroz,es ESP,FW,Osasuna,17,2001,0.1,5,5,100.0,85,38,3,3,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,Matches,7c363088
389,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,22,1997,33.9,828,1154,71.8,13743,3489,428,527,81.2,288,383,75.2,81,146,55.5,11,7.4,+3.6,53,56,44,11,93,Matches,8c3c640c
390,Fernando Pacheco,es ESP,GK,Alavés,27,1992,26.2,471,814,57.9,21219,16378,38,40,95.0,97,106,91.5,335,666,50.3,0,0.0,0.0,1,15,2,0,0,Matches,97852360
391,Jon Pacheco,es ESP,DF,Real Sociedad,18,2001,0.9,27,36,75.0,552,174,12,14,85.7,10,11,90.9,5,9,55.6,0,0.0,0.0,0,2,0,0,2,Matches,44150beb
392,Daniel Parejo,es ESP,MF,Valencia,30,1989,33.6,1980,2398,82.6,43911,14582,659,726,90.8,850,965,88.1,443,646,68.6,3,4.1,-1.1,60,233,30,4,251,Matches,7460ca0d
393,Miquel Parera,es ESP,GK,Mallorca,23,1996,1.0,15,26,57.7,457,317,3,3,100.0,5,5,100.0,7,18,38.9,0,0.0,0.0,0,0,0,0,0,Matches,f9b42381
394,Thomas Partey,gh GHA,MF,Atlético Madrid,26,1993,28.3,1414,1704,83.0,26582,8532,620,688,90.1,557,637,87.4,199,319,62.4,0,1.0,-1.0,17,179,21,1,178,Matches,529f49ab
395,Paulino,es ESP,MF,Alavés,22,1997,0.8,16,29,55.2,345,69,9,14,64.3,4,6,66.7,3,9,33.3,0,0.0,0.0,0,2,0,0,2,Matches,f20fce1b
396,Gabriel Paulista,br BRA,DF,Valencia,28,1990,31.1,1520,1708,89.0,33506,10619,431,464,92.9,784,828,94.7,291,387,75.2,1,0.0,+1.0,1,82,2,0,61,Matches,b7ca5c51
397,Alfonso Pedraza,es ESP,DF,Betis,23,1996,15.0,595,770,77.3,10218,4075,291,330,88.2,250,298,83.9,46,98,46.9,0,0.8,-0.8,11,41,14,4,61,Matches,63f04c6c
398,Marc Pedraza,es ESP,MF,Mallorca,32,1987,1.4,27,33,81.8,414,136,16,18,88.9,8,11,72.7,2,2,100.0,0,0.0,0.0,0,2,0,0,2,Matches,ff8f26ef
399,Pedrosa,es ESP,DFMF,Espanyol,21,1998,12.1,376,492,76.4,6801,2110,161,176,91.5,177,218,81.2,32,73,43.8,0,0.4,-0.4,6,12,12,5,28,Matches,112521d1
400,Rubén Peña,es ESP,DF,Villarreal,28,1991,21.2,1027,1313,78.2,19123,7451,422,471,89.6,472,564,83.7,118,218,54.1,2,1.3,+0.7,16,65,21,11,85,Matches,1f079188
401,Luis Perea,es ESP,FWMF,Osasuna,21,1997,0.2,7,7,100.0,73,7,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,8dc6dbb3
402,Victor Perea,es ESP,DF,Espanyol,19,2000,14.1,507,696,72.8,9338,3227,219,255,85.9,215,274,78.5,64,125,51.2,0,0.6,-0.6,12,20,22,13,41,Matches,b7de5bad
403,Carles Pérez,es ESP,FW,Barcelona,21,1998,5.3,232,287,80.8,3240,632,153,176,86.9,65,78,83.3,8,20,40.0,2,0.3,+1.7,7,6,8,1,20,Matches,a8f21b9f
