,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
342,Roger Martí,es ESP,FW,Levante,30,1991,23.5,38,1.62,28,0,0,5,4,1,6,0.26,4,0,0,1,1,0,Matches,0ae4e09a
343,Anthony Martial,fr FRA,FWMF,Sevilla,25,1995,5.4,3,0.55,2,0,0,1,0,0,1,0.18,1,0,0,0,0,0,Matches,8b788c01
344,Martín,es ESP,MF,Cádiz,22,1999,1.3,1,0.78,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cbec0059
345,Ander Martin,es ESP,FWMF,Real Sociedad,20,2000,1.0,5,5.11,2,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,e1e75690
346,Andrés Martín,es ESP,FWMF,Rayo Vallecano,22,1999,2.1,1,0.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2ae30661
347,Carlos Martín,es ESP,DF,Atlético Madrid,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,64035864
348,Iván Martín,es ESP,MF,Alavés,22,1999,1.8,2,1.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ae48c5cb
349,Iñigo Martínez,es ESP,DF,Athletic Club,30,1991,26.0,14,0.54,10,0,0,3,0,1,1,0.04,1,0,0,0,0,0,Matches,3fc45c73
350,Javi Martínez,es ESP,MF,Osasuna,21,1999,9.8,22,2.25,17,4,0,0,0,1,4,0.41,4,0,0,0,0,0,Matches,3672b352
351,Pablo Martínez,es ESP,MF,Levante,23,1998,7.3,10,1.37,8,0,0,0,0,2,1,0.14,1,0,0,0,0,0,Matches,ecc77652
352,Omar Mascarell,es ESP,MF,Elche,28,1993,27.7,14,0.51,10,1,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches,11fd2b75
353,Jaime Mata,es ESP,FW,Getafe,32,1988,7.5,13,1.74,12,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,02319ad7
354,Luís Maximiano,pt POR,GK,Granada,22,1999,34.8,4,0.11,3,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,3318286e
355,Borja Mayoral,es ESP,FW,Getafe,24,1997,11.6,27,2.33,23,0,2,2,0,0,6,0.52,4,0,1,1,0,0,Matches,64e8ed6d
356,Jordi Mboula,es ESP,FW,Mallorca,22,1999,4.8,7,1.45,4,0,0,0,0,3,1,0.21,0,0,0,0,0,1,Matches,4887118d
357,Óscar Melendo,es ESP,MFFW,Espanyol,23,1997,11.0,33,3.00,32,0,0,1,0,0,1,0.09,1,0,0,0,0,0,Matches,379652be
358,Gonzalo Melero,es ESP,MF,Levante,27,1994,18.8,32,1.70,26,0,0,5,1,0,5,0.27,5,0,0,0,0,0,Matches,3902e91b
359,Tomás Mendes,es ESP,MF,Alavés,16,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,45f771db
360,Brais Méndez,es ESP,MF,Celta Vigo,24,1997,33.6,73,2.17,62,0,1,5,3,2,11,0.33,9,0,1,0,0,1,Matches,c9e39d91
361,Édgar Méndez,es ESP,FWMF,Alavés,31,1990,17.9,33,1.84,25,0,2,2,2,2,1,0.06,1,0,0,0,0,0,Matches,aed746df
362,Ferland Mendy,fr FRA,DF,Real Madrid,26,1995,19.3,53,2.75,48,2,2,0,1,0,3,0.16,2,0,0,0,1,0,Matches,3cefcaef
363,Fran Mérida,es ESP,MF,Espanyol,31,1990,3.0,8,2.71,6,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0e50f929
364,Mikel Merino,es ESP,MF,Real Sociedad,25,1996,32.1,69,2.15,52,0,3,4,7,3,10,0.31,5,0,0,3,2,0,Matches,d080ed5e
365,Martín Merquelanz,es ESP,FW,Rayo Vallecano,26,1995,1.9,7,3.64,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ddd5348b
366,Matt Miazga,us USA,DF,Alavés,26,1995,9.3,4,0.43,1,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches,9fc0f253
367,Miguel,es ESP,FWMF,Alavés,21,1999,9.2,20,2.17,9,0,2,1,7,1,3,0.33,1,0,0,0,1,1,Matches,6763373d
368,Éder Militão,br BRA,DF,Real Madrid,23,1998,33.7,32,0.95,23,1,0,3,3,2,5,0.15,2,0,0,1,1,1,Matches,2784f898
369,Luis Milla,es ESP,MF,Granada,26,1994,30.8,71,2.30,46,19,1,1,2,2,7,0.23,3,3,0,1,0,0,Matches,19c36442
370,Pere Milla,es ESP,FWMF,Elche,28,1992,18.3,28,1.53,21,0,2,3,1,1,5,0.27,3,0,1,1,0,0,Matches,335039a2
371,Santi Mina,es ESP,FW,Celta Vigo,25,1995,26.3,43,1.63,32,0,2,3,4,2,7,0.27,6,0,0,1,0,0,Matches,0b90bb97
372,Óscar Mingueza,es ESP,DF,Barcelona,22,1999,9.9,11,1.11,11,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches,056269d7
373,Rafa Mir,es ESP,FW,Sevilla,24,1997,20.1,31,1.54,18,0,4,5,4,0,5,0.25,3,0,0,2,0,0,Matches,bbf5c11b
374,Jorge Miramón,es ESP,DF,Levante,32,1989,22.0,28,1.27,19,6,1,0,0,2,3,0.14,3,0,0,0,0,0,Matches,7f4c7c9f
375,Juan Miranda,es ESP,DF,Betis,21,2000,8.7,15,1.72,13,0,0,0,1,1,3,0.34,3,0,0,0,0,0,Matches,ead61f73
376,Stefan Mitrović,rs SRB,DF,Getafe,31,1990,29.6,8,0.27,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,e6777e6b
377,Luka Modrić,hr CRO,MF,Real Madrid,35,1985,22.6,73,3.23,58,8,3,3,0,1,11,0.49,8,1,0,2,0,0,Matches,6025fab1
378,Johan Mojica,co COL,DF,Elche,28,1992,31.7,50,1.58,43,2,3,0,2,0,8,0.25,7,0,0,0,1,0,Matches,608f2092
379,Jorge Molina,es ESP,FW,Granada,39,1982,21.8,50,2.29,39,0,3,3,5,0,5,0.23,5,0,0,0,0,0,Matches,43f71e77
380,Jon Moncayola,es ESP,MF,Osasuna,23,1998,32.4,57,1.76,38,15,0,4,0,0,4,0.12,3,1,0,0,0,0,Matches,9939e168
381,Monchu,es ESP,MF,Granada,21,1999,7.4,7,0.94,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,8ac501f5
382,Gonzalo Montiel,ar ARG,DF,Sevilla,24,1997,11.8,21,1.77,19,0,0,1,1,0,3,0.25,3,0,0,0,0,0,Matches,374d5158
383,Ángel Montoro,es ESP,MF,Granada,33,1988,14.8,37,2.50,21,11,0,3,0,2,3,0.20,3,0,0,0,0,0,Matches,719384c1
384,Martín Montoya,es ESP,DF,Betis,30,1991,5.8,4,0.69,4,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches,5cec2487
385,Jon Morcillo,es ESP,MF,Athletic Club,22,1998,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b7d7f3bf
386,Alberto Moreno,es ESP,MFDF,Villarreal,29,1992,13.6,38,2.80,28,5,0,3,2,0,3,0.22,0,2,0,1,0,0,Matches,11b9265b
387,Álex Moreno,es ESP,DF,Betis,28,1993,26.7,55,2.06,35,2,5,4,5,4,10,0.37,5,0,2,1,2,0,Matches,16e9d0ea
388,Gerard Moreno,es ESP,FW,Villarreal,29,1992,13.2,49,3.70,39,0,5,1,2,2,6,0.45,4,0,0,0,1,1,Matches,81f0781e
389,Tete Morente,es ESP,MFFW,Elche,24,1996,18.1,34,1.87,27,2,2,1,1,1,4,0.22,2,1,1,0,0,0,Matches,004d185e
390,Ilaix Moriba,gn GUI,MF,Valencia,18,2003,9.1,10,1.10,7,0,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches,f4c69aa6
391,Manu Morlanes,es ESP,MF,Espanyol,22,1999,12.7,23,1.81,17,1,1,1,0,3,5,0.39,3,0,0,1,0,1,Matches,a0255c67
392,Loren Morón,es ESP,FWMF,Espanyol,27,1993,6.3,6,0.96,5,0,0,1,0,0,1,0.16,0,0,0,1,0,0,Matches,3aa4a3be
393,Loren Morón,es ESP,FW,Betis,27,1993,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3aa4a3be
394,Cristhian Mosquera,co COL,DF,Valencia,17,2004,2.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,dc1ce4f5
395,Toni Moya,es ESP,MF,Alavés,23,1998,15.4,31,2.01,8,20,1,1,0,1,3,0.19,1,1,0,1,0,0,Matches,9e098912
396,Iker Muniain,es ESP,MF,Athletic Club,28,1992,30.9,172,5.56,87,56,12,3,13,1,21,0.68,9,5,3,1,2,1,Matches,c05dfb74
397,Aihen Muñoz,es ESP,DF,Real Sociedad,23,1997,14.9,17,1.14,10,4,1,1,1,0,1,0.07,0,0,0,1,0,0,Matches,228b0d9d
398,Jeison Murillo,co COL,DF,Celta Vigo,29,1992,12.4,5,0.40,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,b233e8e4
399,Vedat Muriqi,xk KVX,FW,Mallorca,27,1994,16.0,36,2.25,26,0,4,4,0,2,6,0.38,4,0,1,1,0,0,Matches,0cadc46d
400,Yunus Musah,us USA,MFFW,Valencia,18,2002,14.0,24,1.72,18,1,3,0,1,1,2,0.14,2,0,0,0,0,0,Matches,b51b1b9c
401,Shkodran Mustafi,de GER,DF,Levante,29,1992,7.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3f2d59fe
402,Nacho,es ESP,DF,Real Madrid,31,1990,17.3,18,1.04,17,0,0,1,0,0,2,0.12,2,0,0,0,0,0,Matches,2946f9a1
403,Roberto Navarro,es ESP,MFFW,Real Sociedad,19,2002,2.2,7,3.17,3,0,1,2,1,0,0,0.00,0,0,0,0,0,0,Matches,c997b942
404,Ximo Navarro,es ESP,DF,Alavés,31,1990,15.0,11,0.73,5,1,0,3,1,1,0,0.00,0,0,0,0,0,0,Matches,8db394aa
405,Jesús Navas,es ESP,DF,Sevilla,35,1985,19.8,58,2.92,53,2,2,0,1,0,5,0.25,4,0,1,0,0,0,Matches,3f10bd22
406,Loum Ndiaye,sn SEN,MF,Alavés,24,1996,25.7,15,0.58,12,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches,bcfc4473
407,Álvaro Negredo,es ESP,FW,Cádiz,35,1985,24.0,40,1.67,26,1,4,5,3,1,3,0.13,2,1,0,0,0,0,Matches,63b0ca6b
408,Neto,br BRA,GK,Barcelona,32,1989,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a9dc785c
409,Carlos Neva,es ESP,DF,Granada,25,1996,23.4,27,1.15,23,2,1,0,0,1,2,0.09,2,0,0,0,0,0,Matches,8d47bb39
410,Saúl Ñíguez,es ESP,DFMF,Atlético Madrid,26,1994,2.2,3,1.34,2,0,0,0,1,0,1,0.45,1,0,0,0,0,0,Matches,c14bc029
411,Fernando Niño,es ESP,FW,Mallorca,20,2000,9.8,22,2.24,15,0,2,0,4,1,0,0.00,0,0,0,0,0,0,Matches,81d5c497
412,Peru Nolaskoain,es ESP,DF,Athletic Club,22,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,857cb4f3
413,Nolito,es ESP,MF,Celta Vigo,34,1986,15.4,27,1.76,24,0,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches,b2d0ec1b
414,Randy Ntekja,fr FRA,FWMF,Rayo Vallecano,23,1997,16.2,32,1.97,23,0,2,2,5,0,5,0.31,1,0,1,0,3,0,Matches,a6103274
415,Unai Núñez,es ESP,DF,Athletic Club,24,1997,6.9,2,0.29,2,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches,be170419
416,Allan Nyom,cm CMR,DF,Getafe,33,1988,2.7,3,1.11,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,97572117
417,Jan Oblak,si SVN,GK,Atlético Madrid,28,1993,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ee8508c0
418,Lucas Ocampos,ar ARG,FW,Sevilla,27,1994,23.6,46,1.95,28,2,8,2,3,3,7,0.30,4,0,3,0,0,0,Matches,a08b974a
419,Lucas Olaza,uy URU,DF,Elche,27,1994,3.3,9,2.75,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4cee5954
420,Oier Olazábal,es ESP,GK,Espanyol,31,1989,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b5bdf144
421,Brian Oliván,es ESP,DF,Mallorca,27,1994,24.3,35,1.44,21,10,1,2,1,0,1,0.04,0,0,0,0,1,0,Matches,a3e4bf46
422,Mathías Olivera,uy URU,DF,Getafe,23,1997,31.1,73,2.34,49,3,2,4,8,7,4,0.13,4,0,0,0,0,0,Matches,41c12f75
423,Javier Ontiveros,es ESP,MFFW,Osasuna,23,1997,0.4,1,2.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a83d8b0c
424,Pedro Ortiz,es ESP,MF,Sevilla,20,2000,0.1,2,25.71,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f9358b61
425,Milutin Osmajić,me MNE,FWMF,Cádiz,22,1999,2.9,1,0.35,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,375ed9d7
426,Jesús Owono,gq EQG,GK,Alavés,20,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d6e3d7fb
427,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,24,1997,18.6,63,3.39,33,17,4,7,2,0,6,0.32,2,2,0,2,0,0,Matches,8c3c640c
428,Fernando Pacheco,es ESP,GK,Alavés,29,1992,33.9,7,0.21,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,97852360
429,Jon Pacheco,es ESP,DF,Real Sociedad,20,2001,4.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,44150beb
430,Gavi Paez,es ESP,MFFW,Barcelona,16,2004,25.7,52,2.02,43,0,5,1,2,1,13,0.51,10,0,2,0,1,0,Matches,19cae58d
431,Helibelton Palacios,co COL,DF,Elche,28,1993,21.5,12,0.56,11,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ac8b2421
432,Isaac Palazón Camacho,es ESP,FWMF,Rayo Vallecano,26,1994,25.4,75,2.95,49,10,4,3,7,2,8,0.31,5,1,2,0,0,0,Matches,49dbab27
433,Daniel Parejo,es ESP,MF,Villarreal,32,1989,30.0,112,3.73,62,45,2,0,2,1,15,0.50,9,6,0,0,0,0,Matches,7460ca0d
434,Raúl Parra,es ESP,DF,Cádiz,21,1999,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,647d39d2
435,Javier Pastore,ar ARG,MFFW,Elche,32,1989,5.8,20,3.43,19,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,881ef58c
436,Gabriel Paulista,br BRA,DF,Valencia,30,1990,17.7,3,0.17,3,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches,b7ca5c51
437,Alfonso Pedraza,es ESP,DF,Villarreal,25,1996,18.9,40,2.12,33,0,4,2,1,0,8,0.42,7,0,1,0,0,0,Matches,63f04c6c
438,Pedri,es ESP,MF,Barcelona,18,2002,9.8,39,3.97,27,6,1,2,3,0,6,0.61,4,0,0,1,1,0,Matches,0d9b2d31
439,Pedrosa,es ESP,DF,Espanyol,23,1998,30.2,43,1.42,29,1,4,2,5,2,2,0.07,2,0,0,0,0,0,Matches,112521d1
440,Facundo Pellistri,uy URU,MFFW,Alavés,19,2001,7.5,15,2.01,11,0,1,0,3,0,0,0.00,0,0,0,0,0,0,Matches,ac7e7b1c
441,Rubén Peña,es ESP,MFFW,Villarreal,30,1991,1.5,8,5.45,5,0,1,1,1,0,1,0.68,0,0,0,1,0,0,Matches,1f079188
442,Alberto Perea,es ESP,MF,Cádiz,30,1990,8.6,27,3.13,17,4,0,1,3,2,2,0.23,1,1,0,0,0,0,Matches,5496cc91
443,Victor Perea,es ESP,DF,Espanyol,21,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b7de5bad
444,Iñigo Pérez,es ESP,MF,Osasuna,33,1988,3.8,9,2.40,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bc61cc65
445,Juan Pérez,es ESP,GK,Osasuna,25,1996,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8f29e08b
446,Kike Pérez,es ESP,FWMF,Elche,24,1997,5.8,18,3.12,12,2,1,1,1,1,0,0.00,0,0,0,0,0,0,Matches,237a3851
447,Lucas Pérez,es ESP,FWMF,Cádiz,32,1988,11.8,39,3.31,25,12,0,1,1,0,2,0.17,2,0,0,0,0,0,Matches,a300ac7e
448,Lucas Pérez,es ESP,FW,Elche,32,1988,14.1,25,1.78,15,4,3,0,3,0,3,0.21,0,1,1,0,1,0,Matches,a300ac7e
449,Njegoš Petrović,rs SRB,MF,Granada,22,1999,10.2,16,1.57,12,0,1,2,1,0,3,0.29,2,0,0,1,0,0,Matches,0cb29e91
450,Alex Petxa,es ESP,DFMF,Athletic Club,24,1997,4.6,9,1.97,7,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches,97d08e60
451,Germán Pezzella,ar ARG,DF,Betis,30,1991,22.1,4,0.18,3,0,0,1,0,0,1,0.05,0,0,0,1,0,0,Matches,8c725b43
452,Pablo Piatti,ar ARG,MFFW,Elche,32,1989,3.5,8,2.31,5,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches,48e89655
453,Cristiano Piccini,it ITA,DF,Valencia,28,1992,3.6,6,1.68,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,32c0491f
454,Tomás Pina Isla,es ESP,MF,Alavés,33,1987,16.0,10,0.62,7,0,0,0,3,0,0,0.00,0,0,0,0,0,0,Matches,e54bd0a2
455,Orbelín Pineda,mx MEX,MFFW,Celta Vigo,25,1996,1.1,2,1.82,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,411fabd7
456,Yeremi Pino,es ESP,MFFW,Villarreal,18,2002,18.6,46,2.47,33,0,7,1,5,0,10,0.54,5,0,4,1,0,0,Matches,540ec57b
457,Gerard Piqué,es ESP,DF,Barcelona,34,1987,23.2,23,0.99,16,1,1,3,0,2,5,0.22,3,1,0,1,0,0,Matches,adfc9123
458,Ezequiel Ponce,ar ARG,FW,Elche,24,1997,7.4,17,2.29,12,0,2,2,0,1,1,0.13,0,0,1,0,0,0,Matches,ccbbe661
459,Pere Pons,es ESP,MF,Alavés,28,1993,15.2,22,1.45,16,0,0,0,3,3,0,0.00,0,0,0,0,0,0,Matches,29b61deb
460,Portu,es ESP,FWMF,Real Sociedad,29,1992,17.7,34,1.92,27,3,0,2,1,1,4,0.23,3,0,0,0,1,0,Matches,1bda5842
461,Sergio Postigo,es ESP,DF,Levante,32,1988,9.4,3,0.32,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,474ecac8
462,Darío Poveda,es ESP,FWMF,Getafe,24,1997,4.2,11,2.61,9,0,1,0,0,1,1,0.24,1,0,0,0,0,0,Matches,cbdf7d5c
463,José Pozo,es ESP,MF,Rayo Vallecano,25,1996,0.8,8,10.00,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,fc8b614b
464,Abdón Prats,es ESP,FW,Mallorca,28,1992,7.1,18,2.53,12,0,0,1,3,2,1,0.14,0,0,0,1,0,0,Matches,d1b060e2
465,Alejandro Primo,es ESP,GK,Levante,17,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f38284bb
466,Javi Puado,es ESP,FWMF,Espanyol,23,1998,24.9,39,1.56,32,0,2,3,2,0,3,0.12,2,0,1,0,0,0,Matches,2683eda7
467,Pubill,es ESP,DF,Levante,18,2003,5.7,16,2.81,12,2,0,2,0,0,3,0.53,1,1,0,1,0,0,Matches,365113c0
468,Antonio Puertas,es ESP,MFFW,Granada,29,1992,25.1,53,2.11,37,2,5,1,6,2,6,0.24,4,0,1,0,0,1,Matches,c77a8043
469,Riqui Puig,es ESP,MF,Barcelona,21,1999,5.4,22,4.07,20,0,1,1,0,0,3,0.55,1,0,1,1,0,0,Matches,f090a37a
470,Yacine Qasmi,ma MAR,MF,Rayo Vallecano,30,1991,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3b3cbebb
471,Quini,es ESP,DF,Granada,31,1989,25.6,30,1.17,23,3,1,1,0,2,4,0.16,2,0,0,0,0,2,Matches,7a538238
472,Dani Raba,es ESP,MFFW,Villarreal,25,1995,1.0,6,6.07,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ea6a7ab4
473,Dani Raba,es ESP,MFFW,Granada,25,1995,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ea6a7ab4
474,Uroš Račić,rs SRB,MF,Valencia,23,1998,13.4,21,1.57,15,2,1,1,1,1,0,0.00,0,0,0,0,0,0,Matches,faed84db
475,Nemanja Radoja,rs SRB,MF,Levante,28,1993,13.5,13,0.96,12,0,0,0,1,0,1,0.07,1,0,0,0,0,0,Matches,b5dd3469
476,Rafinha,br BRA,MFFW,Real Sociedad,28,1993,11.7,30,2.57,22,1,0,1,3,3,1,0.09,0,0,0,0,1,0,Matches,0c2ac3cb
477,Antonio Raillo,es ESP,DF,Mallorca,29,1991,17.0,3,0.18,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b857bd29
478,Ivan Rakitić,hr CRO,MF,Sevilla,33,1988,24.2,75,3.09,42,25,0,5,2,1,10,0.41,5,4,0,1,0,0,Matches,89f951b5
479,Jonás Ramalho,es ESP,DF,Osasuna,28,1993,2.7,1,0.37,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,be3a0121
480,Sandro Ramírez,es ESP,FW,Getafe,26,1995,16.2,53,3.26,29,2,7,6,7,2,2,0.12,2,0,0,0,0,0,Matches,833fb62e
481,Raúl,es ESP,FW,Betis,20,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,18f0a9f0
482,Lluís Recasens,es ESP,DF,Espanyol,19,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c31ea173
483,Manolo Reina,es ESP,GK,Mallorca,36,1985,21.0,5,0.24,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,605eb473
484,Karim Rekik,nl NED,DF,Sevilla,26,1994,12.2,16,1.31,13,0,0,0,0,3,2,0.16,2,0,0,0,0,0,Matches,3376a776
485,Álex Remiro,es ESP,GK,Real Sociedad,26,1995,35.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,374ee424
486,Nico Ribaudo,es ESP,MFFW,Espanyol,20,2001,12.4,31,2.50,22,2,2,1,3,1,0,0.00,0,0,0,0,0,0,Matches,ce8039aa
487,Diego Rico,es ESP,DF,Real Sociedad,28,1993,18.3,29,1.59,26,1,0,1,1,0,2,0.11,2,0,0,0,0,0,Matches,d9ba39fc
488,Sergio Rico,es ESP,GK,Mallorca,27,1993,14.0,1,0.07,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5f0241b2
489,Luis Rioja,es ESP,FWMF,Alavés,27,1993,34.6,82,2.37,49,8,13,7,5,0,7,0.20,5,0,1,1,0,0,Matches,eb3dd471
490,Rober,es ESP,DF,Levante,26,1995,22.3,17,0.76,16,0,0,1,0,0,3,0.13,2,0,0,1,0,0,Matches,c00097d2
491,Sergi Roberto,es ESP,MFDF,Barcelona,29,1992,4.4,9,2.03,9,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches,335fa267
492,Rubén Rochina,es ESP,MFFW,Granada,30,1991,8.3,22,2.66,17,3,1,0,0,1,3,0.36,1,2,0,0,0,0,Matches,ecd8c01e
493,Enzo Roco,cl CHI,DF,Elche,28,1992,28.4,7,0.25,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,37f827ec
494,Rodrigo,es ESP,FW,Betis,21,2000,9.8,33,3.37,26,0,1,1,5,0,5,0.51,3,0,0,0,2,0,Matches,85bed4ee
495,Kévin Rodrigues,pt POR,DFFW,Rayo Vallecano,27,1994,4.8,7,1.45,5,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,f1bed920
496,Ángel Rodríguez,es ESP,FW,Mallorca,34,1987,17.2,31,1.81,24,0,2,2,3,0,6,0.35,3,0,1,0,2,0,Matches,8cfc2f69
497,Óscar Rodríguez Arnaiz,es ESP,MFFW,Getafe,23,1998,10.5,25,2.39,10,10,0,2,3,0,3,0.29,3,0,0,0,0,0,Matches,19709006
498,Óscar Rodríguez Arnaiz,es ESP,FWMF,Sevilla,23,1998,4.6,16,3.45,10,3,0,0,1,2,1,0.22,0,0,0,0,1,0,Matches,19709006
499,Dani Rodríguez,es ESP,MFFW,Mallorca,33,1988,31.5,85,2.70,51,9,4,6,11,4,6,0.19,4,1,0,1,0,0,Matches,70f8e0bd
500,Guido Rodríguez,ar ARG,MF,Betis,27,1994,28.1,47,1.67,40,0,1,2,3,1,4,0.14,4,0,0,0,0,0,Matches,34e393f2
501,Rodrygo,br BRA,FW,Real Madrid,20,2001,16.9,65,3.84,40,6,9,2,7,1,11,0.65,8,0,1,1,1,0,Matches,8f5e92a6
502,Leonardo Román,es ESP,GK,Mallorca,21,2000,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,924ff27e
503,Iván Romero,es ESP,FW,Sevilla,20,2001,2.0,3,1.52,1,0,0,0,1,1,1,0.51,1,0,0,0,0,0,Matches,2fbe6af0
504,Unai Ropero,es ESP,MF,Alavés,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7868c973
505,Rubén,es ESP,DF,Espanyol,20,2001,1.7,1,0.60,1,0,0,0,0,0,1,0.60,1,0,0,0,0,0,Matches,35d4f151
506,Aitor Ruibal,es ESP,FWDF,Betis,25,1996,9.5,30,3.15,23,0,4,1,2,0,1,0.11,0,0,0,0,1,0,Matches,a55d8df5
507,Isma Ruiz,es ESP,MF,Granada,20,2001,3.1,4,1.27,4,0,0,0,0,0,1,0.32,1,0,0,0,0,0,Matches,6e36226f
508,Víctor Ruiz,es ESP,DF,Betis,32,1989,15.8,9,0.57,7,0,0,1,0,1,1,0.06,1,0,0,0,0,0,Matches,b3dc6eca
509,Gerónimo Rulli,ar ARG,GK,Villarreal,29,1992,32.0,5,0.16,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,625c144a
510,Franco Russo,ar ARG,DF,Mallorca,26,1994,16.3,4,0.25,1,0,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches,b75ac54b
511,Mathew Ryan,au AUS,GK,Real Sociedad,29,1992,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4535e4bb
512,Youssouf Sabaly,sn SEN,DF,Betis,28,1993,8.8,14,1.60,13,0,0,0,1,0,1,0.11,1,0,0,0,0,0,Matches,fbbb9269
513,Salvi,es ESP,MFFW,Cádiz,30,1991,15.5,20,1.29,13,2,0,5,0,0,3,0.19,1,0,0,2,0,0,Matches,405f267a
