,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,,-additional
276,Iñigo Lekue,es ESP,DF,Athletic Club,25,1993,2.3,154,14,49,81,39,1,128,3,5,60.0,3,0,89,397,199,11,8,0,3,2,88,77,87.5,2,Matches,59b7d823
277,Thomas Lemar,fr FRA,MFFW,Atlético Madrid,22,1995,20.2,1270,10,169,627,580,48,1203,60,84,71.4,60,0,1032,5108,2545,131,46,10,32,54,1151,958,83.2,120,Matches,4dbd0916
278,Clément Lenglet,fr FRA,DF,Barcelona,23,1995,21.5,1344,216,784,619,28,9,1319,4,4,100.0,4,0,939,4857,2813,51,5,0,2,5,965,944,97.8,6,Matches,4f28a6ff
279,Pedro León,es ESP,MFFW,Eibar,31,1986,4.7,225,0,9,78,147,9,199,1,5,20.0,1,0,136,634,350,24,7,1,11,7,204,136,66.7,40,Matches,d66b9872
280,Sergio León,es ESP,FWMF,Betis,29,1989,7.1,189,3,14,91,94,30,178,8,20,40.0,8,1,138,399,134,10,2,4,24,8,271,133,49.1,59,Matches,0a0cc13c
281,Diego Llorente,es ESP,DF,Real Sociedad,24,1993,19.5,1307,176,755,625,33,11,1276,5,6,83.3,5,0,874,5760,3379,59,8,1,6,5,899,875,97.3,11,Matches,bba30585
282,Marcos Llorente,es ESP,MF,Real Madrid,23,1995,6.0,429,25,134,296,37,2,425,5,9,55.6,5,0,348,2114,783,21,7,2,0,3,331,321,97.0,9,Matches,02c15616
283,Giovani Lo Celso,ar ARG,MFFW,Betis,22,1996,26.6,1848,19,199,1060,788,116,1810,68,116,58.6,77,5,1542,9326,4979,257,103,19,61,60,1721,1480,86.0,169,Matches,d7553721
284,Stanislav Lobotka,sk SVK,MF,Celta Vigo,23,1994,27.7,1641,32,334,1111,328,18,1614,33,44,75.0,34,0,1298,7049,3303,122,40,3,20,23,1316,1229,93.4,55,Matches,e1cbb531
285,Samuele Longo,it ITA,FWMF,Huesca,26,1992,6.2,174,8,14,96,70,30,163,10,16,62.5,13,2,120,199,88,6,1,2,24,23,251,122,48.6,37,Matches,1163de29
286,Alejandro López,es ESP,MF,Espanyol,21,1997,1.2,90,5,20,50,33,1,88,0,1,0.0,0,0,72,443,272,13,9,0,1,4,75,69,92.0,4,Matches,f1887f53
287,David López,es ESP,DF,Espanyol,28,1989,20.2,1367,178,733,665,67,18,1316,4,7,57.1,4,0,930,5773,3261,76,15,0,4,2,972,948,97.5,15,Matches,f03f284b
288,Diego López,es ESP,GK,Espanyol,36,1981,38.0,1281,1150,1276,5,1,0,829,1,1,100.0,1,0,577,3108,1834,0,0,0,0,0,478,477,99.8,0,Matches,73683fa9
289,Javi López,es ESP,DF,Espanyol,32,1986,21.6,1355,88,468,641,329,11,1157,25,34,73.5,26,0,833,4292,2419,112,35,3,15,14,794,723,91.1,27,Matches,ffad706e
290,Lluis López,es ESP,DF,Espanyol,21,1997,5.8,294,44,172,127,6,2,288,2,2,100.0,2,0,171,870,425,7,2,0,1,1,181,178,98.3,1,Matches,a685f013
291,Pedro López Muñoz,es ESP,DF,Levante,34,1983,5.2,287,23,86,136,88,4,238,7,10,70.0,7,0,168,1006,549,31,10,3,1,2,166,151,91.0,6,Matches,a60823a4
292,Pau López,es ESP,GK,Betis,23,1994,33.0,1294,1097,1279,16,1,0,990,0,0,,0,0,754,2953,1764,0,0,0,0,0,654,653,99.8,0,Matches,20b9f052
293,Roberto López,es ESP,MF,Real Sociedad,18,2000,0.3,7,2,2,3,2,0,7,0,0,,0,0,2,17,0,0,0,0,0,0,8,2,25.0,0,Matches,2a8c9f98
294,Unai López,es ESP,MF,Athletic Club,22,1995,3.6,290,5,48,194,73,5,285,6,9,66.7,8,0,236,1042,458,26,13,0,3,3,234,220,94.0,11,Matches,88050721
295,Anthony Lozano,hn HON,FWMF,Girona,25,1993,8.1,299,3,41,157,122,40,291,6,14,42.9,7,0,191,1226,769,25,12,5,22,11,308,211,68.5,68,Matches,38699c72
296,Filipe Luís,br BRA,DF,Atlético Madrid,32,1985,22.6,1747,81,483,926,465,40,1540,24,32,75.0,24,1,1189,6418,3683,184,58,8,16,20,1163,1111,95.5,46,Matches,e4ed2628
297,José Luis Gayà,es ESP,DF,Valencia,23,1995,34.9,2208,123,749,1039,560,70,1910,47,69,68.1,48,1,1375,7602,4638,226,61,9,26,20,1375,1268,92.2,81,Matches,b05e2dbd
298,José Luis Morales,es ESP,FWMF,Levante,31,1987,35.5,1262,20,163,488,750,204,1216,82,147,55.8,90,5,1042,5625,3296,178,58,53,84,103,1430,916,64.1,312,Matches,4a478107
299,Luisinho,pt POR,DF,Huesca,33,1985,5.6,303,22,113,154,66,1,266,5,5,100.0,5,0,200,1106,633,25,15,0,2,6,179,175,97.8,4,Matches,a7f00c8c
300,Douglas Luiz,br BRA,MF,Girona,20,1998,16.6,921,51,255,613,135,10,893,22,25,88.0,22,0,647,3631,2045,68,22,1,11,11,612,571,93.3,13,Matches,6f7d826d
301,Antonio Luna,es ESP,DF,Levante,27,1991,14.0,787,57,246,378,214,15,658,12,15,80.0,12,0,451,2626,1305,56,20,2,11,13,466,412,88.4,33,Matches,ed239245
302,Andriy Lunin,ua UKR,GK,Leganés,19,1999,4.1,137,124,136,0,1,0,93,0,0,,0,0,66,243,116,0,0,0,0,1,50,50,100.0,0,Matches,3061e1ec
303,Nemanja Maksimović,rs SRB,MF,Getafe,23,1995,35.7,1142,60,251,710,232,46,1104,9,18,50.0,9,0,475,2620,1192,53,21,3,23,17,589,434,73.7,50,Matches,00b28772
304,Malcom,br BRA,FWDF,Barcelona,21,1997,6.8,388,3,28,157,234,43,375,13,18,72.2,13,0,328,1904,1120,75,17,10,9,4,412,318,77.2,71,Matches,6853490f
305,Hugo Mallo,es ESP,DF,Celta Vigo,27,1991,34.4,2414,138,642,1160,739,56,2021,20,36,55.6,22,1,1366,6247,3447,183,58,8,35,17,1489,1355,91.0,94,Matches,cb574619
306,Aïssa Mandi,dz ALG,DF,Betis,26,1991,34.0,2845,293,1136,1560,319,28,2738,9,12,75.0,10,0,2145,8322,4689,138,44,2,9,8,2252,2203,97.8,24,Matches,fbd6378b
307,Martín Mantovani,ar ARG,DF,Huesca,34,1984,7.8,340,53,181,155,13,9,334,1,3,33.3,2,0,145,625,231,7,1,0,1,3,143,137,95.8,1,Matches,4ffb647d
308,Fran Manzanara,es ESP,DFMF,Levante,21,1996,1.7,94,12,36,55,6,2,91,0,0,,0,0,40,135,42,1,1,0,1,0,55,53,96.4,1,Matches,bbfaeda4
309,Marcelo,br BRA,DF,Real Madrid,30,1988,20.6,1746,39,381,886,581,56,1575,39,53,73.6,40,2,1339,5524,3499,192,46,14,26,16,1399,1300,92.9,71,Matches,603116a7
310,Óscar de Marcos,es ESP,DFFW,Athletic Club,29,1989,26.9,1612,77,380,747,575,55,1377,11,29,37.9,12,1,943,4157,2300,116,46,8,35,22,1162,955,82.2,122,Matches,9f323c71
311,Miguel Marí,es ESP,MF,Eibar,21,1997,0.8,45,1,5,33,10,0,45,0,0,,0,0,31,118,17,1,0,0,0,1,32,28,87.5,1,Matches,d70a3661
312,José María Giménez,uy URU,DF,Atlético Madrid,23,1995,19.7,979,164,543,433,48,25,927,8,9,88.9,9,0,525,2565,1315,19,5,1,1,3,530,518,97.7,19,Matches,f0da930c
313,Mariano,do DOM,FW,Real Madrid,24,1993,5.0,147,2,6,58,95,43,136,4,7,57.1,5,0,92,375,215,10,7,3,8,4,197,110,55.8,54,Matches,5c4dc0ff
314,Adrián Marín,es ESP,DFMF,Alavés,21,1997,3.2,156,9,70,71,26,2,123,4,9,44.4,4,0,62,219,133,7,7,0,3,0,62,54,87.1,3,Matches,b7f2edff
315,Guillermo Maripán,cl CHI,DF,Alavés,24,1994,22.3,964,169,571,405,36,29,903,2,5,40.0,2,0,428,2310,1326,17,2,0,3,1,453,426,94.0,20,Matches,d9764034
316,Roger Martí,es ESP,FW,Levante,27,1991,21.0,603,12,52,283,301,95,583,18,31,58.1,18,0,440,1805,734,48,15,9,42,29,870,451,51.8,160,Matches,0ae4e09a
317,Iñigo Martínez,es ESP,DF,Athletic Club,27,1991,32.2,1764,175,859,952,76,31,1660,4,6,66.7,4,0,986,6339,3467,102,10,0,11,4,1002,970,96.8,29,Matches,3fc45c73
318,Gelson Martins,pt POR,FW,Atlético Madrid,23,1995,2.5,122,0,12,40,80,17,119,8,17,47.1,8,0,105,540,351,17,7,4,6,12,155,83,53.5,29,Matches,3ef0fa48
319,Jordi Masip,es ESP,GK,Valladolid,29,1989,35.0,1206,1096,1202,4,1,0,754,0,0,,0,0,544,3024,1857,0,0,0,1,0,418,414,99.0,0,Matches,8fae77ea
320,Jaime Mata,es ESP,FWMF,Getafe,29,1988,27.0,1034,27,102,467,509,132,1017,25,45,55.6,26,2,698,2742,1206,69,13,8,87,39,1429,772,54.0,294,Matches,02319ad7
321,Borja Mayoral,es ESP,FW,Levante,21,1997,18.0,582,7,44,289,294,70,562,31,59,52.5,35,1,474,2085,924,54,20,12,32,33,764,432,56.5,148,Matches,64e8ed6d
322,Róbert Mazáň,sk SVK,DF,Celta Vigo,24,1994,1.0,65,1,23,25,20,0,58,0,0,,0,0,43,142,67,1,0,0,2,1,55,49,89.1,0,Matches,30672832
323,Álvaro Medrán,es ESP,MF,Rayo Vallecano,24,1994,12.8,898,28,196,567,201,14,838,18,25,72.0,18,0,693,3397,1572,65,23,0,11,23,677,626,92.5,21,Matches,31223bcf
324,Óscar Melendo,es ESP,MFFW,Espanyol,20,1997,22.2,1106,15,162,648,398,29,1086,36,44,81.8,38,0,894,4669,2400,129,58,4,30,40,1068,861,80.6,135,Matches,379652be
325,Gonzalo Melero,es ESP,MF,Huesca,24,1994,14.9,865,36,158,561,212,40,855,15,27,55.6,15,1,650,3223,1633,83,28,1,25,14,728,640,87.9,47,Matches,3902e91b
326,Arthur Melo,br BRA,MF,Barcelona,21,1996,15.9,1405,26,247,938,337,11,1381,18,24,75.0,19,2,1198,6263,2536,111,39,0,10,13,1266,1208,95.4,31,Matches,48b3dd60
327,Brais Méndez,es ESP,MFFW,Celta Vigo,21,1997,26.1,1580,36,196,820,651,78,1445,36,64,56.3,39,2,1114,4458,2285,129,51,13,44,49,1455,1093,75.1,171,Matches,c9e39d91
328,Gabriel Mercado,ar ARG,DF,Sevilla,31,1987,19.3,962,99,447,505,62,10,914,2,3,66.7,2,0,535,2282,1162,35,7,0,4,2,572,535,93.5,10,Matches,bf97c188
329,Mikel Merino,es ESP,MF,Real Sociedad,22,1996,22.8,1401,59,323,866,318,44,1388,27,43,62.8,28,2,1032,4450,2510,98,39,4,37,45,1177,980,83.3,95,Matches,d080ed5e
330,Sabin Merino,es ESP,FWMF,Leganés,26,1992,3.3,138,5,13,59,73,19,134,3,8,37.5,4,0,77,284,119,7,3,3,10,6,207,102,49.3,45,Matches,1d5f96d9
331,Martín Merquelanz,es ESP,MFFW,Real Sociedad,23,1995,0.1,1,0,0,1,1,0,1,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,,0,Matches,ddd5348b
332,Roque Mesa,es ESP,MF,Sevilla,29,1989,19.4,1170,20,238,688,338,39,1128,25,32,78.1,27,1,897,4960,2357,91,27,7,21,36,889,806,90.7,57,Matches,7c4243d4
333,Lionel Messi,ar ARG,FW,Barcelona,31,1987,30.1,2395,0,58,1118,1464,194,2229,149,243,61.3,156,9,2115,10625,6171,408,152,42,51,75,2437,2046,84.0,229,Matches,d70ce98e
334,Míchel,es ESP,MF,Valladolid,30,1988,28.4,1996,50,454,1196,476,14,1791,34,43,79.1,36,2,1323,6232,3251,143,42,10,28,27,1343,1247,92.9,51,Matches,418f8f61
335,Miguel,es ESP,MFFW,Valladolid,18,1999,0.1,13,0,2,4,7,2,13,0,1,0.0,1,0,8,13,4,0,0,0,1,1,14,8,57.1,3,Matches,6763373d
336,Pere Milla,es ESP,FWMF,Eibar,25,1992,3.8,175,0,9,71,103,14,163,4,8,50.0,5,0,117,425,233,18,4,5,12,7,164,119,72.6,30,Matches,335039a2
337,Santi Mina,es ESP,FW,Valencia,22,1995,20.6,746,17,54,381,335,87,727,15,35,42.9,18,1,504,1619,673,50,10,11,62,44,1027,550,53.6,205,Matches,0b90bb97
338,Ignasi Miquel,es ESP,DF,Getafe,25,1992,3.5,130,16,64,70,3,2,125,2,2,100.0,2,0,56,360,188,3,0,0,1,0,48,44,91.7,1,Matches,174f09a6
339,Jorge Miramón,es ESP,DF,Huesca,29,1989,27.7,1629,118,531,784,428,22,1352,38,50,76.0,40,0,966,5615,2916,113,52,5,22,20,871,768,88.2,47,Matches,7f4c7c9f
340,Luka Modrić,hr CRO,MF,Real Madrid,32,1985,29.0,2264,26,321,1357,739,53,2176,62,91,68.1,66,3,1904,9592,4332,242,56,12,34,48,2002,1828,91.3,127,Matches,6025fab1
341,Johan Mojica,co COL,DFMF,Girona,25,1992,0.2,12,0,4,2,7,0,11,0,0,,0,0,7,61,32,2,1,0,1,0,9,8,88.9,0,Matches,608f2092
342,Jorge Molina,es ESP,FW,Getafe,36,1982,29.4,1118,28,52,479,638,153,1099,33,60,55.0,35,2,760,2270,1107,78,22,15,94,53,1621,862,53.2,322,Matches,43f71e77
343,Victor Mollejo,es ESP,FWMF,Atlético Madrid,17,2001,0.7,35,0,9,14,13,2,34,0,1,0.0,0,0,23,82,41,3,1,1,2,3,56,29,51.8,8,Matches,23fffc06
344,Francisco Montero,es ESP,DF,Atlético Madrid,19,1999,4.5,213,30,135,86,4,1,203,0,0,,0,0,123,803,362,2,1,0,2,0,125,116,92.8,1,Matches,3e96f3e7
345,Emre Mor,tr TUR,FWMF,Celta Vigo,21,1997,4.1,142,4,18,69,73,11,141,13,19,68.4,14,0,123,708,319,18,5,1,8,11,140,96,68.6,14,Matches,0c3f7197
346,Álvaro Morata,es ESP,FW,Atlético Madrid,25,1992,12.0,422,13,44,189,222,72,412,15,24,62.5,15,1,262,1244,789,40,15,11,30,19,609,313,51.4,125,Matches,129af0db
347,Álex Moreno,es ESP,DF,Rayo Vallecano,25,1993,34.8,2003,129,607,870,709,84,1662,56,106,52.8,67,4,1216,8806,5824,278,83,40,43,56,1213,1034,85.2,111,Matches,16e9d0ea
348,Gerard Moreno,es ESP,FW,Villarreal,26,1992,25.7,1109,43,94,599,481,135,1059,54,85,63.5,55,2,802,3530,1583,92,28,15,74,41,1328,817,61.5,259,Matches,81f0781e
349,Héctor Moreno,mx MEX,DF,Real Sociedad,30,1988,21.5,1383,172,751,696,49,14,1321,2,3,66.7,2,0,923,6028,3686,99,12,0,2,2,975,946,97.0,8,Matches,5d311e8d
350,Sergio Moreno,es ESP,MF,Rayo Vallecano,19,1999,0.2,3,0,0,1,2,1,3,0,0,,0,0,2,5,1,0,0,0,0,0,8,3,37.5,2,Matches,014b57f5
351,Manu Morlanes,es ESP,MF,Villarreal,19,1999,6.8,387,11,80,258,77,5,382,4,7,57.1,4,0,267,1195,536,27,10,0,4,8,290,267,92.1,9,Matches,a0255c67
352,Loren Morón,es ESP,FW,Betis,24,1993,21.7,683,20,57,337,324,104,654,24,58,41.4,26,5,476,1819,797,43,10,5,50,44,865,468,54.1,156,Matches,3aa4a3be
353,Toni Moya,es ESP,DF,Atlético Madrid,20,1998,1.0,54,3,32,27,0,0,54,0,0,,0,0,39,161,100,2,0,0,0,0,44,43,97.7,0,Matches,9e098912
354,Javi Moyano,es ESP,DF,Valladolid,32,1986,23.3,1178,102,420,558,254,14,955,8,9,88.9,8,0,614,2535,1331,54,20,0,11,8,610,569,93.3,28,Matches,933e8c8a
355,Iker Muniain,es ESP,FWMF,Athletic Club,25,1992,26.5,1545,13,190,895,599,56,1491,56,92,60.9,57,6,1296,6092,3021,153,54,4,39,56,1436,1198,83.4,139,Matches,c05dfb74
356,Marc Muniesa,es ESP,DFMF,Girona,26,1992,15.6,1067,78,453,535,136,12,962,11,14,78.6,11,0,654,2702,1557,45,11,0,9,8,651,623,95.7,18,Matches,4db76f57
357,Aihen Muñoz,es ESP,DF,Real Sociedad,20,1997,10.6,639,39,235,284,147,12,533,12,22,54.5,14,0,382,1834,982,43,10,4,8,8,383,354,92.4,23,Matches,228b0d9d
358,Ezequiel Muñoz,ar ARG,DF,Leganés,27,1990,2.3,135,11,79,57,4,3,133,0,0,,0,0,94,506,179,2,0,0,0,1,91,89,97.8,3,Matches,e4b8c5b6
359,Joaquín Muñoz,es ESP,MF,Atlético Madrid,19,1999,0.0,3,0,0,1,2,0,3,0,0,,0,0,1,0,0,0,0,0,1,0,2,2,100.0,0,Matches,e9fbcc21
360,Luis Muriel,co COL,MFFW,Sevilla,27,1991,1.4,64,1,2,38,30,6,62,6,8,75.0,7,0,42,244,169,10,5,1,2,2,71,49,69.0,12,Matches,eb2fe5b6
361,Jeison Murillo,co COL,DF,Barcelona,26,1992,1.3,135,10,61,85,1,1,131,0,0,,0,0,93,635,464,11,0,0,0,1,108,108,100.0,1,Matches,b233e8e4
362,Jeison Murillo,co COL,DF,Valencia,26,1992,1.0,31,4,18,13,0,0,31,0,0,,0,0,13,36,18,1,0,0,0,0,14,13,92.9,0,Matches,b233e8e4
363,Damián Musto,ar ARG,MF,Huesca,31,1987,18.7,1004,83,301,616,118,14,969,2,3,66.7,2,0,524,1850,823,27,5,0,15,11,573,526,91.8,19,Matches,74e0a984
364,Nacho,es ESP,DF,Real Madrid,28,1990,18.9,1213,108,489,601,175,25,1151,11,17,64.7,12,0,821,2802,1272,45,18,7,9,4,832,812,97.6,17,Matches,2946f9a1
365,Nacho,es ESP,DF,Valladolid,29,1989,35.0,2222,148,693,991,673,39,1890,23,33,69.7,24,0,1312,6691,3970,191,71,8,23,16,1350,1237,91.6,97,Matches,e29d1111
366,Naldo,br BRA,DF,Espanyol,29,1988,15.1,794,158,501,302,22,14,764,6,7,85.7,6,0,420,2220,1069,19,1,0,6,1,445,428,96.2,9,Matches,a2609621
367,Ximo Navarro,es ESP,DF,Alavés,28,1990,28.1,1347,154,581,648,197,18,1180,20,28,71.4,22,0,686,3877,1969,76,25,0,12,17,655,606,92.5,21,Matches,8db394aa
368,Jesús Navas,es ESP,DFMF,Sevilla,32,1985,30.1,2092,93,524,885,852,87,1849,40,59,67.8,44,1,1444,9701,6419,333,87,42,18,15,1563,1374,87.9,127,Matches,3f10bd22
369,Keylor Navas,cr CRC,GK,Real Madrid,31,1986,10.0,314,283,313,1,0,0,241,0,0,,0,0,181,880,484,0,0,0,0,0,145,145,100.0,0,Matches,ecada4fc
370,Raúl Navas,es ESP,DF,Real Sociedad,30,1988,14.6,1013,152,589,469,24,9,985,3,3,100.0,3,0,678,4696,2285,59,4,0,3,0,697,675,96.8,6,Matches,ad178594
371,Neto,br BRA,GK,Valencia,29,1989,34.0,907,810,903,6,0,0,534,0,0,,0,0,331,1965,1224,1,0,0,0,0,214,212,99.1,0,Matches,a9dc785c
372,Saúl Ñíguez,es ESP,MFDF,Atlético Madrid,23,1994,32.5,2042,103,454,1125,582,77,1946,52,77,67.5,57,1,1355,6467,2881,116,39,11,57,24,1529,1313,85.9,111,Matches,c14bc029
373,Peru Nolaskoain,es ESP,DF,Athletic Club,19,1998,5.2,325,41,168,162,13,6,319,1,2,50.0,1,0,204,844,547,20,4,0,2,0,207,206,99.5,6,Matches,857cb4f3
374,Nolito,es ESP,FWMF,Sevilla,31,1986,0.8,46,1,7,18,22,5,43,1,3,33.3,1,0,36,128,73,5,1,0,2,3,51,32,62.7,15,Matches,b2d0ec1b
375,Unai Núñez,es ESP,DF,Athletic Club,21,1997,11.8,670,79,315,364,25,15,662,4,4,100.0,4,0,400,2121,1169,24,1,0,2,1,419,408,97.4,10,Matches,be170419
376,Allan Nyom,cm CMR,DF,Leganés,30,1988,19.0,809,47,204,398,264,23,720,10,23,43.5,12,1,482,2208,1226,60,26,5,10,12,544,449,82.5,25,Matches,97572117
377,Jan Oblak,si SVN,GK,Atlético Madrid,25,1993,37.0,924,843,922,2,0,0,573,1,1,100.0,1,0,356,2054,1282,0,0,0,1,0,271,271,100.0,0,Matches,ee8508c0
378,Álvaro Odriozola,es ESP,DF,Real Madrid,22,1995,13.1,897,29,225,395,341,50,772,13,31,41.9,13,1,643,3755,1989,111,27,12,6,17,686,599,87.3,72,Matches,1d1691ad
379,Dani Ojeda,es ESP,MFDF,Leganés,23,1994,2.1,85,0,12,37,41,6,80,1,4,25.0,2,0,58,306,136,6,3,0,2,1,78,58,74.4,8,Matches,375a669e
380,Lucas Olaza,uy URU,DF,Celta Vigo,24,1994,10.0,570,26,188,279,130,4,492,5,7,71.4,5,1,366,1614,957,40,19,1,4,3,366,339,92.6,14,Matches,4cee5954
381,Oier Olazábal,es ESP,GK,Levante,28,1989,21.0,648,587,648,1,0,0,369,0,0,,0,0,191,1055,674,0,0,0,0,0,113,113,100.0,0,Matches,b5bdf144
382,Kiko Olivas,es ESP,DF,Valladolid,29,1988,34.4,1703,261,973,817,43,14,1660,18,20,90.0,18,0,1039,6328,3524,84,11,0,8,7,989,969,98.0,12,Matches,72b07a9c
383,Paulo Oliveira,pt POR,DF,Eibar,26,1992,24.9,1253,127,544,734,29,16,1212,1,1,100.0,1,0,601,3241,1275,26,4,0,5,2,607,587,96.7,13,Matches,a8fbae1d
384,Mathías Olivera,uy URU,DFMF,Getafe,20,1997,11.2,558,32,140,259,206,26,492,10,21,47.6,11,1,258,1531,996,44,22,3,15,16,355,251,70.7,48,Matches,41c12f75
385,Kenneth Omeruo,ng NGA,DF,Leganés,24,1993,27.0,1268,179,682,632,21,3,1241,9,9,100.0,9,0,695,3562,1299,33,10,0,5,3,630,618,98.1,1,Matches,0f0aa5b4
386,Fabián Orellana,cl CHI,MFFW,Eibar,32,1986,30.4,1801,1,111,707,1113,168,1735,110,202,54.5,125,14,1492,6237,3270,209,57,37,69,108,1743,1344,77.1,337,Matches,c90977db
387,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,21,1997,35.0,1483,37,218,693,712,148,1419,65,114,57.0,74,0,1068,5731,3366,161,68,17,74,87,1547,1038,67.1,269,Matches,8c3c640c
388,Fernando Pacheco,es ESP,GK,Alavés,26,1992,35.0,1149,967,1146,3,0,0,711,0,0,,0,0,450,2690,1980,0,0,0,0,0,340,339,99.7,0,Matches,97852360
389,Rubén Pardo,es ESP,MFFW,Real Sociedad,25,1992,15.2,992,30,162,597,299,14,867,15,19,78.9,16,1,684,3711,1745,69,27,0,8,16,756,665,88.0,41,Matches,2306bfde
390,Daniel Parejo,es ESP,MF,Valencia,29,1989,34.0,2720,92,578,1585,686,48,2401,40,52,76.9,41,5,1772,8058,3885,152,36,4,24,26,1885,1775,94.2,60,Matches,7460ca0d
391,Thomas Partey,gh GHA,MF,Atlético Madrid,25,1993,23.0,1665,45,347,1037,384,16,1601,47,56,83.9,48,1,1251,5827,2962,139,40,2,20,20,1214,1147,94.5,40,Matches,529f49ab
392,Gabriel Paulista,br BRA,DF,Valencia,27,1990,29.1,1618,253,938,731,44,18,1555,2,5,40.0,2,0,943,5383,2892,63,7,0,2,3,934,923,98.8,9,Matches,b7ca5c51
393,Alfonso Pedraza,es ESP,DFFW,Villarreal,22,1996,23.3,1299,73,333,548,514,79,1138,40,67,59.7,46,5,821,4593,2857,141,42,24,34,22,945,766,81.1,115,Matches,63f04c6c
394,Pedrosa,es ESP,DF,Espanyol,20,1998,8.5,422,31,151,189,121,16,351,11,18,61.1,11,1,253,1368,753,34,17,2,12,21,255,224,87.8,26,Matches,112521d1
395,Rubén Peña,es ESP,DF,Eibar,27,1991,29.7,2279,67,442,1199,825,36,1878,62,100,62.0,72,7,1428,8247,4478,224,98,12,31,29,1337,1218,91.1,65,Matches,1f079188
396,Carles Pérez,es ESP,FW,Barcelona,20,1998,0.2,10,0,2,3,6,2,10,1,1,100.0,1,0,8,30,23,1,1,0,0,0,9,8,88.9,0,Matches,a8f21b9f
397,Hernán Pérez,py PAR,FWMF,Espanyol,29,1989,8.8,415,15,92,172,192,38,406,21,43,48.8,24,0,321,1960,1233,58,13,7,23,19,401,286,71.3,79,Matches,e1cea3f7
398,Rubén Pérez,es ESP,MF,Leganés,29,1989,27.5,1632,64,391,1143,181,4,1590,20,28,71.4,21,2,1044,4376,1843,61,9,0,15,8,983,938,95.4,17,Matches,3c7bc9bd
399,Pablo Piatti,ar ARG,FWMF,Espanyol,29,1989,8.3,433,8,69,170,234,35,403,21,31,67.7,22,0,339,1808,1074,60,17,10,25,25,370,284,76.8,63,Matches,48e89655
400,Cristiano Piccini,it ITA,DF,Valencia,25,1992,20.8,1240,78,355,623,366,15,1045,28,49,57.1,31,0,774,4644,2725,132,46,5,20,17,765,699,91.4,26,Matches,32c0491f
401,Tomás Pina Isla,es ESP,MF,Alavés,30,1987,26.0,1289,73,315,859,178,22,1277,13,19,68.4,14,1,811,3279,1353,52,11,1,10,17,840,752,89.5,31,Matches,e54bd0a2
402,Gerard Piqué,es ESP,DF,Barcelona,31,1987,35.0,2760,385,1417,1447,94,32,2687,16,21,76.2,16,0,1915,10931,6477,169,31,1,11,9,1963,1889,96.2,27,Matches,adfc9123
403,Carles Planas,es ESP,DFMF,Girona,27,1991,4.7,260,12,86,123,64,5,227,2,3,66.7,2,0,146,664,390,15,3,1,1,1,176,154,87.5,12,Matches,72b92c4e
404,Óscar Plano,es ESP,MFFW,Valladolid,27,1991,29.9,1238,33,194,624,505,86,1189,28,46,60.9,32,0,865,4965,2335,108,43,10,56,41,1120,791,70.6,207,Matches,7c388b20
405,Stiven Plaza,ec ECU,FWMF,Valladolid,19,1999,0.4,9,0,1,4,4,0,9,0,0,,0,0,7,25,11,1,0,0,0,1,18,9,50.0,0,Matches,f4b7f2ec
406,Pere Pons,es ESP,MF,Girona,25,1993,31.0,1581,52,339,1027,322,34,1559,31,65,47.7,37,1,1032,4476,2372,91,39,5,33,43,1117,988,88.5,78,Matches,29b61deb
407,Pedro Porro,es ESP,DFMF,Girona,18,1999,24.6,1537,65,427,736,493,40,1291,41,75,54.7,47,2,995,5913,3894,180,62,10,36,29,946,823,87.0,88,Matches,27d0a506
408,Francisco Portillo,es ESP,MFFW,Getafe,28,1990,22.2,1039,11,126,530,468,31,1013,45,77,58.4,46,0,874,4041,1927,90,49,3,28,57,961,751,78.1,127,Matches,8e010ff4
409,Portu,es ESP,FWMF,Girona,26,1992,31.3,1055,4,86,475,585,144,1035,35,74,47.3,42,2,834,4297,2674,163,49,24,69,72,1388,804,57.9,307,Matches,1bda5842
410,Sergio Postigo,es ESP,DF,Levante,29,1988,16.1,657,122,363,315,20,11,634,2,3,66.7,2,0,338,1886,1159,27,1,0,4,2,326,315,96.6,8,Matches,474ecac8
411,José Pozo,es ESP,MFFW,Rayo Vallecano,22,1996,18.0,971,13,126,567,390,46,949,57,83,68.7,62,0,859,4878,2951,152,55,12,36,57,905,765,84.5,136,Matches,fc8b614b
412,Sanjin Prcić,ba BIH,MF,Levante,24,1993,5.9,346,20,86,221,62,0,342,6,7,85.7,6,1,211,1200,583,24,9,0,3,3,207,198,95.7,7,Matches,51c30111
413,Quincy Promes,nl NED,DFMF,Sevilla,26,1992,17.6,1136,31,255,483,479,78,1009,35,49,71.4,37,0,805,4233,2840,144,34,32,36,19,905,736,81.3,110,Matches,b182a240
414,Javi Puado,es ESP,FWMF,Espanyol,20,1998,4.0,144,9,37,48,69,21,140,4,9,44.4,4,0,96,691,411,16,5,3,12,7,164,92,56.1,32,Matches,2683eda7
415,Riqui Puig,es ESP,MF,Barcelona,18,1999,1.7,132,1,14,97,30,2,132,1,1,100.0,1,1,105,633,307,14,2,2,3,3,121,109,90.1,7,Matches,f090a37a
