,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,,-additional
290,Lluis López,es ESP,DF,Espanyol,21,1997,5.8,1,1,1,0,0,1,2,50.0,1,52,16,30.8,35,17,0,11,1,0,10,7,8,29,0,Matches,a685f013
291,Pedro López Muñoz,es ESP,DF,Levante,34,1983,5.2,6,4,5,1,0,2,6,33.3,4,76,18,23.7,52,16,8,9,1,0,8,7,13,8,0,Matches,a60823a4
292,Pau López,es ESP,GK,Betis,23,1994,33.0,0,0,0,0,0,0,3,0.0,3,3,1,33.3,3,0,0,1,0,0,1,0,0,3,1,Matches,20b9f052
293,Roberto López,es ESP,MF,Real Sociedad,18,2000,0.3,0,0,0,0,0,0,1,0.0,1,5,2,40.0,3,1,1,1,0,0,1,0,0,1,0,Matches,2a8c9f98
294,Unai López,es ESP,MF,Athletic Club,22,1995,3.6,5,3,3,0,2,1,15,6.7,14,62,19,30.6,18,35,9,11,3,0,8,1,6,4,0,Matches,88050721
295,Anthony Lozano,hn HON,FWMF,Girona,25,1993,8.1,9,4,3,6,0,1,10,10.0,9,153,35,22.9,30,73,50,11,1,0,10,1,10,4,0,Matches,38699c72
296,Filipe Luís,br BRA,DF,Atlético Madrid,32,1985,22.6,64,40,33,25,6,21,51,41.2,30,322,101,31.4,163,128,31,42,3,0,39,24,88,46,0,Matches,e4ed2628
297,José Luis Gayà,es ESP,DF,Valencia,23,1995,34.9,80,39,56,19,5,37,73,50.7,36,442,127,28.7,229,162,51,69,7,0,62,36,116,112,1,Matches,b05e2dbd
298,José Luis Morales,es ESP,FWMF,Levante,31,1987,35.5,19,8,7,7,5,9,54,16.7,45,620,124,20.0,110,271,239,35,2,0,33,16,35,7,0,Matches,4a478107
299,Luisinho,pt POR,DF,Huesca,33,1985,5.6,15,9,12,2,1,7,18,38.9,11,46,17,37.0,29,16,1,9,1,0,8,11,26,14,0,Matches,a7f00c8c
300,Douglas Luiz,br BRA,MF,Girona,20,1998,16.6,36,29,15,18,3,12,43,27.9,31,340,88,25.9,137,170,33,27,5,0,22,16,52,30,1,Matches,6f7d826d
301,Antonio Luna,es ESP,DF,Levante,27,1991,14.0,19,18,12,6,1,5,18,27.8,13,222,58,26.1,111,78,33,34,4,0,30,12,31,41,1,Matches,ed239245
302,Andriy Lunin,ua UKR,GK,Leganés,19,1999,4.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,0,Matches,3061e1ec
303,Nemanja Maksimović,rs SRB,MF,Getafe,23,1995,35.7,70,45,24,42,4,21,67,31.3,46,874,224,25.6,192,536,146,95,21,0,74,49,119,38,1,Matches,00b28772
304,Malcom,br BRA,FWDF,Barcelona,21,1997,6.8,4,3,0,2,2,1,5,20.0,4,118,29,24.6,12,65,41,10,1,0,9,1,5,2,0,Matches,6853490f
305,Hugo Mallo,es ESP,DF,Celta Vigo,27,1991,34.4,68,43,41,20,7,25,68,36.8,43,538,172,32.0,297,179,62,82,16,0,66,30,98,150,1,Matches,cb574619
306,Aïssa Mandi,dz ALG,DF,Betis,26,1991,34.0,54,44,31,20,3,13,31,41.9,18,305,95,31.1,161,115,29,48,25,1,23,39,93,69,0,Matches,fbd6378b
307,Martín Mantovani,ar ARG,DF,Huesca,34,1984,7.8,21,16,17,4,0,11,19,57.9,8,60,24,40.0,42,18,0,9,6,0,3,10,31,81,0,Matches,4ffb647d
308,Fran Manzanara,es ESP,DFMF,Levante,21,1996,1.7,7,4,4,3,0,4,5,80.0,1,28,4,14.3,15,11,2,5,2,0,3,1,8,8,0,Matches,bbfaeda4
309,Marcelo,br BRA,DF,Real Madrid,30,1988,20.6,36,17,17,13,6,14,37,37.8,23,220,69,31.4,77,91,52,33,2,0,31,13,49,22,0,Matches,603116a7
310,Óscar de Marcos,es ESP,DFFW,Athletic Club,29,1989,26.9,59,38,32,16,11,26,65,40.0,39,383,98,25.6,154,139,90,54,4,0,50,25,84,50,1,Matches,9f323c71
311,Miguel Marí,es ESP,MF,Eibar,21,1997,0.8,0,0,0,0,0,0,3,0.0,3,16,7,43.8,1,14,1,1,0,0,1,0,0,1,0,Matches,d70a3661
312,José María Giménez,uy URU,DF,Atlético Madrid,23,1995,19.7,32,18,26,6,0,13,29,44.8,16,171,54,31.6,115,52,4,35,18,0,17,26,58,124,0,Matches,f0da930c
313,Mariano,do DOM,FW,Real Madrid,24,1993,5.0,1,1,1,0,0,0,5,0.0,5,81,12,14.8,4,47,30,1,0,0,1,2,3,2,0,Matches,5c4dc0ff
314,Adrián Marín,es ESP,DFMF,Alavés,21,1997,3.2,10,7,5,5,0,2,6,33.3,4,47,14,29.8,22,24,1,7,0,0,7,4,14,14,0,Matches,b7f2edff
315,Guillermo Maripán,cl CHI,DF,Alavés,24,1994,22.3,46,25,34,12,0,22,37,59.5,15,193,66,34.2,135,53,5,41,16,0,25,23,69,157,3,Matches,d9764034
316,Roger Martí,es ESP,FW,Levante,27,1991,21.0,10,8,1,5,4,1,23,4.3,22,371,73,19.7,34,203,134,16,4,0,12,3,13,8,0,Matches,0ae4e09a
317,Iñigo Martínez,es ESP,DF,Athletic Club,27,1991,32.2,48,30,37,10,1,13,31,41.9,18,234,87,37.2,136,90,8,40,14,0,26,49,97,189,2,Matches,3fc45c73
318,Gelson Martins,pt POR,FW,Atlético Madrid,23,1995,2.5,5,2,2,2,1,0,1,0.0,1,56,13,23.2,12,30,14,4,0,0,4,1,6,0,0,Matches,3ef0fa48
319,Jordi Masip,es ESP,GK,Valladolid,29,1989,35.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,1,0,0,1,1,1,1,1,Matches,8fae77ea
320,Jaime Mata,es ESP,FWMF,Getafe,29,1988,27.0,35,22,11,15,9,9,28,32.1,19,438,119,27.2,48,229,161,23,2,0,21,10,45,25,0,Matches,02319ad7
321,Borja Mayoral,es ESP,FW,Levante,21,1997,18.0,11,8,2,6,3,3,15,20.0,12,270,48,17.8,17,123,130,8,0,0,8,6,17,8,0,Matches,64e8ed6d
322,Róbert Mazáň,sk SVK,DF,Celta Vigo,24,1994,1.0,3,2,3,0,0,3,3,100.0,0,20,6,30.0,6,12,2,1,0,0,1,2,5,0,0,Matches,30672832
323,Álvaro Medrán,es ESP,MF,Rayo Vallecano,24,1994,12.8,13,9,4,5,4,4,20,20.0,16,191,52,27.2,65,96,30,14,2,0,12,13,26,11,0,Matches,31223bcf
324,Óscar Melendo,es ESP,MFFW,Espanyol,20,1997,22.2,20,12,9,7,4,9,29,31.0,20,446,107,24.0,114,219,113,27,1,0,26,13,33,6,0,Matches,379652be
325,Gonzalo Melero,es ESP,MF,Huesca,24,1994,14.9,24,22,5,18,1,10,49,20.4,39,366,86,23.5,90,205,71,18,6,0,12,3,27,25,0,Matches,3902e91b
326,Arthur Melo,br BRA,MF,Barcelona,21,1996,15.9,17,15,5,9,3,5,18,27.8,13,350,98,28.0,78,198,74,15,1,0,14,9,26,5,0,Matches,48b3dd60
327,Brais Méndez,es ESP,MFFW,Celta Vigo,21,1997,26.1,58,43,21,29,8,16,62,25.8,46,686,181,26.4,181,337,168,37,1,0,36,15,73,25,0,Matches,c9e39d91
328,Gabriel Mercado,ar ARG,DF,Sevilla,31,1987,19.3,40,27,22,17,1,19,34,55.9,15,183,63,34.4,97,73,13,40,14,0,26,17,57,89,1,Matches,bf97c188
329,Mikel Merino,es ESP,MF,Real Sociedad,22,1996,22.8,48,38,19,26,3,16,59,27.1,43,656,138,21.0,156,351,149,41,4,0,37,27,75,37,2,Matches,d080ed5e
330,Sabin Merino,es ESP,FWMF,Leganés,26,1992,3.3,2,2,0,1,1,0,2,0.0,2,52,12,23.1,7,32,13,3,1,0,2,0,2,5,0,Matches,1d5f96d9
331,Martín Merquelanz,es ESP,MFFW,Real Sociedad,23,1995,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,ddd5348b
332,Roque Mesa,es ESP,MF,Sevilla,29,1989,19.4,50,36,24,17,9,12,35,34.3,23,445,116,26.1,144,217,84,20,2,0,18,19,69,10,0,Matches,7c4243d4
333,Lionel Messi,ar ARG,FW,Barcelona,31,1987,30.1,15,12,6,3,6,3,20,15.0,17,324,91,28.1,25,131,168,14,0,0,14,5,20,0,0,Matches,d70ce98e
334,Míchel,es ESP,MF,Valladolid,30,1988,28.4,57,47,25,28,4,19,85,22.4,66,596,136,22.8,206,350,40,49,3,0,46,34,91,39,1,Matches,418f8f61
335,Miguel,es ESP,MFFW,Valladolid,18,1999,0.1,0,0,0,0,0,0,0,,0,7,1,14.3,1,4,2,0,0,0,0,0,0,0,0,Matches,6763373d
336,Pere Milla,es ESP,FWMF,Eibar,25,1992,3.8,7,6,1,4,2,0,5,0.0,5,95,35,36.8,19,54,22,7,1,0,6,3,10,0,0,Matches,335039a2
337,Santi Mina,es ESP,FW,Valencia,22,1995,20.6,19,14,3,13,3,2,25,8.0,23,505,94,18.6,38,255,212,25,2,0,23,4,23,16,0,Matches,0b90bb97
338,Ignasi Miquel,es ESP,DF,Getafe,25,1992,3.5,2,2,0,2,0,1,2,50.0,1,30,10,33.3,13,16,1,7,3,0,4,4,6,28,0,Matches,174f09a6
339,Jorge Miramón,es ESP,DF,Huesca,29,1989,27.7,70,44,45,18,7,28,67,41.8,39,384,124,32.3,208,121,55,55,10,1,45,43,113,61,4,Matches,7f4c7c9f
340,Luka Modrić,hr CRO,MF,Real Madrid,32,1985,29.0,41,30,8,24,9,8,56,14.3,48,562,115,20.5,112,309,141,23,3,0,20,37,78,7,0,Matches,6025fab1
341,Johan Mojica,co COL,DFMF,Girona,25,1992,0.2,1,0,1,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0,Matches,608f2092
342,Jorge Molina,es ESP,FW,Getafe,36,1982,29.4,16,11,1,9,6,0,17,0.0,17,411,84,20.4,20,180,211,31,1,0,30,4,20,25,0,Matches,43f71e77
343,Victor Mollejo,es ESP,FWMF,Atlético Madrid,17,2001,0.7,0,0,0,0,0,0,2,0.0,2,11,1,9.1,6,4,1,0,0,0,0,0,0,1,0,Matches,23fffc06
344,Francisco Montero,es ESP,DF,Atlético Madrid,19,1999,4.5,8,5,6,2,0,5,7,71.4,2,50,15,30.0,33,16,1,10,3,0,7,7,15,27,1,Matches,3e96f3e7
345,Emre Mor,tr TUR,FWMF,Celta Vigo,21,1997,4.1,5,3,2,1,2,3,11,27.3,8,128,22,17.2,33,74,21,4,0,0,4,3,8,1,0,Matches,0c3f7197
346,Álvaro Morata,es ESP,FW,Atlético Madrid,25,1992,12.0,13,10,1,2,10,2,14,14.3,12,267,71,26.6,11,126,130,9,1,0,8,5,18,11,0,Matches,129af0db
347,Álex Moreno,es ESP,DF,Rayo Vallecano,25,1993,34.8,59,36,39,17,3,25,67,37.3,42,560,145,25.9,309,175,76,66,7,0,59,42,101,105,0,Matches,16e9d0ea
348,Gerard Moreno,es ESP,FW,Villarreal,26,1992,25.7,20,16,2,14,4,7,27,25.9,20,389,81,20.8,32,212,145,27,9,0,18,11,31,31,0,Matches,81f0781e
349,Héctor Moreno,mx MEX,DF,Real Sociedad,30,1988,21.5,17,10,12,5,0,8,19,42.1,11,127,43,33.9,69,51,7,43,21,1,22,12,29,92,0,Matches,5d311e8d
350,Sergio Moreno,es ESP,MF,Rayo Vallecano,19,1999,0.2,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches,014b57f5
351,Manu Morlanes,es ESP,MF,Villarreal,19,1999,6.8,18,13,8,8,2,7,20,35.0,13,170,35,20.6,52,89,29,10,2,0,8,3,21,6,0,Matches,a0255c67
352,Loren Morón,es ESP,FW,Betis,24,1993,21.7,18,16,4,10,4,6,32,18.8,26,411,97,23.6,18,185,208,28,4,0,24,7,25,16,0,Matches,3aa4a3be
353,Toni Moya,es ESP,DF,Atlético Madrid,20,1998,1.0,2,2,1,1,0,0,1,0.0,1,12,5,41.7,4,7,1,0,0,0,0,0,2,3,0,Matches,9e098912
354,Javi Moyano,es ESP,DF,Valladolid,32,1986,23.3,32,24,26,3,3,20,37,54.1,17,228,67,29.4,138,83,7,42,9,0,33,24,56,82,0,Matches,933e8c8a
355,Iker Muniain,es ESP,FWMF,Athletic Club,25,1992,26.5,28,23,9,16,3,5,35,14.3,30,486,129,26.5,93,261,132,24,4,0,20,6,34,10,0,Matches,c05dfb74
356,Marc Muniesa,es ESP,DFMF,Girona,26,1992,15.6,41,21,28,11,2,9,23,39.1,14,259,72,27.8,131,104,24,37,7,0,30,31,72,51,1,Matches,4db76f57
357,Aihen Muñoz,es ESP,DF,Real Sociedad,20,1997,10.6,17,11,15,2,0,8,15,53.3,7,159,39,24.5,92,47,20,30,7,0,23,8,25,34,0,Matches,228b0d9d
358,Ezequiel Muñoz,ar ARG,DF,Leganés,27,1990,2.3,5,3,2,3,0,1,1,100.0,0,16,4,25.0,9,5,2,2,1,0,1,0,5,10,0,Matches,e4b8c5b6
359,Joaquín Muñoz,es ESP,MF,Atlético Madrid,19,1999,0.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,Matches,e9fbcc21
360,Luis Muriel,co COL,MFFW,Sevilla,27,1991,1.4,3,3,0,2,1,0,6,0.0,6,34,6,17.6,6,15,13,5,1,0,4,0,3,1,0,Matches,eb2fe5b6
361,Jeison Murillo,co COL,DF,Barcelona,26,1992,1.3,2,1,1,1,0,0,2,0.0,2,14,5,35.7,9,4,1,1,1,0,0,2,4,8,1,Matches,b233e8e4
362,Jeison Murillo,co COL,DF,Valencia,26,1992,1.0,3,2,1,2,0,1,2,50.0,1,13,6,46.2,5,8,0,2,1,0,1,2,5,3,0,Matches,b233e8e4
363,Damián Musto,ar ARG,MF,Huesca,31,1987,18.7,50,40,20,27,3,15,41,36.6,26,240,61,25.4,85,129,26,28,8,0,20,33,83,71,0,Matches,74e0a984
364,Nacho,es ESP,DF,Real Madrid,28,1990,18.9,35,23,16,15,4,13,33,39.4,20,151,53,35.1,67,69,15,35,9,0,26,26,61,61,0,Matches,2946f9a1
365,Nacho,es ESP,DF,Valladolid,29,1989,35.0,106,63,68,31,7,51,110,46.4,59,537,138,25.7,343,138,56,90,12,0,78,37,143,112,0,Matches,e29d1111
366,Naldo,br BRA,DF,Espanyol,29,1988,15.1,12,8,7,4,1,5,12,41.7,7,106,34,32.1,59,41,6,25,13,0,12,19,31,128,3,Matches,a2609621
367,Ximo Navarro,es ESP,DF,Alavés,28,1990,28.1,53,23,40,10,3,18,39,46.2,21,252,80,31.7,164,65,23,41,12,1,29,53,106,147,1,Matches,8db394aa
368,Jesús Navas,es ESP,DFMF,Sevilla,32,1985,30.1,30,23,19,9,2,18,33,54.5,15,256,69,27.0,116,80,60,47,5,1,42,24,54,64,0,Matches,3f10bd22
369,Keylor Navas,cr CRC,GK,Real Madrid,31,1986,10.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches,ecada4fc
370,Raúl Navas,es ESP,DF,Real Sociedad,30,1988,14.6,22,13,18,4,0,13,24,54.2,11,96,41,42.7,62,32,2,25,7,1,18,13,35,73,1,Matches,ad178594
371,Neto,br BRA,GK,Valencia,29,1989,34.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,1,0,0,1,0,0,0,2,Matches,a9dc785c
372,Saúl Ñíguez,es ESP,MFDF,Atlético Madrid,23,1994,32.5,81,60,36,40,5,30,88,34.1,58,761,176,23.1,252,389,120,95,10,1,85,30,111,69,0,Matches,c14bc029
373,Peru Nolaskoain,es ESP,DF,Athletic Club,19,1998,5.2,10,9,8,2,0,5,12,41.7,7,34,13,38.2,22,10,2,15,9,1,6,12,22,15,0,Matches,857cb4f3
374,Nolito,es ESP,FWMF,Sevilla,31,1986,0.8,4,3,2,1,1,0,2,0.0,2,12,6,50.0,1,7,4,1,0,0,1,0,4,1,0,Matches,b2d0ec1b
375,Unai Núñez,es ESP,DF,Athletic Club,21,1997,11.8,20,14,13,7,0,8,13,61.5,5,72,30,41.7,46,21,5,27,13,0,14,13,33,67,0,Matches,be170419
376,Allan Nyom,cm CMR,DF,Leganés,30,1988,19.0,39,25,22,13,4,17,25,68.0,8,306,92,30.1,144,121,41,25,2,0,23,21,60,43,0,Matches,97572117
377,Jan Oblak,si SVN,GK,Atlético Madrid,25,1993,37.0,0,0,0,0,0,0,0,,0,3,0,0.0,3,0,0,0,0,0,0,0,0,0,1,Matches,ee8508c0
378,Álvaro Odriozola,es ESP,DF,Real Madrid,22,1995,13.1,28,17,16,8,4,10,23,43.5,13,183,52,28.4,81,67,35,22,1,0,21,11,39,13,0,Matches,1d1691ad
379,Dani Ojeda,es ESP,MFDF,Leganés,23,1994,2.1,5,5,3,0,2,2,4,50.0,2,42,15,35.7,22,13,7,1,0,0,1,1,6,0,0,Matches,375a669e
380,Lucas Olaza,uy URU,DF,Celta Vigo,24,1994,10.0,31,17,19,10,2,16,19,84.2,3,127,42,33.1,75,33,19,18,4,0,14,4,35,21,0,Matches,4cee5954
381,Oier Olazábal,es ESP,GK,Levante,28,1989,21.0,1,0,1,0,0,0,2,0.0,2,1,0,0.0,1,0,0,2,0,0,2,0,1,2,3,Matches,b5bdf144
382,Kiko Olivas,es ESP,DF,Valladolid,29,1988,34.4,52,40,39,12,1,13,51,25.5,38,280,103,36.8,198,75,7,48,27,0,21,46,98,183,3,Matches,72b07a9c
383,Paulo Oliveira,pt POR,DF,Eibar,26,1992,24.9,49,25,37,11,1,20,41,48.8,21,171,51,29.8,103,64,4,37,12,0,25,19,68,173,1,Matches,a8fbae1d
384,Mathías Olivera,uy URU,DFMF,Getafe,20,1997,11.2,32,27,15,10,7,11,22,50.0,11,237,66,27.8,87,95,55,30,3,0,27,6,38,34,0,Matches,41c12f75
385,Kenneth Omeruo,ng NGA,DF,Leganés,24,1993,27.0,48,32,40,8,0,18,28,64.3,10,178,48,27.0,140,36,2,38,10,1,28,28,76,208,2,Matches,0f0aa5b4
386,Fabián Orellana,cl CHI,MFFW,Eibar,32,1986,30.4,32,23,12,13,7,6,50,12.0,44,466,123,26.4,79,203,184,34,1,0,33,18,50,4,0,Matches,c90977db
387,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,21,1997,35.0,31,22,13,14,4,11,58,19.0,47,764,181,23.7,120,394,250,75,7,0,68,12,43,19,0,Matches,8c3c640c
388,Fernando Pacheco,es ESP,GK,Alavés,26,1992,35.0,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,0,0,0,0,0,0,2,0,Matches,97852360
389,Rubén Pardo,es ESP,MFFW,Real Sociedad,25,1992,15.2,17,13,4,13,0,6,19,31.6,13,299,60,20.1,65,173,61,25,6,0,19,15,32,12,1,Matches,2306bfde
390,Daniel Parejo,es ESP,MF,Valencia,29,1989,34.0,65,50,34,25,6,27,105,25.7,78,728,183,25.1,258,356,114,51,9,0,42,38,103,40,2,Matches,7460ca0d
391,Thomas Partey,gh GHA,MF,Atlético Madrid,25,1993,23.0,62,41,30,27,5,14,51,27.5,37,498,147,29.5,142,268,88,47,8,0,39,37,99,27,1,Matches,529f49ab
392,Gabriel Paulista,br BRA,DF,Valencia,27,1990,29.1,29,17,18,9,2,10,28,35.7,18,122,48,39.3,81,38,3,51,20,0,31,53,82,183,0,Matches,b7ca5c51
393,Alfonso Pedraza,es ESP,DFFW,Villarreal,22,1996,23.3,65,41,40,18,7,31,86,36.0,55,528,129,24.4,238,201,89,57,8,0,49,20,85,51,0,Matches,63f04c6c
394,Pedrosa,es ESP,DF,Espanyol,20,1998,8.5,17,12,9,5,3,8,22,36.4,14,133,28,21.1,74,42,17,17,4,0,13,9,26,28,0,Matches,112521d1
395,Rubén Peña,es ESP,DF,Eibar,27,1991,29.7,73,46,30,31,12,27,69,39.1,42,484,174,36.0,197,180,107,61,8,0,53,32,105,57,0,Matches,1f079188
396,Carles Pérez,es ESP,FW,Barcelona,20,1998,0.2,0,0,0,0,0,0,0,,0,4,0,0.0,0,4,0,1,0,0,1,0,0,0,0,Matches,a8f21b9f
397,Hernán Pérez,py PAR,FWMF,Espanyol,29,1989,8.8,20,17,10,7,3,7,33,21.2,26,162,29,17.9,58,71,33,12,1,0,11,6,26,10,0,Matches,e1cea3f7
398,Rubén Pérez,es ESP,MF,Leganés,29,1989,27.5,76,50,36,37,3,27,89,30.3,62,526,139,26.4,195,291,40,56,8,0,48,33,109,45,1,Matches,3c7bc9bd
399,Pablo Piatti,ar ARG,FWMF,Espanyol,29,1989,8.3,23,22,8,9,6,7,22,31.8,15,198,45,22.7,63,96,39,15,0,0,15,2,25,5,0,Matches,48e89655
400,Cristiano Piccini,it ITA,DF,Valencia,25,1992,20.8,40,27,29,9,2,15,28,53.6,13,295,88,29.8,147,102,46,37,5,1,32,19,59,55,2,Matches,32c0491f
401,Tomás Pina Isla,es ESP,MF,Alavés,30,1987,26.0,57,38,22,31,4,14,51,27.5,37,434,124,28.6,154,233,47,38,6,0,32,28,85,44,0,Matches,e54bd0a2
402,Gerard Piqué,es ESP,DF,Barcelona,31,1987,35.0,45,27,29,15,1,20,37,54.1,17,273,87,31.9,160,101,12,63,26,2,37,32,77,156,2,Matches,adfc9123
403,Carles Planas,es ESP,DFMF,Girona,27,1991,4.7,11,6,7,4,0,4,15,26.7,11,84,20,23.8,40,41,3,9,0,0,9,4,15,12,0,Matches,72b92c4e
404,Óscar Plano,es ESP,MFFW,Valladolid,27,1991,29.9,59,42,31,20,8,15,62,24.2,47,567,154,27.2,165,260,142,38,5,0,33,21,80,27,1,Matches,7c388b20
405,Stiven Plaza,ec ECU,FWMF,Valladolid,19,1999,0.4,0,0,0,0,0,0,0,,0,4,0,0.0,0,1,3,0,0,0,0,0,0,0,0,Matches,f4b7f2ec
406,Pere Pons,es ESP,MF,Girona,25,1993,31.0,83,57,31,40,12,27,100,27.0,73,726,196,27.0,242,402,82,61,9,0,52,31,114,40,0,Matches,29b61deb
407,Pedro Porro,es ESP,DFMF,Girona,18,1999,24.6,50,32,28,14,8,26,79,32.9,53,423,95,22.5,203,148,72,58,2,0,56,40,90,42,0,Matches,27d0a506
408,Francisco Portillo,es ESP,MFFW,Getafe,28,1990,22.2,20,10,5,10,5,7,32,21.9,25,472,120,25.4,113,256,103,29,1,0,28,12,32,5,0,Matches,8e010ff4
409,Portu,es ESP,FWMF,Girona,26,1992,31.3,30,20,7,14,9,8,38,21.1,30,574,132,23.0,86,279,209,32,1,0,31,6,36,6,0,Matches,1bda5842
410,Sergio Postigo,es ESP,DF,Levante,29,1988,16.1,26,16,24,2,0,12,26,46.2,14,69,28,40.6,52,14,3,24,13,1,11,18,44,90,0,Matches,474ecac8
411,José Pozo,es ESP,MFFW,Rayo Vallecano,22,1996,18.0,17,12,7,7,3,6,25,24.0,19,306,74,24.2,59,169,78,6,1,0,5,6,23,8,0,Matches,fc8b614b
412,Sanjin Prcić,ba BIH,MF,Levante,24,1993,5.9,17,11,8,7,2,6,12,50.0,6,80,20,25.0,28,43,9,18,7,0,11,6,23,11,0,Matches,51c30111
413,Quincy Promes,nl NED,DFMF,Sevilla,26,1992,17.6,33,20,21,8,4,15,27,55.6,12,274,62,22.6,94,101,79,25,3,0,22,13,46,23,0,Matches,b182a240
414,Javi Puado,es ESP,FWMF,Espanyol,20,1998,4.0,3,2,2,1,0,1,7,14.3,6,81,21,25.9,29,30,22,8,1,0,7,6,9,7,0,Matches,2683eda7
415,Riqui Puig,es ESP,MF,Barcelona,18,1999,1.7,1,1,0,0,1,0,1,0.0,1,37,9,24.3,2,21,14,2,0,0,2,1,2,2,0,Matches,f090a37a
416,Jorge Pulido,es ESP,DF,Huesca,27,1991,30.9,63,33,42,16,5,29,58,50.0,29,318,106,33.3,166,127,25,48,17,1,31,36,99,179,1,Matches,978cd030
417,Xavi Quintillà,es ESP,DF,Villarreal,21,1996,7.0,12,9,7,5,0,5,15,33.3,10,66,20,30.3,36,26,4,13,3,0,10,4,16,22,0,Matches,84fb6aff
418,Dani Raba,es ESP,MF,Villarreal,22,1995,2.1,5,1,1,2,2,3,7,42.9,4,31,6,19.4,8,18,5,2,0,0,2,0,5,0,0,Matches,ea6a7ab4
419,Rafinha,br BRA,FWMF,Barcelona,25,1993,2.5,8,5,4,3,1,2,6,33.3,4,86,23,26.7,14,41,31,4,1,0,3,1,9,2,0,Matches,0c2ac3cb
420,Ivan Rakitić,hr CRO,MF,Barcelona,30,1988,29.4,37,28,14,18,5,14,51,27.5,37,543,140,25.8,107,315,121,44,7,0,37,39,76,29,0,Matches,89f951b5
421,Jonás Ramalho,es ESP,DF,Girona,25,1993,18.0,10,3,9,1,0,5,14,35.7,9,176,37,21.0,113,50,13,39,11,0,28,9,19,87,2,Matches,be3a0121
422,Sandro Ramírez,es ESP,FWMF,Real Sociedad,23,1995,11.7,20,13,6,10,4,7,19,36.8,12,257,63,24.5,60,117,80,15,2,0,13,7,27,1,0,Matches,833fb62e
423,Iván Ramis,es ESP,DF,Eibar,33,1984,18.6,22,16,9,10,3,12,22,54.5,10,86,36,41.9,44,37,5,19,7,0,12,12,34,113,0,Matches,d2be40f2
424,Chris Ramos,es ESP,FW,Valladolid,21,1997,0.7,1,0,0,0,1,0,1,0.0,1,16,4,25.0,0,6,10,2,0,0,2,0,1,1,0,Matches,44e07fac
425,Sergio Ramos,es ESP,DF,Real Madrid,32,1986,27.5,50,34,30,20,0,20,43,46.5,23,202,72,35.6,112,83,7,47,18,0,29,27,77,95,3,Matches,08511d65
426,Recio,es ESP,MF,Leganés,27,1991,14.3,30,22,11,16,3,10,34,29.4,24,304,67,22.0,106,157,41,16,1,0,15,13,43,21,0,Matches,54073b28
427,Sergio Reguilón,es ESP,DF,Real Madrid,21,1996,12.4,23,15,14,8,1,7,22,31.8,15,210,58,27.6,101,75,34,28,4,0,24,17,40,39,0,Matches,3353737a
428,Diego Reyes,mx MEX,DF,Leganés,25,1992,3.6,7,6,3,4,0,2,5,40.0,3,32,15,46.9,18,13,1,9,5,0,4,2,9,28,0,Matches,d4f46475
429,Mikel Rico,es ESP,MF,Athletic Club,33,1984,2.7,2,1,1,1,0,0,6,0.0,6,62,11,17.7,13,32,17,4,2,0,2,3,5,7,0,Matches,def69cd0
430,Asier Riesgo,es ESP,GK,Eibar,34,1983,14.0,0,0,0,0,0,0,2,0.0,2,1,1,100.0,1,0,0,0,0,0,0,0,0,1,1,Matches,581c5276
431,Cristian Rivera,es ESP,MF,Huesca,21,1997,18.8,36,25,16,18,2,8,23,34.8,15,341,94,27.6,111,190,40,31,3,0,28,30,66,29,0,Matches,8ef81d2d
432,Rober,es ESP,DF,Levante,23,1995,31.7,46,35,36,9,1,23,54,42.6,31,315,106,33.7,208,90,17,59,31,1,28,37,83,152,1,Matches,c00097d2
433,Sergi Roberto,es ESP,DFMF,Barcelona,26,1992,23.2,30,20,13,12,5,8,23,34.8,15,322,109,33.9,104,139,79,39,4,0,35,29,59,30,0,Matches,335fa267
434,Patrick Roberts,eng ENG,FW,Girona,21,1997,6.7,7,5,5,2,0,4,20,20.0,16,152,20,13.2,43,72,37,7,0,0,7,5,12,1,0,Matches,59d93937
435,Joel Robles,es ESP,GK,Betis,28,1990,5.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,1,1,Matches,cda0b317
436,Marc Roca,es ESP,MF,Espanyol,21,1996,34.6,82,55,42,32,8,26,78,33.3,52,581,164,28.2,253,270,58,57,24,1,33,33,115,68,3,Matches,da27e268
