,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,,-additional
275,Wu Lei,cn CHN,FWMF,Espanyol,26,1991,11.8,3,29,8,27.6,2.46,0.68,0.10,0.38,13.0,0,0,0,4.1,4.1,0.14,-1.1,-1.1,Matches,e3fabb0a
276,Iñigo Lekue,es ESP,DF,Athletic Club,25,1993,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,59b7d823
277,Thomas Lemar,fr FRA,MFFW,Atlético Madrid,22,1995,20.2,2,26,11,42.3,1.29,0.54,0.08,0.18,19.9,1,0,0,2.7,2.7,0.10,-0.7,-0.7,Matches,4dbd0916
278,Clément Lenglet,fr FRA,DF,Barcelona,23,1995,21.5,1,6,2,33.3,0.28,0.09,0.17,0.50,7.3,0,0,0,1.1,1.1,0.19,-0.1,-0.1,Matches,4f28a6ff
279,Pedro León,es ESP,MFFW,Eibar,31,1986,4.7,1,7,2,28.6,1.48,0.42,0.14,0.50,20.0,0,0,0,1.1,1.1,0.15,-0.1,-0.1,Matches,d66b9872
280,Sergio León,es ESP,FWMF,Betis,29,1989,7.1,0,13,2,15.4,1.83,0.28,0.00,0.00,18.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,0a0cc13c
281,Diego Llorente,es ESP,DF,Real Sociedad,24,1993,19.5,0,7,1,14.3,0.36,0.05,0.00,0.00,20.1,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,bba30585
282,Marcos Llorente,es ESP,MF,Real Madrid,23,1995,6.0,0,1,1,100.0,0.17,0.17,0.00,0.00,15.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,02c15616
283,Giovani Lo Celso,ar ARG,MFFW,Betis,22,1996,26.6,9,62,25,40.3,2.33,0.94,0.11,0.28,19.6,2,2,4,8.8,5.7,0.09,+0.2,+1.3,Matches,d7553721
284,Stanislav Lobotka,sk SVK,MF,Celta Vigo,23,1994,27.7,0,11,2,18.2,0.40,0.07,0.00,0.00,21.3,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,e1cbb531
285,Samuele Longo,it ITA,FWMF,Huesca,26,1992,6.2,1,12,6,50.0,1.94,0.97,0.08,0.17,8.2,0,0,0,2.3,2.3,0.19,-1.3,-1.3,Matches,1163de29
286,Alejandro López,es ESP,MF,Espanyol,21,1997,1.2,0,1,0,0.0,0.80,0.00,0.00,,31.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,f1887f53
287,David López,es ESP,DF,Espanyol,28,1989,20.2,0,11,2,18.2,0.54,0.10,0.00,0.00,16.1,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches,f03f284b
288,Diego López,es ESP,GK,Espanyol,36,1981,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,73683fa9
289,Javi López,es ESP,DF,Espanyol,32,1986,21.6,0,7,1,14.3,0.32,0.05,0.00,0.00,19.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,ffad706e
290,Lluis López,es ESP,DF,Espanyol,21,1997,5.8,0,1,1,100.0,0.17,0.17,0.00,0.00,4.2,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,a685f013
291,Pedro López Muñoz,es ESP,DF,Levante,34,1983,5.2,0,2,1,50.0,0.39,0.19,0.00,0.00,20.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,a60823a4
292,Pau López,es ESP,GK,Betis,23,1994,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,20b9f052
293,Roberto López,es ESP,MF,Real Sociedad,18,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2a8c9f98
294,Unai López,es ESP,MF,Athletic Club,22,1995,3.6,0,4,2,50.0,1.10,0.55,0.00,0.00,21.1,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,88050721
295,Anthony Lozano,hn HON,FWMF,Girona,25,1993,8.1,0,24,10,41.7,2.96,1.23,0.00,0.00,12.9,0,0,0,2.1,2.1,0.09,-2.1,-2.1,Matches,38699c72
296,Filipe Luís,br BRA,DF,Atlético Madrid,32,1985,22.6,2,11,6,54.5,0.49,0.27,0.18,0.33,20.0,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Matches,e4ed2628
297,José Luis Gayà,es ESP,DF,Valencia,23,1995,34.9,1,14,3,21.4,0.40,0.09,0.07,0.33,20.5,1,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches,b05e2dbd
298,José Luis Morales,es ESP,FWMF,Levante,31,1987,35.5,12,61,27,44.3,1.72,0.76,0.15,0.33,15.8,1,3,5,13.6,9.7,0.16,-1.6,-0.7,Matches,4a478107
299,Luisinho,pt POR,DF,Huesca,33,1985,5.6,0,3,1,33.3,0.53,0.18,0.00,0.00,28.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,a7f00c8c
300,Douglas Luiz,br BRA,MF,Girona,20,1998,16.6,0,16,0,0.0,0.97,0.00,0.00,,25.6,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches,6f7d826d
301,Antonio Luna,es ESP,DF,Levante,27,1991,14.0,0,3,1,33.3,0.21,0.07,0.00,0.00,16.4,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,ed239245
302,Andriy Lunin,ua UKR,GK,Leganés,19,1999,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3061e1ec
303,Nemanja Maksimović,rs SRB,MF,Getafe,23,1995,35.7,1,35,7,20.0,0.98,0.20,0.03,0.14,16.9,0,0,0,2.3,2.3,0.07,-1.3,-1.3,Matches,00b28772
304,Malcom,br BRA,FWDF,Barcelona,21,1997,6.8,1,11,6,54.5,1.61,0.88,0.09,0.17,14.0,0,0,0,1.5,1.5,0.14,-0.5,-0.5,Matches,6853490f
305,Hugo Mallo,es ESP,DF,Celta Vigo,27,1991,34.4,1,24,9,37.5,0.70,0.26,0.04,0.11,19.3,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches,cb574619
306,Aïssa Mandi,dz ALG,DF,Betis,26,1991,34.0,1,6,3,50.0,0.18,0.09,0.17,0.33,11.8,0,0,0,0.7,0.7,0.11,+0.3,+0.3,Matches,fbd6378b
307,Martín Mantovani,ar ARG,DF,Huesca,34,1984,7.8,2,5,3,60.0,0.64,0.39,0.40,0.67,9.1,0,0,0,0.5,0.5,0.10,+1.5,+1.5,Matches,4ffb647d
308,Fran Manzanara,es ESP,DFMF,Levante,21,1996,1.7,0,1,0,0.0,0.57,0.00,0.00,,3.0,0,0,0,0.4,0.4,0.40,-0.4,-0.4,Matches,bbfaeda4
309,Marcelo,br BRA,DF,Real Madrid,30,1988,20.6,2,35,12,34.3,1.70,0.58,0.06,0.17,21.2,0,0,0,1.5,1.5,0.04,+0.5,+0.5,Matches,603116a7
310,Óscar de Marcos,es ESP,DFFW,Athletic Club,29,1989,26.9,1,9,2,22.2,0.33,0.07,0.11,0.50,11.2,0,0,0,1.3,1.3,0.14,-0.3,-0.3,Matches,9f323c71
311,Miguel Marí,es ESP,MF,Eibar,21,1997,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d70a3661
312,José María Giménez,uy URU,DF,Atlético Madrid,23,1995,19.7,0,16,4,25.0,0.81,0.20,0.00,0.00,12.1,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches,f0da930c
313,Mariano,do DOM,FW,Real Madrid,24,1993,5.0,3,22,8,36.4,4.43,1.61,0.14,0.38,12.4,1,0,0,2.9,2.9,0.13,+0.1,+0.1,Matches,5c4dc0ff
314,Adrián Marín,es ESP,DFMF,Alavés,21,1997,3.2,0,2,0,0.0,0.62,0.00,0.00,,10.4,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches,b7f2edff
315,Guillermo Maripán,cl CHI,DF,Alavés,24,1994,22.3,2,15,5,33.3,0.67,0.22,0.13,0.40,10.5,0,0,0,1.2,1.2,0.08,+0.8,+0.8,Matches,d9764034
316,Roger Martí,es ESP,FW,Levante,27,1991,21.0,13,68,27,39.7,3.24,1.29,0.16,0.41,15.3,0,2,2,12.6,10.8,0.16,+0.4,+0.2,Matches,0ae4e09a
317,Iñigo Martínez,es ESP,DF,Athletic Club,27,1991,32.2,0,24,5,20.8,0.74,0.16,0.00,0.00,18.9,2,0,0,1.4,1.4,0.06,-1.4,-1.4,Matches,3fc45c73
318,Gelson Martins,pt POR,FW,Atlético Madrid,23,1995,2.5,0,5,1,20.0,1.97,0.39,0.00,0.00,16.0,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches,3ef0fa48
319,Jordi Masip,es ESP,GK,Valladolid,29,1989,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8fae77ea
320,Jaime Mata,es ESP,FWMF,Getafe,29,1988,27.0,14,54,20,37.0,2.00,0.74,0.19,0.50,12.5,0,4,4,12.4,9.4,0.17,+1.6,+0.6,Matches,02319ad7
321,Borja Mayoral,es ESP,FW,Levante,21,1997,18.0,3,24,15,62.5,1.33,0.83,0.13,0.20,10.9,0,0,0,3.4,3.4,0.14,-0.4,-0.4,Matches,64e8ed6d
322,Róbert Mazáň,sk SVK,DF,Celta Vigo,24,1994,1.0,0,1,0,0.0,1.00,0.00,0.00,,27.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,30672832
323,Álvaro Medrán,es ESP,MF,Rayo Vallecano,24,1994,12.8,3,24,9,37.5,1.88,0.70,0.13,0.33,23.9,3,0,0,1.6,1.6,0.06,+1.4,+1.4,Matches,31223bcf
324,Óscar Melendo,es ESP,MFFW,Espanyol,20,1997,22.2,0,9,6,66.7,0.41,0.27,0.00,0.00,19.3,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches,379652be
325,Gonzalo Melero,es ESP,MF,Huesca,24,1994,14.9,2,20,6,30.0,1.34,0.40,0.05,0.17,15.8,0,1,2,4.0,2.5,0.13,-2.0,-1.5,Matches,3902e91b
326,Arthur Melo,br BRA,MF,Barcelona,21,1996,15.9,0,5,3,60.0,0.31,0.19,0.00,0.00,19.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,48b3dd60
327,Brais Méndez,es ESP,MFFW,Celta Vigo,21,1997,26.1,6,64,26,40.6,2.45,1.00,0.08,0.19,20.3,1,1,1,5.5,4.8,0.08,+0.5,+0.2,Matches,c9e39d91
328,Gabriel Mercado,ar ARG,DF,Sevilla,31,1987,19.3,2,10,3,30.0,0.52,0.16,0.20,0.67,14.0,0,0,0,1.1,1.1,0.11,+0.9,+0.9,Matches,bf97c188
329,Mikel Merino,es ESP,MF,Real Sociedad,22,1996,22.8,3,24,10,41.7,1.05,0.44,0.13,0.30,15.1,0,0,0,2.9,2.9,0.12,+0.1,+0.1,Matches,d080ed5e
330,Sabin Merino,es ESP,FWMF,Leganés,26,1992,3.3,0,10,4,40.0,3.05,1.22,0.00,0.00,11.8,0,0,0,1.5,1.5,0.15,-1.5,-1.5,Matches,1d5f96d9
331,Martín Merquelanz,es ESP,MFFW,Real Sociedad,23,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ddd5348b
332,Roque Mesa,es ESP,MF,Sevilla,29,1989,19.4,2,29,7,24.1,1.49,0.36,0.07,0.29,20.4,2,0,0,1.6,1.6,0.06,+0.4,+0.4,Matches,7c4243d4
333,Lionel Messi,ar ARG,FW,Barcelona,31,1987,30.1,36,167,85,50.9,5.54,2.82,0.19,0.38,19.4,41,4,5,23.4,19.7,0.12,+12.6,+12.3,Matches,d70ce98e
334,Míchel,es ESP,MF,Valladolid,30,1988,28.4,1,21,4,19.0,0.74,0.14,0.05,0.25,27.3,3,0,1,1.5,0.7,0.03,-0.5,+0.3,Matches,418f8f61
335,Miguel,es ESP,MFFW,Valladolid,18,1999,0.1,0,2,1,50.0,15.00,7.50,0.00,0.00,9.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,6763373d
336,Pere Milla,es ESP,FWMF,Eibar,25,1992,3.8,0,4,0,0.0,1.06,0.00,0.00,,19.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,335039a2
337,Santi Mina,es ESP,FW,Valencia,22,1995,20.6,7,42,21,50.0,2.04,1.02,0.17,0.33,11.3,0,0,0,7.4,7.2,0.17,-0.4,-0.2,Matches,0b90bb97
338,Ignasi Miquel,es ESP,DF,Getafe,25,1992,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,174f09a6
339,Jorge Miramón,es ESP,DF,Huesca,29,1989,27.7,1,14,4,28.6,0.51,0.14,0.07,0.25,22.2,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches,7f4c7c9f
340,Luka Modrić,hr CRO,MF,Real Madrid,32,1985,29.0,3,39,13,33.3,1.35,0.45,0.08,0.23,20.7,0,0,0,2.9,2.9,0.07,+0.1,+0.1,Matches,6025fab1
341,Johan Mojica,co COL,DFMF,Girona,25,1992,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,608f2092
342,Jorge Molina,es ESP,FW,Getafe,36,1982,29.4,14,52,20,38.5,1.77,0.68,0.23,0.60,12.2,0,2,2,11.6,10.0,0.20,+2.4,+2.0,Matches,43f71e77
343,Victor Mollejo,es ESP,FWMF,Atlético Madrid,17,2001,0.7,0,2,0,0.0,2.77,0.00,0.00,,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,23fffc06
344,Francisco Montero,es ESP,DF,Atlético Madrid,19,1999,4.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3e96f3e7
345,Emre Mor,tr TUR,FWMF,Celta Vigo,21,1997,4.1,0,8,4,50.0,1.95,0.98,0.00,0.00,20.4,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,0c3f7197
346,Álvaro Morata,es ESP,FW,Atlético Madrid,25,1992,12.0,6,26,14,53.8,2.16,1.16,0.23,0.43,10.2,0,0,0,6.6,6.6,0.25,-0.6,-0.6,Matches,129af0db
347,Álex Moreno,es ESP,DF,Rayo Vallecano,25,1993,34.8,1,24,6,25.0,0.69,0.17,0.04,0.17,20.1,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches,16e9d0ea
348,Gerard Moreno,es ESP,FW,Villarreal,26,1992,25.7,8,72,32,44.4,2.80,1.24,0.11,0.25,13.3,0,0,1,9.5,8.7,0.12,-1.5,-0.7,Matches,81f0781e
349,Héctor Moreno,mx MEX,DF,Real Sociedad,30,1988,21.5,1,4,1,25.0,0.19,0.05,0.25,1.00,10.3,0,0,0,0.5,0.5,0.13,+0.5,+0.5,Matches,5d311e8d
350,Sergio Moreno,es ESP,MF,Rayo Vallecano,19,1999,0.2,0,1,1,100.0,6.43,6.43,0.00,0.00,9.1,0,0,0,0.3,0.3,0.25,-0.3,-0.3,Matches,014b57f5
351,Manu Morlanes,es ESP,MF,Villarreal,19,1999,6.8,0,3,0,0.0,0.44,0.00,0.00,,24.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,a0255c67
352,Loren Morón,es ESP,FW,Betis,24,1993,21.7,6,59,27,45.8,2.71,1.24,0.10,0.22,14.1,0,0,0,7.9,7.8,0.13,-1.9,-1.8,Matches,3aa4a3be
353,Toni Moya,es ESP,DF,Atlético Madrid,20,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9e098912
354,Javi Moyano,es ESP,DF,Valladolid,32,1986,23.3,0,7,3,42.9,0.30,0.13,0.00,0.00,14.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,933e8c8a
355,Iker Muniain,es ESP,FWMF,Athletic Club,25,1992,26.5,7,24,11,45.8,0.91,0.42,0.25,0.55,14.2,0,1,1,6.5,5.7,0.24,+0.5,+0.3,Matches,c05dfb74
356,Marc Muniesa,es ESP,DFMF,Girona,26,1992,15.6,0,6,1,16.7,0.38,0.06,0.00,0.00,21.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,4db76f57
357,Aihen Muñoz,es ESP,DF,Real Sociedad,20,1997,10.6,0,2,0,0.0,0.19,0.00,0.00,,16.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,228b0d9d
358,Ezequiel Muñoz,ar ARG,DF,Leganés,27,1990,2.3,0,2,0,0.0,0.85,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,e4b8c5b6
359,Joaquín Muñoz,es ESP,MF,Atlético Madrid,19,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e9fbcc21
360,Luis Muriel,co COL,MFFW,Sevilla,27,1991,1.4,1,4,1,25.0,2.93,0.73,0.25,1.00,17.0,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches,eb2fe5b6
361,Jeison Murillo,co COL,DF,Barcelona,26,1992,1.3,0,1,1,100.0,0.80,0.80,0.00,0.00,13.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,b233e8e4
362,Jeison Murillo,co COL,DF,Valencia,26,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b233e8e4
363,Damián Musto,ar ARG,MF,Huesca,31,1987,18.7,0,16,2,12.5,0.85,0.11,0.00,0.00,19.6,1,0,0,1.4,1.4,0.09,-1.4,-1.4,Matches,74e0a984
364,Nacho,es ESP,DF,Real Madrid,28,1990,18.9,0,6,0,0.0,0.32,0.00,0.00,,14.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,2946f9a1
365,Nacho,es ESP,DF,Valladolid,29,1989,35.0,1,18,5,27.8,0.51,0.14,0.06,0.20,23.4,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches,e29d1111
366,Naldo,br BRA,DF,Espanyol,29,1988,15.1,1,6,2,33.3,0.40,0.13,0.17,0.50,7.2,0,0,0,0.6,0.6,0.10,+0.4,+0.4,Matches,a2609621
367,Ximo Navarro,es ESP,DF,Alavés,28,1990,28.1,2,12,3,25.0,0.43,0.11,0.17,0.67,20.6,0,0,0,0.6,0.6,0.05,+1.4,+1.4,Matches,8db394aa
368,Jesús Navas,es ESP,DFMF,Sevilla,32,1985,30.1,1,31,11,35.5,1.03,0.37,0.03,0.09,21.4,0,0,0,1.3,1.3,0.04,-0.3,-0.3,Matches,3f10bd22
369,Keylor Navas,cr CRC,GK,Real Madrid,31,1986,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ecada4fc
370,Raúl Navas,es ESP,DF,Real Sociedad,30,1988,14.6,0,5,0,0.0,0.34,0.00,0.00,,18.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,ad178594
371,Neto,br BRA,GK,Valencia,29,1989,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a9dc785c
372,Saúl Ñíguez,es ESP,MFDF,Atlético Madrid,23,1994,32.5,4,52,20,38.5,1.60,0.62,0.08,0.20,18.8,1,0,1,5.2,4.2,0.08,-1.2,-0.2,Matches,c14bc029
373,Peru Nolaskoain,es ESP,DF,Athletic Club,19,1998,5.2,2,4,3,75.0,0.78,0.58,0.50,0.67,13.9,0,0,0,0.3,0.3,0.07,+1.7,+1.7,Matches,857cb4f3
374,Nolito,es ESP,FWMF,Sevilla,31,1986,0.8,0,3,2,66.7,3.55,2.37,0.00,0.00,9.3,0,0,0,0.6,0.6,0.21,-0.6,-0.6,Matches,b2d0ec1b
375,Unai Núñez,es ESP,DF,Athletic Club,21,1997,11.8,0,12,3,25.0,1.02,0.25,0.00,0.00,10.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches,be170419
376,Allan Nyom,cm CMR,DF,Leganés,30,1988,19.0,1,5,3,60.0,0.26,0.16,0.20,0.33,19.9,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches,97572117
377,Jan Oblak,si SVN,GK,Atlético Madrid,25,1993,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ee8508c0
378,Álvaro Odriozola,es ESP,DF,Real Madrid,22,1995,13.1,0,1,1,100.0,0.08,0.08,0.00,0.00,11.0,0,0,0,0.3,0.3,0.32,-0.3,-0.3,Matches,1d1691ad
379,Dani Ojeda,es ESP,MFDF,Leganés,23,1994,2.1,0,2,1,50.0,0.93,0.47,0.00,0.00,10.4,0,0,0,0.4,0.4,0.19,-0.4,-0.4,Matches,375a669e
380,Lucas Olaza,uy URU,DF,Celta Vigo,24,1994,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4cee5954
381,Oier Olazábal,es ESP,GK,Levante,28,1989,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b5bdf144
382,Kiko Olivas,es ESP,DF,Valladolid,29,1988,34.4,0,5,1,20.0,0.15,0.03,0.00,0.00,8.1,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches,72b07a9c
383,Paulo Oliveira,pt POR,DF,Eibar,26,1992,24.9,0,9,2,22.2,0.36,0.08,0.00,0.00,12.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,a8fbae1d
384,Mathías Olivera,uy URU,DFMF,Getafe,20,1997,11.2,0,7,4,57.1,0.63,0.36,0.00,0.00,17.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,41c12f75
385,Kenneth Omeruo,ng NGA,DF,Leganés,24,1993,27.0,0,3,1,33.3,0.11,0.04,0.00,0.00,15.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,0f0aa5b4
386,Fabián Orellana,cl CHI,MFFW,Eibar,32,1986,30.4,3,72,25,34.7,2.37,0.82,0.03,0.08,16.7,3,1,1,6.7,5.9,0.08,-3.7,-3.9,Matches,c90977db
387,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,21,1997,35.0,13,58,23,39.7,1.66,0.66,0.17,0.43,15.8,0,3,3,10.0,7.7,0.13,+3.0,+2.3,Matches,8c3c640c
388,Fernando Pacheco,es ESP,GK,Alavés,26,1992,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,97852360
389,Rubén Pardo,es ESP,MFFW,Real Sociedad,25,1992,15.2,1,19,4,21.1,1.25,0.26,0.05,0.25,26.7,2,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches,2306bfde
390,Daniel Parejo,es ESP,MF,Valencia,29,1989,34.0,9,38,15,39.5,1.12,0.44,0.11,0.27,24.2,10,5,6,7.6,3.0,0.08,+1.4,+1.0,Matches,7460ca0d
391,Thomas Partey,gh GHA,MF,Atlético Madrid,25,1993,23.0,3,36,7,19.4,1.57,0.30,0.08,0.43,26.1,2,0,0,1.5,1.5,0.04,+1.5,+1.5,Matches,529f49ab
392,Gabriel Paulista,br BRA,DF,Valencia,27,1990,29.1,0,10,2,20.0,0.34,0.07,0.00,0.00,10.2,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches,b7ca5c51
393,Alfonso Pedraza,es ESP,DFFW,Villarreal,22,1996,23.3,3,34,14,41.2,1.46,0.60,0.09,0.21,16.4,0,0,0,2.6,2.6,0.08,+0.4,+0.4,Matches,63f04c6c
394,Pedrosa,es ESP,DF,Espanyol,20,1998,8.5,1,6,1,16.7,0.71,0.12,0.17,1.00,22.5,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches,112521d1
395,Rubén Peña,es ESP,DF,Eibar,27,1991,29.7,1,20,5,25.0,0.67,0.17,0.05,0.20,23.7,0,0,0,0.7,0.7,0.03,+0.3,+0.3,Matches,1f079188
396,Carles Pérez,es ESP,FW,Barcelona,20,1998,0.2,0,1,0,0.0,5.00,0.00,0.00,,6.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,a8f21b9f
397,Hernán Pérez,py PAR,FWMF,Espanyol,29,1989,8.8,1,15,6,40.0,1.70,0.68,0.07,0.17,14.9,0,0,0,2.0,2.0,0.14,-1.0,-1.0,Matches,e1cea3f7
398,Rubén Pérez,es ESP,MF,Leganés,29,1989,27.5,0,13,3,23.1,0.47,0.11,0.00,0.00,23.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,3c7bc9bd
399,Pablo Piatti,ar ARG,FWMF,Espanyol,29,1989,8.3,1,15,6,40.0,1.82,0.73,0.07,0.17,17.4,1,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches,48e89655
400,Cristiano Piccini,it ITA,DF,Valencia,25,1992,20.8,1,12,2,16.7,0.58,0.10,0.08,0.50,21.3,0,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches,32c0491f
401,Tomás Pina Isla,es ESP,MF,Alavés,30,1987,26.0,2,13,2,15.4,0.50,0.08,0.15,1.00,16.6,0,0,0,1.5,1.5,0.11,+0.5,+0.5,Matches,e54bd0a2
402,Gerard Piqué,es ESP,DF,Barcelona,31,1987,35.0,4,20,11,55.0,0.57,0.31,0.20,0.36,7.3,0,0,0,3.7,3.7,0.19,+0.3,+0.3,Matches,adfc9123
403,Carles Planas,es ESP,DFMF,Girona,27,1991,4.7,0,1,0,0.0,0.21,0.00,0.00,,13.2,0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches,72b92c4e
404,Óscar Plano,es ESP,MFFW,Valladolid,27,1991,29.9,3,46,14,30.4,1.54,0.47,0.07,0.21,18.4,1,0,0,3.8,3.8,0.08,-0.8,-0.8,Matches,7c388b20
405,Stiven Plaza,ec ECU,FWMF,Valladolid,19,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f4b7f2ec
406,Pere Pons,es ESP,MF,Girona,25,1993,31.0,1,19,7,36.8,0.61,0.23,0.05,0.14,19.3,0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches,29b61deb
407,Pedro Porro,es ESP,DFMF,Girona,18,1999,24.6,0,22,6,27.3,0.90,0.24,0.00,0.00,23.3,0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches,27d0a506
408,Francisco Portillo,es ESP,MFFW,Getafe,28,1990,22.2,1,8,4,50.0,0.36,0.18,0.13,0.25,15.0,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches,8e010ff4
409,Portu,es ESP,FWMF,Girona,26,1992,31.3,9,43,19,44.2,1.37,0.61,0.19,0.42,12.7,0,1,1,8.4,7.6,0.18,+0.6,+0.4,Matches,1bda5842
410,Sergio Postigo,es ESP,DF,Levante,29,1988,16.1,1,2,1,50.0,0.12,0.06,0.50,1.00,9.0,0,0,0,0.2,0.2,0.12,+0.8,+0.8,Matches,474ecac8
411,José Pozo,es ESP,MFFW,Rayo Vallecano,22,1996,18.0,3,23,9,39.1,1.28,0.50,0.13,0.33,17.2,0,0,0,2.4,2.4,0.11,+0.6,+0.6,Matches,fc8b614b
412,Sanjin Prcić,ba BIH,MF,Levante,24,1993,5.9,0,8,1,12.5,1.35,0.17,0.00,0.00,26.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,51c30111
413,Quincy Promes,nl NED,DFMF,Sevilla,26,1992,17.6,2,29,4,13.8,1.65,0.23,0.07,0.50,19.8,0,0,1,3.2,2.3,0.08,-1.2,-0.3,Matches,b182a240
